date,portfolio_id,portfolio_name,risk_profile,portfolio_value_cad,daily_return,cumulative_return,benchmark_return,benchmark_cumulative_return,active_return,contribution_cad,withdrawal_cad,net_flow_cad
2025-10-09,PF001,Conservative Income,Conservative,21920358.767772,0.004332,0.035783,0.000583,0.005982,0.003749,0.0,0.0,0.0
2025-10-10,PF001,Conservative Income,Conservative,21929281.15713,0.000407,0.036204,-0.00367,0.00229,0.004077,0.0,0.0,0.0
2025-10-13,PF001,Conservative Income,Conservative,21860550.537418,-0.003134,0.032957,0.001874,0.004169,-0.005008,0.0,0.0,0.0
2025-10-14,PF001,Conservative Income,Conservative,21910037.979826,0.002264,0.035295,-0.002609,0.001549,0.004873,0.0,0.0,0.0
2025-10-15,PF001,Conservative Income,Conservative,21922950.460396,0.000589,0.035905,0.00544,0.006997,-0.004851,0.0,0.0,0.0
2025-10-16,PF001,Conservative Income,Conservative,21925525.859952,0.000117,0.036027,0.006026,0.013065,-0.005909,0.0,0.0,0.0
2025-10-17,PF001,Conservative Income,Conservative,22035737.637278,0.005027,0.041235,-0.001183,0.011867,0.00621,0.0,0.0,0.0
2025-10-20,PF001,Conservative Income,Conservative,22019156.748732,-0.000752,0.040451,0.002694,0.014593,-0.003446,0.0,0.0,0.0
2025-10-21,PF001,Conservative Income,Conservative,21991758.602871,-0.001244,0.039157,0.001161,0.015771,-0.002405,0.0,0.0,0.0
2025-10-22,PF001,Conservative Income,Conservative,22000035.297993,0.000376,0.039548,-0.003729,0.011983,0.004105,0.0,0.0,0.0
2025-10-23,PF001,Conservative Income,Conservative,22044785.793828,0.002034,0.041662,0.003317,0.01534,-0.001283,0.0,0.0,0.0
2025-10-24,PF001,Conservative Income,Conservative,22049990.648969,0.000236,0.041908,-0.00111,0.014213,0.001346,0.0,0.0,0.0
2025-10-27,PF001,Conservative Income,Conservative,22111680.53496,0.002798,0.044823,-0.004477,0.009672,0.007275,0.0,0.0,0.0
2025-10-28,PF001,Conservative Income,Conservative,22178691.240881,0.003031,0.04799,-0.003692,0.005944,0.006723,0.0,0.0,0.0
2025-10-29,PF001,Conservative Income,Conservative,22220339.713088,0.001878,0.049958,0.000694,0.006643,0.001184,0.0,0.0,0.0
2025-10-30,PF001,Conservative Income,Conservative,22131607.038746,-0.003993,0.045765,-0.000437,0.006203,-0.003556,0.0,0.0,0.0
2025-10-31,PF001,Conservative Income,Conservative,22135884.370316,-0.000138,0.045621,0.000409,0.006614,-0.000547,15225.35,7896.08,7329.27
2025-11-03,PF001,Conservative Income,Conservative,22191052.956147,0.002492,0.048227,6.6e-05,0.006681,0.002426,0.0,0.0,0.0
2025-11-04,PF001,Conservative Income,Conservative,22169025.696746,-0.000993,0.047186,0.000946,0.007633,-0.001939,0.0,0.0,0.0
2025-11-05,PF001,Conservative Income,Conservative,22108787.673751,-0.002717,0.044341,0.002804,0.010458,-0.005521,0.0,0.0,0.0
2025-11-06,PF001,Conservative Income,Conservative,22112897.075999,0.000186,0.044535,0.004383,0.014887,-0.004197,0.0,0.0,0.0
2025-11-07,PF001,Conservative Income,Conservative,22029838.951845,-0.003756,0.040611,-0.000122,0.014763,-0.003634,0.0,0.0,0.0
2025-11-10,PF001,Conservative Income,Conservative,22095226.683431,0.002968,0.0437,-0.002748,0.011975,0.005716,0.0,0.0,0.0
2025-11-11,PF001,Conservative Income,Conservative,22095150.653591,-3e-06,0.043696,0.00277,0.014778,-0.002773,0.0,0.0,0.0
2025-11-12,PF001,Conservative Income,Conservative,22174149.857727,0.003575,0.047428,2.7e-05,0.014805,0.003548,0.0,0.0,0.0
2025-11-13,PF001,Conservative Income,Conservative,22163454.579189,-0.000482,0.046923,0.002002,0.016837,-0.002484,0.0,0.0,0.0
2025-11-14,PF001,Conservative Income,Conservative,22106151.140479,-0.002585,0.044216,0.001581,0.018445,-0.004166,0.0,0.0,0.0
2025-11-17,PF001,Conservative Income,Conservative,22083461.263493,-0.001026,0.043144,-0.00196,0.016448,0.000934,0.0,0.0,0.0
2025-11-18,PF001,Conservative Income,Conservative,22048861.665244,-0.001567,0.04151,-0.001036,0.015395,-0.000531,0.0,0.0,0.0
2025-11-19,PF001,Conservative Income,Conservative,21999888.974615,-0.002221,0.039197,-0.004889,0.010431,0.002668,0.0,0.0,0.0
2025-11-20,PF001,Conservative Income,Conservative,21928183.63648,-0.003259,0.035809,-0.004394,0.005991,0.001135,0.0,0.0,0.0
2025-11-21,PF001,Conservative Income,Conservative,21932682.611173,0.000205,0.036022,-0.00336,0.002611,0.003565,0.0,0.0,0.0
2025-11-24,PF001,Conservative Income,Conservative,21906927.607016,-0.001174,0.034805,-0.00168,0.000927,0.000506,0.0,0.0,0.0
2025-11-25,PF001,Conservative Income,Conservative,21865075.792003,-0.00191,0.032829,0.008768,0.009703,-0.010678,0.0,0.0,0.0
2025-11-26,PF001,Conservative Income,Conservative,21860026.265881,-0.000231,0.03259,0.003919,0.01366,-0.00415,0.0,0.0,0.0
2025-11-27,PF001,Conservative Income,Conservative,21771886.033096,-0.004032,0.028427,0.001177,0.014853,-0.005209,0.0,0.0,0.0
2025-11-28,PF001,Conservative Income,Conservative,21826188.937878,0.002494,0.030992,0.000562,0.015423,0.001932,0.0,0.0,0.0
2025-12-01,PF001,Conservative Income,Conservative,21807933.063123,-0.000836,0.030129,0.000825,0.016261,-0.001661,0.0,0.0,0.0
2025-12-02,PF001,Conservative Income,Conservative,21790754.615546,-0.000788,0.029318,-0.000479,0.015774,-0.000309,0.0,0.0,0.0
2025-12-03,PF001,Conservative Income,Conservative,21858262.396329,0.003098,0.032507,-0.005435,0.010254,0.008533,0.0,0.0,0.0
2025-12-04,PF001,Conservative Income,Conservative,21795643.135771,-0.002865,0.029549,0.000639,0.010899,-0.003504,0.0,0.0,0.0
2025-12-05,PF001,Conservative Income,Conservative,21838478.969934,0.001965,0.031572,-0.003453,0.007408,0.005418,0.0,0.0,0.0
2025-12-08,PF001,Conservative Income,Conservative,21833013.982709,-0.00025,0.031314,0.00471,0.012153,-0.00496,0.0,0.0,0.0
2025-12-09,PF001,Conservative Income,Conservative,21792676.908764,-0.001848,0.029409,-0.001784,0.010348,-6.4e-05,0.0,0.0,0.0
2025-12-10,PF001,Conservative Income,Conservative,21883667.418977,0.004175,0.033707,0.000473,0.010826,0.003702,0.0,0.0,0.0
2025-12-11,PF001,Conservative Income,Conservative,21816478.003519,-0.00307,0.030533,0.001676,0.01252,-0.004746,0.0,0.0,0.0
2025-12-12,PF001,Conservative Income,Conservative,21777370.824293,-0.001793,0.028686,0.000816,0.013346,-0.002609,0.0,0.0,0.0
2025-12-15,PF001,Conservative Income,Conservative,21658411.928623,-0.005463,0.023066,-0.002722,0.010588,-0.002741,0.0,0.0,0.0
2025-12-16,PF001,Conservative Income,Conservative,21752982.74097,0.004366,0.027534,0.000146,0.010735,0.00422,0.0,0.0,0.0
2025-12-17,PF001,Conservative Income,Conservative,21712475.976742,-0.001862,0.02562,0.002987,0.013754,-0.004849,0.0,0.0,0.0
2025-12-18,PF001,Conservative Income,Conservative,21699699.397399,-0.000588,0.025017,-0.002803,0.010913,0.002215,0.0,0.0,0.0
2025-12-19,PF001,Conservative Income,Conservative,21775684.290845,0.003502,0.028606,-0.000674,0.010231,0.004176,0.0,0.0,0.0
2025-12-22,PF001,Conservative Income,Conservative,21761690.539554,-0.000643,0.027945,-0.000913,0.009309,0.00027,0.0,0.0,0.0
2025-12-23,PF001,Conservative Income,Conservative,21865730.668167,0.004781,0.032859,-0.000655,0.008648,0.005436,0.0,0.0,0.0
2025-12-24,PF001,Conservative Income,Conservative,21854627.759737,-0.000508,0.032335,0.001139,0.009797,-0.001647,0.0,0.0,0.0
2025-12-25,PF001,Conservative Income,Conservative,21786815.384149,-0.003103,0.029132,-0.002525,0.007247,-0.000578,0.0,0.0,0.0
2025-12-26,PF001,Conservative Income,Conservative,21723893.101147,-0.002888,0.02616,-0.001721,0.005514,-0.001167,0.0,0.0,0.0
2025-12-29,PF001,Conservative Income,Conservative,21682800.756025,-0.001892,0.024218,-0.004005,0.001486,0.002113,0.0,0.0,0.0
2025-12-30,PF001,Conservative Income,Conservative,21656718.576762,-0.001203,0.022986,0.002156,0.003646,-0.003359,0.0,0.0,0.0
2025-12-31,PF001,Conservative Income,Conservative,21683426.974467,0.000731,0.023734,-0.001425,0.002215,0.002156,15181.16,4296.53,10884.63
2025-01-02,PF002,Balanced Growth,Balanced,48106946.659775,0.0,0.0,0.005287,0.005287,-0.005287,0.0,0.0,0.0
2025-01-03,PF002,Balanced Growth,Balanced,48007136.922732,-0.002075,-0.002075,0.002303,0.007602,-0.004378,0.0,0.0,0.0
2025-01-06,PF002,Balanced Growth,Balanced,48468096.004853,0.009602,0.007507,0.017924,0.025662,-0.008322,0.0,0.0,0.0
2025-01-07,PF002,Balanced Growth,Balanced,48317615.303127,-0.003105,0.004379,0.000251,0.02592,-0.003356,0.0,0.0,0.0
2025-01-08,PF002,Balanced Growth,Balanced,48367278.338764,0.001028,0.005412,0.009451,0.035616,-0.008423,0.0,0.0,0.0
2025-01-09,PF002,Balanced Growth,Balanced,48547090.379581,0.003718,0.009149,0.00117,0.036828,0.002548,0.0,0.0,0.0
2025-01-10,PF002,Balanced Growth,Balanced,48269885.272363,-0.00571,0.003387,-0.001136,0.03565,-0.004574,0.0,0.0,0.0
2025-01-13,PF002,Balanced Growth,Balanced,48154733.49448,-0.002386,0.000993,-0.011467,0.023774,0.009081,0.0,0.0,0.0
2025-01-14,PF002,Balanced Growth,Balanced,48220315.827369,0.001362,0.002357,0.010238,0.034255,-0.008876,0.0,0.0,0.0
2025-01-15,PF002,Balanced Growth,Balanced,48418864.365657,0.004118,0.006484,0.004439,0.038846,-0.000321,0.0,0.0,0.0
2025-01-16,PF002,Balanced Growth,Balanced,48186475.83974,-0.0048,0.001653,0.002318,0.041254,-0.007118,0.0,0.0,0.0
2025-01-17,PF002,Balanced Growth,Balanced,48043817.873061,-0.002961,-0.001312,0.002412,0.043766,-0.005373,0.0,0.0,0.0
2025-01-20,PF002,Balanced Growth,Balanced,47669398.491712,-0.007793,-0.009095,-0.003257,0.040366,-0.004536,0.0,0.0,0.0
2025-01-21,PF002,Balanced Growth,Balanced,47529856.059273,-0.002927,-0.011996,-0.007201,0.032875,0.004274,0.0,0.0,0.0
2025-01-22,PF002,Balanced Growth,Balanced,47360868.28933,-0.003555,-0.015509,0.004592,0.037618,-0.008147,0.0,0.0,0.0
2025-01-23,PF002,Balanced Growth,Balanced,47696315.156606,0.007083,-0.008536,-0.007715,0.029612,0.014798,0.0,0.0,0.0
2025-01-24,PF002,Balanced Growth,Balanced,48036117.520534,0.007124,-0.001472,0.006039,0.03583,0.001085,0.0,0.0,0.0
2025-01-27,PF002,Balanced Growth,Balanced,48237483.143663,0.004192,0.002713,-0.000975,0.03482,0.005167,0.0,0.0,0.0
2025-01-28,PF002,Balanced Growth,Balanced,47914396.489941,-0.006698,-0.004003,-0.001752,0.033007,-0.004946,0.0,0.0,0.0
2025-01-29,PF002,Balanced Growth,Balanced,47536706.149059,-0.007883,-0.011854,-0.00653,0.026262,-0.001353,0.0,0.0,0.0
2025-01-30,PF002,Balanced Growth,Balanced,47664662.051448,0.002692,-0.009194,0.003039,0.029381,-0.000347,0.0,0.0,0.0
2025-01-31,PF002,Balanced Growth,Balanced,47919181.725935,0.005109,-0.004132,-0.001401,0.027938,0.00651,15264.29,4254.91,11009.38
2025-02-03,PF002,Balanced Growth,Balanced,47883216.891595,-0.000751,-0.004879,0.010126,0.038347,-0.010877,0.0,0.0,0.0
2025-02-04,PF002,Balanced Growth,Balanced,48054650.541966,0.00358,-0.001317,0.003188,0.041658,0.000392,0.0,0.0,0.0
2025-02-05,PF002,Balanced Growth,Balanced,48405274.968031,0.007296,0.00597,0.001229,0.042938,0.006067,0.0,0.0,0.0
2025-02-06,PF002,Balanced Growth,Balanced,48488283.716581,0.001715,0.007695,-0.007649,0.03496,0.009364,0.0,0.0,0.0
2025-02-07,PF002,Balanced Growth,Balanced,48253319.18859,-0.004846,0.002812,0.005114,0.040253,-0.00996,0.0,0.0,0.0
2025-02-10,PF002,Balanced Growth,Balanced,48237633.243697,-0.000325,0.002486,0.003614,0.044013,-0.003939,0.0,0.0,0.0
2025-02-11,PF002,Balanced Growth,Balanced,48490723.702969,0.005247,0.007746,0.009013,0.053422,-0.003766,0.0,0.0,0.0
2025-02-12,PF002,Balanced Growth,Balanced,48653046.392689,0.003347,0.011119,0.001574,0.05508,0.001773,0.0,0.0,0.0
2025-02-13,PF002,Balanced Growth,Balanced,48450328.208758,-0.004167,0.006906,0.000765,0.055888,-0.004932,0.0,0.0,0.0
2025-02-14,PF002,Balanced Growth,Balanced,48656185.826082,0.004249,0.011185,-0.008371,0.047049,0.01262,0.0,0.0,0.0
2025-02-17,PF002,Balanced Growth,Balanced,48908969.478931,0.005195,0.016438,0.001716,0.048845,0.003479,0.0,0.0,0.0
2025-02-18,PF002,Balanced Growth,Balanced,49081498.158015,0.003528,0.020024,0.000384,0.049248,0.003144,0.0,0.0,0.0
2025-02-19,PF002,Balanced Growth,Balanced,48668414.644536,-0.008416,0.011439,-0.005017,0.043984,-0.003399,0.0,0.0,0.0
2025-02-20,PF002,Balanced Growth,Balanced,48658624.756517,-0.000201,0.011235,0.002812,0.04692,-0.003013,0.0,0.0,0.0
2025-02-21,PF002,Balanced Growth,Balanced,48200557.932389,-0.009414,0.001716,-0.007569,0.038996,-0.001845,0.0,0.0,0.0
2025-02-24,PF002,Balanced Growth,Balanced,48211936.067567,0.000236,0.001952,-0.001373,0.037569,0.001609,0.0,0.0,0.0
2025-02-25,PF002,Balanced Growth,Balanced,48332753.583496,0.002506,0.004463,0.005821,0.043609,-0.003315,0.0,0.0,0.0
2025-02-26,PF002,Balanced Growth,Balanced,48096519.186449,-0.004888,-0.000446,-0.003609,0.039842,-0.001279,0.0,0.0,0.0
2025-02-27,PF002,Balanced Growth,Balanced,48247978.882654,0.003149,0.002701,0.001231,0.041122,0.001918,0.0,0.0,0.0
2025-02-28,PF002,Balanced Growth,Balanced,48105933.788808,-0.003259,-0.000567,-0.004895,0.036026,0.001636,15206.61,0.0,15206.61
2025-03-03,PF002,Balanced Growth,Balanced,48118983.514766,0.000271,-0.000296,0.005357,0.041576,-0.005086,0.0,0.0,0.0
2025-03-04,PF002,Balanced Growth,Balanced,47886876.617141,-0.004824,-0.005118,0.003728,0.045459,-0.008552,0.0,0.0,0.0
2025-03-05,PF002,Balanced Growth,Balanced,47998701.308012,0.002335,-0.002795,9.4e-05,0.045557,0.002241,0.0,0.0,0.0
2025-03-06,PF002,Balanced Growth,Balanced,48063729.119873,0.001355,-0.001444,-0.001889,0.043582,0.003244,0.0,0.0,0.0
2025-03-07,PF002,Balanced Growth,Balanced,48131661.62728,0.001413,-3.2e-05,-0.002136,0.041353,0.003549,0.0,0.0,0.0
2025-03-10,PF002,Balanced Growth,Balanced,48467306.465354,0.006973,0.006941,-0.002509,0.038741,0.009482,0.0,0.0,0.0
2025-03-11,PF002,Balanced Growth,Balanced,48203126.360532,-0.005451,0.001452,-0.000152,0.038583,-0.005299,0.0,0.0,0.0
2025-03-12,PF002,Balanced Growth,Balanced,47824084.370768,-0.007863,-0.006422,0.009328,0.048271,-0.017191,0.0,0.0,0.0
2025-03-13,PF002,Balanced Growth,Balanced,47613634.517155,-0.0044,-0.010795,-0.001608,0.046585,-0.002792,0.0,0.0,0.0
2025-03-14,PF002,Balanced Growth,Balanced,47385701.108051,-0.004787,-0.01553,0.006613,0.053506,-0.0114,0.0,0.0,0.0
2025-03-17,PF002,Balanced Growth,Balanced,47240956.37917,-0.003055,-0.018537,-0.001494,0.051932,-0.001561,0.0,0.0,0.0
2025-03-18,PF002,Balanced Growth,Balanced,47441327.306864,0.004241,-0.014374,-0.004946,0.046729,0.009187,0.0,0.0,0.0
2025-03-19,PF002,Balanced Growth,Balanced,47587694.555073,0.003085,-0.011334,-0.000486,0.04622,0.003571,0.0,0.0,0.0
2025-03-20,PF002,Balanced Growth,Balanced,47602694.830648,0.000315,-0.011022,0.001794,0.048097,-0.001479,0.0,0.0,0.0
2025-03-21,PF002,Balanced Growth,Balanced,47479219.269331,-0.002594,-0.013587,-0.008271,0.039429,0.005677,0.0,0.0,0.0
2025-03-24,PF002,Balanced Growth,Balanced,47833087.562844,0.007453,-0.006235,-0.00077,0.038628,0.008223,0.0,0.0,0.0
2025-03-25,PF002,Balanced Growth,Balanced,48119282.586575,0.005983,-0.000289,-0.005372,0.033049,0.011355,0.0,0.0,0.0
2025-03-26,PF002,Balanced Growth,Balanced,48183534.107462,0.001335,0.001045,0.006475,0.039738,-0.00514,0.0,0.0,0.0
2025-03-27,PF002,Balanced Growth,Balanced,48191501.882872,0.000165,0.001211,-0.001482,0.038197,0.001647,0.0,0.0,0.0
2025-03-28,PF002,Balanced Growth,Balanced,48431647.799862,0.004983,0.0062,-0.003997,0.034047,0.00898,0.0,0.0,0.0
2025-03-31,PF002,Balanced Growth,Balanced,48719482.534537,0.005665,0.011901,-0.006299,0.027534,0.011964,15283.9,1831.57,13452.33
2025-04-01,PF002,Balanced Growth,Balanced,48743299.357046,0.000489,0.012395,0.004404,0.032059,-0.003915,0.0,0.0,0.0
2025-04-02,PF002,Balanced Growth,Balanced,48732232.258515,-0.000227,0.012165,-0.00277,0.0292,0.002543,0.0,0.0,0.0
2025-04-03,PF002,Balanced Growth,Balanced,48708130.755573,-0.000495,0.011665,0.002419,0.03169,-0.002914,0.0,0.0,0.0
2025-04-04,PF002,Balanced Growth,Balanced,48732047.235785,0.000491,0.012162,-0.005631,0.02588,0.006122,0.0,0.0,0.0
2025-04-07,PF002,Balanced Growth,Balanced,48720840.874881,-0.00023,0.011929,-0.011974,0.013596,0.011744,0.0,0.0,0.0
2025-04-08,PF002,Balanced Growth,Balanced,49069082.433945,0.007148,0.019162,-0.002255,0.011311,0.009403,0.0,0.0,0.0
2025-04-09,PF002,Balanced Growth,Balanced,49097595.974307,0.000581,0.019754,-0.000901,0.0104,0.001482,0.0,0.0,0.0
2025-04-10,PF002,Balanced Growth,Balanced,49008426.929253,-0.001816,0.017902,-0.003921,0.006438,0.002105,0.0,0.0,0.0
2025-04-11,PF002,Balanced Growth,Balanced,49290847.717865,0.005763,0.023768,-0.004514,0.001895,0.010277,0.0,0.0,0.0
2025-04-14,PF002,Balanced Growth,Balanced,49557032.301734,0.0054,0.029296,0.003717,0.005619,0.001683,0.0,0.0,0.0
2025-04-15,PF002,Balanced Growth,Balanced,49306508.299798,-0.005055,0.024093,0.001032,0.006657,-0.006087,0.0,0.0,0.0
2025-04-16,PF002,Balanced Growth,Balanced,49339880.019928,0.000677,0.024786,-6.5e-05,0.006591,0.000742,0.0,0.0,0.0
2025-04-17,PF002,Balanced Growth,Balanced,49414690.12643,0.001516,0.02634,0.009707,0.016362,-0.008191,0.0,0.0,0.0
2025-04-18,PF002,Balanced Growth,Balanced,49127923.51466,-0.005803,0.020384,0.005885,0.022343,-0.011688,0.0,0.0,0.0
2025-04-21,PF002,Balanced Growth,Balanced,48855891.657228,-0.005537,0.014734,0.007329,0.029836,-0.012866,0.0,0.0,0.0
2025-04-22,PF002,Balanced Growth,Balanced,48900978.821009,0.000923,0.01567,0.001855,0.031747,-0.000932,0.0,0.0,0.0
2025-04-23,PF002,Balanced Growth,Balanced,48823441.629398,-0.001586,0.01406,0.007404,0.039386,-0.00899,0.0,0.0,0.0
2025-04-24,PF002,Balanced Growth,Balanced,49131003.049878,0.006299,0.020448,0.001628,0.041078,0.004671,0.0,0.0,0.0
2025-04-25,PF002,Balanced Growth,Balanced,49136968.33279,0.000121,0.020572,-0.005698,0.035146,0.005819,0.0,0.0,0.0
2025-04-28,PF002,Balanced Growth,Balanced,48969217.428599,-0.003414,0.017088,9.6e-05,0.035245,-0.00351,0.0,0.0,0.0
2025-04-29,PF002,Balanced Growth,Balanced,48678111.697673,-0.005945,0.011041,0.004063,0.039451,-0.010008,0.0,0.0,0.0
2025-04-30,PF002,Balanced Growth,Balanced,48627338.296292,-0.001251,0.009776,0.005761,0.045439,-0.007012,15135.99,5000.28,10135.71
2025-05-01,PF002,Balanced Growth,Balanced,48499599.584083,-0.002627,0.007124,0.001828,0.047351,-0.004455,0.0,0.0,0.0
2025-05-02,PF002,Balanced Growth,Balanced,48533068.640363,0.00069,0.007819,-0.000535,0.04679,0.001225,0.0,0.0,0.0
2025-05-05,PF002,Balanced Growth,Balanced,48825550.726533,0.006026,0.013892,0.00043,0.04724,0.005596,0.0,0.0,0.0
2025-05-06,PF002,Balanced Growth,Balanced,48550701.850426,-0.005629,0.008185,0.004965,0.05244,-0.010594,0.0,0.0,0.0
2025-05-07,PF002,Balanced Growth,Balanced,48667555.118647,0.002407,0.010611,0.005384,0.058106,-0.002977,0.0,0.0,0.0
2025-05-08,PF002,Balanced Growth,Balanced,48585810.343356,-0.00168,0.008914,0.011237,0.069996,-0.012917,0.0,0.0,0.0
2025-05-09,PF002,Balanced Growth,Balanced,48515961.735074,-0.001438,0.007463,0.005937,0.076349,-0.007375,0.0,0.0,0.0
2025-05-12,PF002,Balanced Growth,Balanced,48280951.182892,-0.004844,0.002583,-0.004632,0.071363,-0.000212,0.0,0.0,0.0
2025-05-13,PF002,Balanced Growth,Balanced,48355800.213893,0.00155,0.004138,0.004747,0.076449,-0.003197,0.0,0.0,0.0
2025-05-14,PF002,Balanced Growth,Balanced,48457862.043257,0.002111,0.006257,0.0009,0.077418,0.001211,0.0,0.0,0.0
2025-05-15,PF002,Balanced Growth,Balanced,48749611.71072,0.006021,0.012315,-0.00366,0.073474,0.009681,0.0,0.0,0.0
2025-05-16,PF002,Balanced Growth,Balanced,48875768.81054,0.002588,0.014935,-0.00012,0.073345,0.002708,0.0,0.0,0.0
2025-05-19,PF002,Balanced Growth,Balanced,49221765.484109,0.007079,0.02212,-0.000185,0.073147,0.007264,0.0,0.0,0.0
2025-05-20,PF002,Balanced Growth,Balanced,49059398.19517,-0.003299,0.018748,0.001179,0.074412,-0.004478,0.0,0.0,0.0
2025-05-21,PF002,Balanced Growth,Balanced,48963352.19498,-0.001958,0.016754,-0.003601,0.070543,0.001643,0.0,0.0,0.0
2025-05-22,PF002,Balanced Growth,Balanced,49242093.57037,0.005693,0.022542,-0.002555,0.067808,0.008248,0.0,0.0,0.0
2025-05-23,PF002,Balanced Growth,Balanced,49178485.681406,-0.001292,0.021221,0.000461,0.0683,-0.001753,0.0,0.0,0.0
2025-05-26,PF002,Balanced Growth,Balanced,49356891.671711,0.003628,0.024926,-0.000493,0.067774,0.004121,0.0,0.0,0.0
2025-05-27,PF002,Balanced Growth,Balanced,49156494.284648,-0.00406,0.020764,0.010148,0.078609,-0.014208,0.0,0.0,0.0
2025-05-28,PF002,Balanced Growth,Balanced,48840325.926324,-0.006432,0.014199,-0.002175,0.076263,-0.004257,0.0,0.0,0.0
2025-05-29,PF002,Balanced Growth,Balanced,48735868.386777,-0.002139,0.01203,-0.004298,0.071638,0.002159,0.0,0.0,0.0
2025-05-30,PF002,Balanced Growth,Balanced,48651218.693212,-0.001737,0.010272,-0.007259,0.063859,0.005522,0.0,0.0,0.0
2025-06-02,PF002,Balanced Growth,Balanced,48729563.037444,0.00161,0.011899,0.007342,0.071669,-0.005732,0.0,0.0,0.0
2025-06-03,PF002,Balanced Growth,Balanced,48747504.441085,0.000368,0.012272,0.007454,0.079658,-0.007086,0.0,0.0,0.0
2025-06-04,PF002,Balanced Growth,Balanced,48727214.177136,-0.000416,0.01185,-0.00033,0.079301,-8.6e-05,0.0,0.0,0.0
2025-06-05,PF002,Balanced Growth,Balanced,48685106.83818,-0.000864,0.010976,0.004025,0.083645,-0.004889,0.0,0.0,0.0
2025-06-06,PF002,Balanced Growth,Balanced,48702534.534482,0.000358,0.011338,0.007685,0.091973,-0.007327,0.0,0.0,0.0
2025-06-09,PF002,Balanced Growth,Balanced,48707936.274137,0.000111,0.01145,-0.009943,0.081116,0.010054,0.0,0.0,0.0
2025-06-10,PF002,Balanced Growth,Balanced,48546072.005094,-0.003323,0.008089,-0.001544,0.079447,-0.001779,0.0,0.0,0.0
2025-06-11,PF002,Balanced Growth,Balanced,48628864.297273,0.001705,0.009808,-0.004209,0.074903,0.005914,0.0,0.0,0.0
2025-06-12,PF002,Balanced Growth,Balanced,48563919.011979,-0.001336,0.008459,0.003942,0.07914,-0.005278,0.0,0.0,0.0
2025-06-13,PF002,Balanced Growth,Balanced,48318877.784303,-0.005046,0.003371,-0.008078,0.070423,0.003032,0.0,0.0,0.0
2025-06-16,PF002,Balanced Growth,Balanced,48054960.487339,-0.005462,-0.00211,-0.004655,0.06544,-0.000807,0.0,0.0,0.0
2025-06-17,PF002,Balanced Growth,Balanced,48123424.504783,0.001425,-0.000688,0.01565,0.082114,-0.014225,0.0,0.0,0.0
2025-06-18,PF002,Balanced Growth,Balanced,48114807.024062,-0.000179,-0.000867,0.007329,0.090045,-0.007508,0.0,0.0,0.0
2025-06-19,PF002,Balanced Growth,Balanced,48265770.47425,0.003138,0.002268,0.004538,0.094992,-0.0014,0.0,0.0,0.0
2025-06-20,PF002,Balanced Growth,Balanced,48013021.508098,-0.005237,-0.00298,-0.001566,0.093277,-0.003671,0.0,0.0,0.0
2025-06-23,PF002,Balanced Growth,Balanced,48186238.72428,0.003608,0.000617,-0.001747,0.091367,0.005355,0.0,0.0,0.0
2025-06-24,PF002,Balanced Growth,Balanced,47936047.215448,-0.005192,-0.004579,0.001273,0.092757,-0.006465,0.0,0.0,0.0
2025-06-25,PF002,Balanced Growth,Balanced,48013601.466392,0.001618,-0.002968,0.010503,0.104234,-0.008885,0.0,0.0,0.0
2025-06-26,PF002,Balanced Growth,Balanced,48277519.094762,0.005497,0.002512,-0.006601,0.096945,0.012098,0.0,0.0,0.0
2025-06-27,PF002,Balanced Growth,Balanced,48496894.992556,0.004544,0.007067,0.002012,0.099152,0.002532,0.0,0.0,0.0
2025-06-30,PF002,Balanced Growth,Balanced,48828993.20784,0.006537,0.01365,0.005451,0.105143,0.001086,15095.98,0.0,15095.98
2025-07-01,PF002,Balanced Growth,Balanced,48617552.182619,-0.00433,0.009261,-0.00157,0.103408,-0.00276,0.0,0.0,0.0
2025-07-02,PF002,Balanced Growth,Balanced,48468425.326697,-0.003067,0.006165,0.014714,0.119644,-0.017781,0.0,0.0,0.0
2025-07-03,PF002,Balanced Growth,Balanced,48314110.533339,-0.003184,0.002962,0.00224,0.122152,-0.005424,0.0,0.0,0.0
2025-07-04,PF002,Balanced Growth,Balanced,48318847.474526,9.8e-05,0.00306,0.008136,0.131282,-0.008038,0.0,0.0,0.0
2025-07-07,PF002,Balanced Growth,Balanced,48235180.903715,-0.001732,0.001323,-0.010906,0.118944,0.009174,0.0,0.0,0.0
2025-07-08,PF002,Balanced Growth,Balanced,48133262.396056,-0.002113,-0.000793,0.00024,0.119212,-0.002353,0.0,0.0,0.0
2025-07-09,PF002,Balanced Growth,Balanced,47856972.002741,-0.00574,-0.006528,-0.003483,0.115314,-0.002257,0.0,0.0,0.0
2025-07-10,PF002,Balanced Growth,Balanced,47608152.165827,-0.005199,-0.011693,0.00543,0.12137,-0.010629,0.0,0.0,0.0
2025-07-11,PF002,Balanced Growth,Balanced,48100215.277658,0.010336,-0.001479,-0.00239,0.11869,0.012726,0.0,0.0,0.0
2025-07-14,PF002,Balanced Growth,Balanced,48288254.846024,0.003909,0.002425,0.003506,0.122612,0.000403,0.0,0.0,0.0
2025-07-15,PF002,Balanced Growth,Balanced,48175320.089468,-0.002339,8.1e-05,-0.004862,0.117154,0.002523,0.0,0.0,0.0
