contribution_id,date,member_id,portfolio_id,contribution_cad
CONTR000498,2025-06-30,MEM00042,PF002,278.92
CONTR000499,2025-07-31,MEM00042,PF002,279.32
CONTR000500,2025-08-31,MEM00042,PF002,289.25
CONTR000501,2025-09-30,MEM00042,PF002,271.9
CONTR000502,2025-10-31,MEM00042,PF002,283.93
CONTR000503,2025-11-30,MEM00042,PF002,304.39
CONTR000504,2025-12-31,MEM00042,PF002,270.42
CONTR000505,2025-01-31,MEM00043,PF002,385.23
CONTR000506,2025-02-28,MEM00043,PF002,362.06
CONTR000507,2025-03-31,MEM00043,PF002,355.36
CONTR000508,2025-04-30,MEM00043,PF002,378.37
CONTR000509,2025-05-31,MEM00043,PF002,396.96
CONTR000510,2025-06-30,MEM00043,PF002,380.17
CONTR000511,2025-07-31,MEM00043,PF002,396.26
CONTR000512,2025-08-31,MEM00043,PF002,357.0
CONTR000513,2025-09-30,MEM00043,PF002,399.72
CONTR000514,2025-10-31,MEM00043,PF002,342.91
CONTR000515,2025-11-30,MEM00043,PF002,360.69
CONTR000516,2025-12-31,MEM00043,PF002,384.07
CONTR000517,2025-01-31,MEM00044,PF002,759.78
CONTR000518,2025-02-28,MEM00044,PF002,686.43
CONTR000519,2025-03-31,MEM00044,PF002,752.96
CONTR000520,2025-04-30,MEM00044,PF002,737.5
CONTR000521,2025-05-31,MEM00044,PF002,740.34
CONTR000522,2025-06-30,MEM00044,PF002,735.7
CONTR000523,2025-07-31,MEM00044,PF002,768.46
CONTR000524,2025-08-31,MEM00044,PF002,705.3
CONTR000525,2025-09-30,MEM00044,PF002,764.67
CONTR000526,2025-10-31,MEM00044,PF002,677.67
CONTR000527,2025-11-30,MEM00044,PF002,748.55
CONTR000528,2025-12-31,MEM00044,PF002,678.47
CONTR000529,2025-01-31,MEM00045,PF002,716.66
CONTR000530,2025-02-28,MEM00045,PF002,709.1
CONTR000531,2025-03-31,MEM00045,PF002,685.33
CONTR000532,2025-04-30,MEM00045,PF002,683.8
CONTR000533,2025-05-31,MEM00045,PF002,752.05
CONTR000534,2025-06-30,MEM00045,PF002,739.19
CONTR000535,2025-07-31,MEM00045,PF002,711.47
CONTR000536,2025-08-31,MEM00045,PF002,716.42
CONTR000537,2025-09-30,MEM00045,PF002,778.09
CONTR000538,2025-10-31,MEM00045,PF002,679.43
CONTR000539,2025-11-30,MEM00045,PF002,737.73
CONTR000540,2025-12-31,MEM00045,PF002,744.22
CONTR000541,2025-01-31,MEM00046,PF002,716.42
CONTR000542,2025-02-28,MEM00046,PF002,830.95
CONTR000543,2025-03-31,MEM00046,PF002,827.5
CONTR000544,2025-04-30,MEM00046,PF002,733.46
CONTR000545,2025-05-31,MEM00046,PF002,832.91
CONTR000546,2025-06-30,MEM00046,PF002,784.76
CONTR000547,2025-07-31,MEM00046,PF002,729.89
CONTR000548,2025-08-31,MEM00046,PF002,825.03
CONTR000549,2025-09-30,MEM00046,PF002,815.37
CONTR000550,2025-10-31,MEM00046,PF002,776.97
CONTR000551,2025-11-30,MEM00046,PF002,822.78
CONTR000552,2025-12-31,MEM00046,PF002,807.0
CONTR000553,2025-01-31,MEM00047,PF002,841.85
CONTR000554,2025-02-28,MEM00047,PF002,768.78
CONTR000555,2025-03-31,MEM00047,PF002,867.79
CONTR000556,2025-04-30,MEM00047,PF002,821.68
CONTR000557,2025-05-31,MEM00047,PF002,822.3
CONTR000558,2025-06-30,MEM00047,PF002,798.33
CONTR000559,2025-07-31,MEM00047,PF002,793.11
CONTR000560,2025-08-31,MEM00047,PF002,866.23
CONTR000561,2025-09-30,MEM00047,PF002,853.39
CONTR000562,2025-10-31,MEM00047,PF002,873.21
CONTR000563,2025-11-30,MEM00047,PF002,871.42
CONTR000564,2025-12-31,MEM00047,PF002,771.55
CONTR000565,2025-01-31,MEM00048,PF002,289.03
CONTR000566,2025-02-28,MEM00048,PF002,291.22
CONTR000567,2025-03-31,MEM00048,PF002,282.09
CONTR000568,2025-04-30,MEM00048,PF002,253.92
CONTR000569,2025-05-31,MEM00048,PF002,282.32
CONTR000570,2025-06-30,MEM00048,PF002,287.79
CONTR000571,2025-07-31,MEM00048,PF002,276.83
CONTR000572,2025-08-31,MEM00048,PF002,292.76
CONTR000573,2025-09-30,MEM00048,PF002,262.17
CONTR000574,2025-10-31,MEM00048,PF002,296.15
CONTR000575,2025-11-30,MEM00048,PF002,282.15
CONTR000576,2025-12-31,MEM00048,PF002,265.98
CONTR000577,2025-01-31,MEM00049,PF002,407.85
CONTR000578,2025-02-28,MEM00049,PF002,366.91
CONTR000579,2025-03-31,MEM00049,PF002,409.88
CONTR000580,2025-04-30,MEM00049,PF002,423.11
CONTR000581,2025-05-31,MEM00049,PF002,377.43
CONTR000582,2025-06-30,MEM00049,PF002,414.67
CONTR000583,2025-07-31,MEM00049,PF002,369.67
CONTR000584,2025-08-31,MEM00049,PF002,375.91
CONTR000585,2025-09-30,MEM00049,PF002,414.88
CONTR000586,2025-10-31,MEM00049,PF002,423.5
CONTR000587,2025-11-30,MEM00049,PF002,376.76
CONTR000588,2025-12-31,MEM00049,PF002,422.1
CONTR000589,2025-01-31,MEM00050,PF002,672.49
CONTR000590,2025-02-28,MEM00050,PF002,656.74
CONTR000591,2025-03-31,MEM00050,PF002,695.72
CONTR000592,2025-04-30,MEM00050,PF002,671.01
CONTR000593,2025-05-31,MEM00050,PF002,664.89
CONTR000594,2025-06-30,MEM00050,PF002,757.52
CONTR000595,2025-07-31,MEM00050,PF002,692.81
CONTR000596,2025-08-31,MEM00050,PF002,704.14
CONTR000597,2025-09-30,MEM00050,PF002,739.24
CONTR000598,2025-10-31,MEM00050,PF002,755.59
CONTR000599,2025-11-30,MEM00050,PF002,680.22
CONTR000600,2025-12-31,MEM00050,PF002,667.81
CONTR000601,2025-01-31,MEM00051,PF002,649.0
CONTR000602,2025-02-28,MEM00051,PF002,633.3
CONTR000603,2025-03-31,MEM00051,PF002,632.93
CONTR000604,2025-04-30,MEM00051,PF002,655.15
CONTR000605,2025-05-31,MEM00051,PF002,672.37
CONTR000606,2025-06-30,MEM00051,PF002,667.72
CONTR000607,2025-07-31,MEM00051,PF002,583.59
CONTR000608,2025-08-31,MEM00051,PF002,610.45
CONTR000609,2025-09-30,MEM00051,PF002,584.43
CONTR000610,2025-10-31,MEM00051,PF002,656.17
CONTR000611,2025-11-30,MEM00051,PF002,647.79
CONTR000612,2025-12-31,MEM00051,PF002,599.58
CONTR000613,2025-01-31,MEM00052,PF002,631.56
CONTR000614,2025-02-28,MEM00052,PF002,693.19
CONTR000615,2025-03-31,MEM00052,PF002,653.54
CONTR000616,2025-04-30,MEM00052,PF002,664.65
CONTR000617,2025-05-31,MEM00052,PF002,713.98
CONTR000618,2025-06-30,MEM00052,PF002,638.96
CONTR000619,2025-07-31,MEM00052,PF002,629.21
CONTR000620,2025-08-31,MEM00052,PF002,709.09
CONTR000621,2025-09-30,MEM00052,PF002,690.17
CONTR000622,2025-10-31,MEM00052,PF002,627.09
CONTR000623,2025-11-30,MEM00052,PF002,627.71
CONTR000624,2025-12-31,MEM00052,PF002,622.92
CONTR000625,2025-01-31,MEM00053,PF002,488.64
CONTR000626,2025-02-28,MEM00053,PF002,524.61
CONTR000627,2025-03-31,MEM00053,PF002,535.99
CONTR000628,2025-04-30,MEM00053,PF002,520.9
CONTR000629,2025-05-31,MEM00053,PF002,488.46
CONTR000630,2025-06-30,MEM00053,PF002,474.34
CONTR000631,2025-07-31,MEM00053,PF002,513.02
CONTR000632,2025-08-31,MEM00053,PF002,501.23
CONTR000633,2025-09-30,MEM00053,PF002,491.38
CONTR000634,2025-10-31,MEM00053,PF002,476.44
CONTR000635,2025-11-30,MEM00053,PF002,484.4
CONTR000636,2025-12-31,MEM00053,PF002,485.61
CONTR000637,2025-01-31,MEM00054,PF002,420.13
CONTR000638,2025-02-28,MEM00054,PF002,396.85
CONTR000639,2025-03-31,MEM00054,PF002,419.9
CONTR000640,2025-04-30,MEM00054,PF002,406.69
CONTR000641,2025-05-31,MEM00054,PF002,412.01
CONTR000642,2025-06-30,MEM00054,PF002,394.31
CONTR000643,2025-07-31,MEM00054,PF002,391.83
CONTR000644,2025-08-31,MEM00054,PF002,448.75
CONTR000645,2025-09-30,MEM00054,PF002,450.59
CONTR000646,2025-10-31,MEM00054,PF002,397.57
CONTR000647,2025-11-30,MEM00054,PF002,445.08
CONTR000648,2025-12-31,MEM00054,PF002,413.63
CONTR000649,2025-01-31,MEM00055,PF002,469.36
CONTR000650,2025-02-28,MEM00055,PF002,407.36
CONTR000651,2025-03-31,MEM00055,PF002,447.65
CONTR000652,2025-04-30,MEM00055,PF002,425.75
CONTR000653,2025-05-31,MEM00055,PF002,449.52
CONTR000654,2025-06-30,MEM00055,PF002,417.52
CONTR000655,2025-07-31,MEM00055,PF002,456.31
CONTR000656,2025-08-31,MEM00055,PF002,434.26
CONTR000657,2025-09-30,MEM00055,PF002,430.98
CONTR000658,2025-10-31,MEM00055,PF002,469.0
CONTR000659,2025-11-30,MEM00055,PF002,414.24
CONTR000660,2025-12-31,MEM00055,PF002,474.74
CONTR000661,2025-01-31,MEM00056,PF002,645.92
CONTR000662,2025-02-28,MEM00056,PF002,649.76
CONTR000663,2025-03-31,MEM00056,PF002,714.54
CONTR000664,2025-04-30,MEM00056,PF002,714.75
CONTR000665,2025-05-31,MEM00056,PF002,735.13
CONTR000666,2025-06-30,MEM00056,PF002,643.56
CONTR000667,2025-07-31,MEM00056,PF002,725.43
CONTR000668,2025-08-31,MEM00056,PF002,692.42
CONTR000669,2025-09-30,MEM00056,PF002,638.76
CONTR000670,2025-10-31,MEM00056,PF002,633.08
CONTR000671,2025-11-30,MEM00056,PF002,713.32
CONTR000672,2025-12-31,MEM00056,PF002,708.87
CONTR000673,2025-01-31,MEM00057,PF002,280.22
CONTR000674,2025-02-28,MEM00057,PF002,321.33
CONTR000675,2025-03-31,MEM00057,PF002,280.6
CONTR000676,2025-04-30,MEM00057,PF002,288.84
CONTR000677,2025-05-31,MEM00057,PF002,296.22
CONTR000678,2025-06-30,MEM00057,PF002,292.79
CONTR000679,2025-07-31,MEM00057,PF002,290.65
CONTR000680,2025-08-31,MEM00057,PF002,323.62
CONTR000681,2025-09-30,MEM00057,PF002,299.93
CONTR000682,2025-10-31,MEM00057,PF002,297.02
CONTR000683,2025-11-30,MEM00057,PF002,307.09
CONTR000684,2025-12-31,MEM00057,PF002,292.91
CONTR000685,2025-01-31,MEM00058,PF002,433.1
CONTR000686,2025-02-28,MEM00058,PF002,486.61
CONTR000687,2025-03-31,MEM00058,PF002,445.78
CONTR000688,2025-04-30,MEM00058,PF002,486.01
CONTR000689,2025-05-31,MEM00058,PF002,453.27
CONTR000690,2025-06-30,MEM00058,PF002,495.47
CONTR000691,2025-07-31,MEM00058,PF002,449.37
CONTR000692,2025-08-31,MEM00058,PF002,475.1
CONTR000693,2025-09-30,MEM00058,PF002,471.58
CONTR000694,2025-10-31,MEM00058,PF002,460.18
CONTR000695,2025-11-30,MEM00058,PF002,495.47
CONTR000696,2025-12-31,MEM00058,PF002,468.48
CONTR000697,2025-01-31,MEM00059,PF002,190.51
CONTR000698,2025-02-28,MEM00059,PF002,200.88
CONTR000699,2025-03-31,MEM00059,PF002,200.94
CONTR000700,2025-04-30,MEM00059,PF002,203.6
CONTR000701,2025-05-31,MEM00059,PF002,211.98
CONTR000702,2025-06-30,MEM00059,PF002,204.05
CONTR000703,2025-07-31,MEM00059,PF002,205.16
CONTR000704,2025-08-31,MEM00059,PF002,204.96
CONTR000705,2025-09-30,MEM00059,PF002,192.73
CONTR000706,2025-10-31,MEM00059,PF002,206.76
CONTR000707,2025-11-30,MEM00059,PF002,195.28
CONTR000708,2025-12-31,MEM00059,PF002,193.81
CONTR000709,2025-01-31,MEM00060,PF002,412.38
CONTR000710,2025-02-28,MEM00060,PF002,380.22
CONTR000711,2025-03-31,MEM00060,PF002,434.79
CONTR000712,2025-04-30,MEM00060,PF002,425.82
CONTR000713,2025-05-31,MEM00060,PF002,392.46
CONTR000714,2025-06-30,MEM00060,PF002,398.08
CONTR000715,2025-07-31,MEM00060,PF002,411.09
CONTR000716,2025-08-31,MEM00060,PF002,398.76
CONTR000717,2025-09-30,MEM00060,PF002,419.96
CONTR000718,2025-10-31,MEM00060,PF002,424.12
CONTR000719,2025-11-30,MEM00060,PF002,401.8
CONTR000720,2025-12-31,MEM00060,PF002,402.91
CONTR000721,2025-01-31,MEM00061,PF003,299.94
CONTR000722,2025-02-28,MEM00061,PF003,274.03
CONTR000723,2025-03-31,MEM00061,PF003,292.99
CONTR000724,2025-04-30,MEM00061,PF003,293.92
CONTR000725,2025-05-31,MEM00061,PF003,276.68
CONTR000726,2025-06-30,MEM00061,PF003,275.62
CONTR000727,2025-07-31,MEM00061,PF003,272.23
CONTR000728,2025-08-31,MEM00061,PF003,288.71
CONTR000729,2025-09-30,MEM00061,PF003,305.88
CONTR000730,2025-10-31,MEM00061,PF003,283.02
CONTR000731,2025-11-30,MEM00061,PF003,282.47
CONTR000732,2025-12-31,MEM00061,PF003,264.12
CONTR000733,2025-01-31,MEM00062,PF003,478.46
CONTR000734,2025-02-28,MEM00062,PF003,460.24
CONTR000735,2025-03-31,MEM00062,PF003,460.82
CONTR000736,2025-04-30,MEM00062,PF003,466.91
CONTR000737,2025-05-31,MEM00062,PF003,478.43
CONTR000738,2025-06-30,MEM00062,PF003,483.01
CONTR000739,2025-07-31,MEM00062,PF003,480.16
CONTR000740,2025-08-31,MEM00062,PF003,484.76
CONTR000741,2025-09-30,MEM00062,PF003,495.76
CONTR000742,2025-10-31,MEM00062,PF003,465.62
CONTR000743,2025-11-30,MEM00062,PF003,464.36
CONTR000744,2025-12-31,MEM00062,PF003,515.06
CONTR000745,2025-01-31,MEM00063,PF003,333.83
CONTR000746,2025-02-28,MEM00063,PF003,357.2
CONTR000747,2025-03-31,MEM00063,PF003,315.5
CONTR000748,2025-04-30,MEM00063,PF003,358.83
CONTR000749,2025-05-31,MEM00063,PF003,333.86
CONTR000750,2025-06-30,MEM00063,PF003,312.94
CONTR000751,2025-07-31,MEM00063,PF003,336.61
CONTR000752,2025-08-31,MEM00063,PF003,319.99
CONTR000753,2025-09-30,MEM00063,PF003,329.36
CONTR000754,2025-10-31,MEM00063,PF003,306.99
CONTR000755,2025-11-30,MEM00063,PF003,335.95
CONTR000756,2025-12-31,MEM00063,PF003,334.19
CONTR000757,2025-01-31,MEM00064,PF003,282.88
CONTR000758,2025-02-28,MEM00064,PF003,312.1
CONTR000759,2025-03-31,MEM00064,PF003,291.73
CONTR000760,2025-04-30,MEM00064,PF003,285.13
CONTR000761,2025-05-31,MEM00064,PF003,303.65
CONTR000762,2025-06-30,MEM00064,PF003,280.41
CONTR000763,2025-07-31,MEM00064,PF003,284.21
CONTR000764,2025-08-31,MEM00064,PF003,272.31
CONTR000765,2025-09-30,MEM00064,PF003,285.82
CONTR000766,2025-10-31,MEM00064,PF003,284.83
CONTR000767,2025-11-30,MEM00064,PF003,286.18
CONTR000768,2025-12-31,MEM00064,PF003,290.29
CONTR000769,2025-01-31,MEM00065,PF003,569.98
CONTR000770,2025-02-28,MEM00065,PF003,631.93
CONTR000771,2025-03-31,MEM00065,PF003,599.51
CONTR000772,2025-04-30,MEM00065,PF003,630.3
CONTR000773,2025-05-31,MEM00065,PF003,612.03
CONTR000774,2025-06-30,MEM00065,PF003,615.02
CONTR000775,2025-07-31,MEM00065,PF003,626.8
CONTR000776,2025-08-31,MEM00065,PF003,585.83
CONTR000777,2025-09-30,MEM00065,PF003,559.42
CONTR000778,2025-10-31,MEM00065,PF003,605.56
CONTR000779,2025-11-30,MEM00065,PF003,566.12
CONTR000780,2025-12-31,MEM00065,PF003,571.53
CONTR000781,2025-01-31,MEM00066,PF003,503.78
CONTR000782,2025-02-28,MEM00066,PF003,535.1
CONTR000783,2025-03-31,MEM00066,PF003,568.66
CONTR000784,2025-04-30,MEM00066,PF003,540.22
CONTR000785,2025-05-31,MEM00066,PF003,578.44
CONTR000786,2025-06-30,MEM00066,PF003,578.84
CONTR000787,2025-07-31,MEM00066,PF003,564.49
CONTR000788,2025-08-31,MEM00066,PF003,519.72
CONTR000789,2025-09-30,MEM00066,PF003,574.85
CONTR000790,2025-10-31,MEM00066,PF003,521.26
CONTR000791,2025-11-30,MEM00066,PF003,509.4
CONTR000792,2025-12-31,MEM00066,PF003,547.47
CONTR000793,2025-01-31,MEM00067,PF003,488.95
CONTR000794,2025-02-28,MEM00067,PF003,496.85
CONTR000795,2025-03-31,MEM00067,PF003,499.02
CONTR000796,2025-04-30,MEM00067,PF003,525.14
CONTR000797,2025-05-31,MEM00067,PF003,532.69
CONTR000798,2025-06-30,MEM00067,PF003,521.01
CONTR000799,2025-07-31,MEM00067,PF003,488.88
CONTR000800,2025-08-31,MEM00067,PF003,518.42
CONTR000801,2025-09-30,MEM00067,PF003,490.68
CONTR000802,2025-10-31,MEM00067,PF003,553.28
CONTR000803,2025-11-30,MEM00067,PF003,508.56
CONTR000804,2025-12-31,MEM00067,PF003,547.32
CONTR000805,2025-01-31,MEM00068,PF003,270.76
CONTR000806,2025-02-28,MEM00068,PF003,302.43
CONTR000807,2025-03-31,MEM00068,PF003,272.86
CONTR000808,2025-04-30,MEM00068,PF003,286.06
CONTR000809,2025-05-31,MEM00068,PF003,268.65
CONTR000810,2025-06-30,MEM00068,PF003,286.82
CONTR000811,2025-07-31,MEM00068,PF003,262.42
CONTR000812,2025-08-31,MEM00068,PF003,287.34
CONTR000813,2025-09-30,MEM00068,PF003,268.6
CONTR000814,2025-10-31,MEM00068,PF003,304.45
CONTR000815,2025-11-30,MEM00068,PF003,270.11
CONTR000816,2025-12-31,MEM00068,PF003,288.34
CONTR000817,2025-01-31,MEM00069,PF003,447.73
CONTR000818,2025-02-28,MEM00069,PF003,430.73
CONTR000819,2025-03-31,MEM00069,PF003,466.52
CONTR000820,2025-04-30,MEM00069,PF003,419.58
CONTR000821,2025-05-31,MEM00069,PF003,454.55
CONTR000822,2025-06-30,MEM00069,PF003,436.39
CONTR000823,2025-07-31,MEM00069,PF003,431.57
CONTR000824,2025-08-31,MEM00069,PF003,456.85
CONTR000825,2025-09-30,MEM00069,PF003,407.12
CONTR000826,2025-10-31,MEM00069,PF003,405.51
CONTR000827,2025-11-30,MEM00069,PF003,446.1
CONTR000828,2025-12-31,MEM00069,PF003,459.0
CONTR000829,2025-01-31,MEM00070,PF003,188.8
CONTR000830,2025-02-28,MEM00070,PF003,185.24
CONTR000831,2025-03-31,MEM00070,PF003,195.14
CONTR000832,2025-04-30,MEM00070,PF003,193.96
CONTR000833,2025-05-31,MEM00070,PF003,211.59
CONTR000834,2025-06-30,MEM00070,PF003,206.38
CONTR000835,2025-07-31,MEM00070,PF003,197.01
CONTR000836,2025-08-31,MEM00070,PF003,193.56
CONTR000837,2025-09-30,MEM00070,PF003,189.54
CONTR000838,2025-10-31,MEM00070,PF003,202.34
CONTR000839,2025-11-30,MEM00070,PF003,183.72
CONTR000840,2025-12-31,MEM00070,PF003,184.15
CONTR000841,2025-01-31,MEM00071,PF003,552.36
CONTR000842,2025-02-28,MEM00071,PF003,516.72
CONTR000843,2025-03-31,MEM00071,PF003,559.43
CONTR000844,2025-04-30,MEM00071,PF003,541.98
CONTR000845,2025-05-31,MEM00071,PF003,485.1
CONTR000846,2025-06-30,MEM00071,PF003,529.26
CONTR000847,2025-07-31,MEM00071,PF003,526.91
CONTR000848,2025-08-31,MEM00071,PF003,485.14
CONTR000849,2025-09-30,MEM00071,PF003,517.17
CONTR000850,2025-10-31,MEM00071,PF003,527.16
CONTR000851,2025-11-30,MEM00071,PF003,549.27
CONTR000852,2025-12-31,MEM00071,PF003,505.49
CONTR000853,2025-01-31,MEM00072,PF003,186.84
CONTR000854,2025-02-28,MEM00072,PF003,186.87
CONTR000855,2025-03-31,MEM00072,PF003,207.5
CONTR000856,2025-04-30,MEM00072,PF003,185.7
CONTR000857,2025-05-31,MEM00072,PF003,202.5
CONTR000858,2025-06-30,MEM00072,PF003,188.48
CONTR000859,2025-07-31,MEM00072,PF003,178.99
CONTR000860,2025-08-31,MEM00072,PF003,202.35
CONTR000861,2025-09-30,MEM00072,PF003,181.2
CONTR000862,2025-10-31,MEM00072,PF003,196.24
CONTR000863,2025-11-30,MEM00072,PF003,202.65
CONTR000864,2025-12-31,MEM00072,PF003,196.7
CONTR000865,2025-01-31,MEM00073,PF003,899.79
CONTR000866,2025-02-28,MEM00073,PF003,917.23
CONTR000867,2025-03-31,MEM00073,PF003,856.37
CONTR000868,2025-04-30,MEM00073,PF003,883.0
CONTR000869,2025-05-31,MEM00073,PF003,860.6
CONTR000870,2025-06-30,MEM00073,PF003,914.68
CONTR000871,2025-07-31,MEM00073,PF003,906.06
CONTR000872,2025-08-31,MEM00073,PF003,927.08
CONTR000873,2025-09-30,MEM00073,PF003,926.91
CONTR000874,2025-10-31,MEM00073,PF003,900.07
CONTR000875,2025-11-30,MEM00073,PF003,913.63
CONTR000876,2025-12-31,MEM00073,PF003,898.35
CONTR000877,2025-01-31,MEM00074,PF003,886.0
CONTR000878,2025-02-28,MEM00074,PF003,884.88
CONTR000879,2025-03-31,MEM00074,PF003,828.57
CONTR000880,2025-04-30,MEM00074,PF003,787.57
CONTR000881,2025-05-31,MEM00074,PF003,894.86
CONTR000882,2025-06-30,MEM00074,PF003,882.01
CONTR000883,2025-07-31,MEM00074,PF003,805.38
CONTR000884,2025-08-31,MEM00074,PF003,831.73
CONTR000885,2025-09-30,MEM00074,PF003,892.3
CONTR000886,2025-10-31,MEM00074,PF003,873.44
CONTR000887,2025-11-30,MEM00074,PF003,905.21
CONTR000888,2025-12-31,MEM00074,PF003,831.8
CONTR000889,2025-01-31,MEM00075,PF003,800.97
CONTR000890,2025-02-28,MEM00075,PF003,734.88
CONTR000891,2025-03-31,MEM00075,PF003,736.51
CONTR000892,2025-04-30,MEM00075,PF003,811.68
CONTR000893,2025-05-31,MEM00075,PF003,791.04
CONTR000894,2025-06-30,MEM00075,PF003,761.44
CONTR000895,2025-07-31,MEM00075,PF003,752.13
CONTR000896,2025-08-31,MEM00075,PF003,715.17
CONTR000897,2025-09-30,MEM00075,PF003,704.22
CONTR000898,2025-10-31,MEM00075,PF003,741.6
CONTR000899,2025-11-30,MEM00075,PF003,795.55
CONTR000900,2025-12-31,MEM00075,PF003,769.5
CONTR000901,2025-01-31,MEM00076,PF003,428.85
CONTR000902,2025-02-28,MEM00076,PF003,469.48
CONTR000903,2025-03-31,MEM00076,PF003,485.26
CONTR000904,2025-04-30,MEM00076,PF003,493.63
CONTR000905,2025-05-31,MEM00076,PF003,437.63
CONTR000906,2025-06-30,MEM00076,PF003,435.67
CONTR000907,2025-07-31,MEM00076,PF003,467.81
CONTR000908,2025-08-31,MEM00076,PF003,487.84
CONTR000909,2025-09-30,MEM00076,PF003,440.52
CONTR000910,2025-10-31,MEM00076,PF003,438.92
CONTR000911,2025-11-30,MEM00076,PF003,452.31
CONTR000912,2025-12-31,MEM00076,PF003,477.43
CONTR000913,2025-01-31,MEM00077,PF003,857.92
CONTR000914,2025-02-28,MEM00077,PF003,805.74
CONTR000915,2025-03-31,MEM00077,PF003,841.96
CONTR000916,2025-04-30,MEM00077,PF003,850.04
CONTR000917,2025-05-31,MEM00077,PF003,918.74
CONTR000918,2025-06-30,MEM00077,PF003,896.74
CONTR000919,2025-07-31,MEM00077,PF003,877.98
CONTR000920,2025-08-31,MEM00077,PF003,926.34
CONTR000921,2025-09-30,MEM00077,PF003,815.82
CONTR000922,2025-10-31,MEM00077,PF003,831.74
CONTR000923,2025-11-30,MEM00077,PF003,860.33
CONTR000924,2025-12-31,MEM00077,PF003,879.25
CONTR000925,2025-01-31,MEM00078,PF003,847.31
CONTR000926,2025-02-28,MEM00078,PF003,832.49
CONTR000927,2025-03-31,MEM00078,PF003,919.51
CONTR000928,2025-04-30,MEM00078,PF003,915.55
CONTR000929,2025-05-31,MEM00078,PF003,933.74
CONTR000930,2025-06-30,MEM00078,PF003,941.93
CONTR000931,2025-07-31,MEM00078,PF003,960.94
CONTR000932,2025-08-31,MEM00078,PF003,952.5
CONTR000933,2025-09-30,MEM00078,PF003,941.95
CONTR000934,2025-10-31,MEM00078,PF003,874.71
CONTR000935,2025-11-30,MEM00078,PF003,959.51
CONTR000936,2025-12-31,MEM00078,PF003,913.48
CONTR000937,2025-01-31,MEM00079,PF003,371.66
CONTR000938,2025-02-28,MEM00079,PF003,352.72
CONTR000939,2025-03-31,MEM00079,PF003,331.28
CONTR000940,2025-04-30,MEM00079,PF003,384.74
CONTR000941,2025-05-31,MEM00079,PF003,359.62
CONTR000942,2025-06-30,MEM00079,PF003,384.63
CONTR000943,2025-07-31,MEM00079,PF003,334.3
CONTR000944,2025-08-31,MEM00079,PF003,375.95
CONTR000945,2025-09-30,MEM00079,PF003,376.78
CONTR000946,2025-10-31,MEM00079,PF003,360.65
CONTR000947,2025-11-30,MEM00079,PF003,360.83
CONTR000948,2025-12-31,MEM00079,PF003,372.1
CONTR000949,2025-01-31,MEM00080,PF003,496.84
CONTR000950,2025-02-28,MEM00080,PF003,517.62
CONTR000951,2025-03-31,MEM00080,PF003,509.06
CONTR000952,2025-04-30,MEM00080,PF003,510.92
CONTR000953,2025-05-31,MEM00080,PF003,468.91
CONTR000954,2025-06-30,MEM00080,PF003,504.9
CONTR000955,2025-07-31,MEM00080,PF003,454.93
CONTR000956,2025-08-31,MEM00080,PF003,458.92
CONTR000957,2025-09-30,MEM00080,PF003,496.65
CONTR000958,2025-10-31,MEM00080,PF003,454.79
CONTR000959,2025-11-30,MEM00080,PF003,482.61
CONTR000960,2025-12-31,MEM00080,PF003,502.89
CONTR000961,2025-01-31,MEM00081,PF003,601.35
CONTR000962,2025-02-28,MEM00081,PF003,580.82
CONTR000963,2025-03-31,MEM00081,PF003,576.92
CONTR000964,2025-04-30,MEM00081,PF003,561.82
CONTR000965,2025-05-31,MEM00081,PF003,592.13
CONTR000966,2025-06-30,MEM00081,PF003,580.45
CONTR000967,2025-07-31,MEM00081,PF003,573.17
CONTR000968,2025-08-31,MEM00081,PF003,608.68
CONTR000969,2025-09-30,MEM00081,PF003,649.12
CONTR000970,2025-10-31,MEM00081,PF003,641.96
CONTR000971,2025-11-30,MEM00081,PF003,600.87
CONTR000972,2025-12-31,MEM00081,PF003,645.2
CONTR000973,2025-01-31,MEM00082,PF003,729.15
CONTR000974,2025-02-28,MEM00082,PF003,732.94
CONTR000975,2025-03-31,MEM00082,PF003,818.43
CONTR000976,2025-04-30,MEM00082,PF003,774.16
CONTR000977,2025-05-31,MEM00082,PF003,835.43
CONTR000978,2025-06-30,MEM00082,PF003,768.9
CONTR000979,2025-07-31,MEM00082,PF003,800.6
CONTR000980,2025-08-31,MEM00082,PF003,755.7
CONTR000981,2025-09-30,MEM00082,PF003,794.6
CONTR000982,2025-10-31,MEM00082,PF003,800.29
CONTR000983,2025-11-30,MEM00082,PF003,756.98
CONTR000984,2025-12-31,MEM00082,PF003,828.58
CONTR000985,2025-01-31,MEM00083,PF003,304.59
CONTR000986,2025-02-28,MEM00083,PF003,339.43
CONTR000987,2025-03-31,MEM00083,PF003,333.28
CONTR000988,2025-04-30,MEM00083,PF003,322.82
CONTR000989,2025-05-31,MEM00083,PF003,313.2
CONTR000990,2025-06-30,MEM00083,PF003,306.78
CONTR000991,2025-07-31,MEM00083,PF003,348.48
CONTR000992,2025-08-31,MEM00083,PF003,311.21
CONTR000993,2025-09-30,MEM00083,PF003,354.36
CONTR000994,2025-10-31,MEM00083,PF003,343.0
CONTR000995,2025-11-30,MEM00083,PF003,313.76
CONTR000996,2025-12-31,MEM00083,PF003,342.78
