date,job_id,well_id,rig_id,operation_phase,depth_drilled_m,cumulative_depth_m,drilling_hours,productive_hours,standby_hours,maintenance_hours,rig_available_hours
2025-04-21,JOB0006,WELL006,RIG001,Intermediate,38.74,1527.93,21.86,21.86,0.92,0.81,24.0
2025-04-22,JOB0006,WELL006,RIG001,Intermediate,39.93,1567.87,20.29,20.29,2.2,1.51,24.0
2025-04-23,JOB0006,WELL006,RIG001,Intermediate,31.85,1599.72,21.18,21.18,1.29,0.54,24.0
2025-04-24,JOB0006,WELL006,RIG001,Intermediate,74.01,1673.74,22.88,22.88,0.57,0.55,24.0
2025-04-25,JOB0006,WELL006,RIG001,Intermediate,222.82,1896.56,21.69,21.69,0.0,1.84,24.0
2025-04-26,JOB0006,WELL006,RIG001,Intermediate,36.39,1932.94,20.33,20.33,0.95,1.71,24.0
2025-04-27,JOB0006,WELL006,RIG001,Intermediate,102.7,2035.64,18.42,18.42,0.8,0.08,24.0
2025-04-28,JOB0006,WELL006,RIG001,Intermediate,52.45,2088.09,19.16,19.16,1.77,0.57,24.0
2025-04-29,JOB0006,WELL006,RIG001,Intermediate,33.44,2121.53,20.73,20.73,0.0,0.56,24.0
2025-04-30,JOB0006,WELL006,RIG001,Production,22.28,2143.81,9.38,9.38,1.58,0.9,24.0
2025-05-01,JOB0006,WELL006,RIG001,Production,96.26,2240.07,16.99,16.99,0.52,2.49,24.0
2025-05-02,JOB0006,WELL006,RIG001,Production,35.19,2275.26,20.83,20.83,1.59,1.01,24.0
2025-05-03,JOB0006,WELL006,RIG001,Production,50.42,2325.69,19.1,19.1,0.59,1.42,24.0
2025-05-04,JOB0006,WELL006,RIG001,Production,61.15,2386.84,11.79,11.79,1.57,0.78,24.0
2025-05-05,JOB0006,WELL006,RIG001,Production,160.86,2547.7,22.56,22.56,0.0,0.0,24.0
2025-05-06,JOB0006,WELL006,RIG001,Production,29.4,2577.1,17.08,17.08,0.48,1.4,24.0
2025-05-07,JOB0006,WELL006,RIG001,Production,41.1,2618.21,18.95,18.95,0.28,2.22,24.0
2025-05-08,JOB0006,WELL006,RIG001,Production,133.29,2751.5,22.16,22.16,0.66,1.18,24.0
2025-05-09,JOB0006,WELL006,RIG001,Production,148.04,2899.54,18.95,18.95,0.31,0.53,24.0
2025-05-10,JOB0006,WELL006,RIG001,Production,50.46,2950.0,19.0,19.0,0.88,0.24,24.0
2025-04-23,JOB0007,WELL007,RIG002,Surface,15.97,15.97,19.64,19.64,0.0,0.19,24.0
2025-04-24,JOB0007,WELL007,RIG002,Surface,86.84,102.81,12.39,12.39,0.68,1.5,24.0
2025-04-25,JOB0007,WELL007,RIG002,Surface,133.64,236.45,18.98,18.98,0.6,0.65,24.0
2025-04-26,JOB0007,WELL007,RIG002,Surface,99.16,335.61,22.16,22.16,0.77,1.06,24.0
2025-04-27,JOB0007,WELL007,RIG002,Intermediate,122.7,458.31,16.48,16.48,2.29,1.07,24.0
2025-04-28,JOB0007,WELL007,RIG002,Intermediate,100.12,558.43,18.32,18.32,0.5,0.81,24.0
2025-04-29,JOB0007,WELL007,RIG002,Intermediate,33.49,591.92,20.36,20.36,1.33,1.01,24.0
2025-04-30,JOB0007,WELL007,RIG002,Intermediate,106.26,698.17,19.93,19.93,0.91,1.04,24.0
2025-05-01,JOB0007,WELL007,RIG002,Intermediate,60.95,759.12,21.62,21.62,1.71,0.67,24.0
2025-05-02,JOB0007,WELL007,RIG002,Intermediate,62.1,821.22,15.52,15.52,1.59,0.42,24.0
2025-05-03,JOB0007,WELL007,RIG002,Intermediate,94.69,915.91,17.17,17.17,0.08,1.27,24.0
2025-05-04,JOB0007,WELL007,RIG002,Intermediate,56.44,972.35,18.85,18.85,1.72,1.04,24.0
2025-05-05,JOB0007,WELL007,RIG002,Intermediate,94.36,1066.71,16.74,16.74,0.8,0.15,24.0
2025-05-06,JOB0007,WELL007,RIG002,Intermediate,220.76,1287.46,17.46,17.46,0.78,1.73,24.0
2025-05-07,JOB0007,WELL007,RIG002,Intermediate,81.33,1368.79,17.84,17.84,0.87,1.46,24.0
2025-05-08,JOB0007,WELL007,RIG002,Intermediate,68.76,1437.55,21.17,21.17,0.78,0.36,24.0
2025-05-09,JOB0007,WELL007,RIG002,Intermediate,46.79,1484.34,19.94,19.94,0.78,1.2,24.0
2025-05-10,JOB0007,WELL007,RIG002,Intermediate,48.51,1532.85,12.23,12.23,0.57,0.56,24.0
2025-05-11,JOB0007,WELL007,RIG002,Intermediate,66.92,1599.77,22.89,22.89,0.24,0.03,24.0
2025-05-12,JOB0007,WELL007,RIG002,Intermediate,51.05,1650.82,22.09,22.09,0.0,1.91,24.0
2025-05-13,JOB0007,WELL007,RIG002,Intermediate,137.95,1788.78,18.95,18.95,0.0,0.19,24.0
2025-05-14,JOB0007,WELL007,RIG002,Intermediate,105.87,1894.65,21.19,21.19,1.28,0.68,24.0
2025-05-15,JOB0007,WELL007,RIG002,Intermediate,139.1,2033.75,23.08,23.08,0.92,0.0,24.0
2025-05-16,JOB0007,WELL007,RIG002,Intermediate,89.07,2122.82,18.12,18.12,0.69,0.57,24.0
2025-05-17,JOB0007,WELL007,RIG002,Intermediate,111.94,2234.76,17.14,17.14,2.23,1.25,24.0
2025-05-18,JOB0007,WELL007,RIG002,Intermediate,65.83,2300.59,16.07,16.07,0.72,2.18,24.0
2025-05-19,JOB0007,WELL007,RIG002,Intermediate,71.78,2372.37,15.31,15.31,0.53,0.57,24.0
2025-05-20,JOB0007,WELL007,RIG002,Intermediate,38.97,2411.34,15.52,15.52,1.25,1.08,24.0
2025-05-21,JOB0007,WELL007,RIG002,Intermediate,95.52,2506.86,17.78,17.78,2.7,0.4,24.0
2025-05-22,JOB0007,WELL007,RIG002,Intermediate,191.71,2698.57,20.51,20.51,0.66,1.75,24.0
2025-05-23,JOB0007,WELL007,RIG002,Intermediate,109.67,2808.24,21.18,21.18,0.79,1.76,24.0
2025-05-24,JOB0007,WELL007,RIG002,Intermediate,71.19,2879.43,19.26,19.26,1.39,0.84,24.0
2025-05-25,JOB0007,WELL007,RIG002,Intermediate,88.97,2968.39,18.07,18.07,1.17,0.93,24.0
2025-05-26,JOB0007,WELL007,RIG002,Production,194.37,3162.76,21.87,21.87,1.0,1.13,24.0
2025-05-27,JOB0007,WELL007,RIG002,Production,23.6,3186.36,16.19,16.19,1.03,1.67,24.0
2025-05-28,JOB0007,WELL007,RIG002,Production,92.21,3278.57,19.94,19.94,0.83,1.49,24.0
2025-05-29,JOB0007,WELL007,RIG002,Production,181.82,3460.39,19.0,19.0,1.71,0.74,24.0
2025-05-30,JOB0007,WELL007,RIG002,Production,110.69,3571.08,21.11,21.11,0.0,2.03,24.0
2025-05-31,JOB0007,WELL007,RIG002,Production,67.44,3638.52,20.55,20.55,0.0,0.52,24.0
2025-06-01,JOB0007,WELL007,RIG002,Production,61.23,3699.75,19.07,19.07,0.0,1.55,24.0
2025-06-02,JOB0007,WELL007,RIG002,Production,159.33,3859.09,8.32,8.32,1.17,0.79,24.0
2025-06-03,JOB0007,WELL007,RIG002,Production,36.19,3895.28,21.99,21.99,2.01,0.0,24.0
2025-06-04,JOB0007,WELL007,RIG002,Production,122.08,4017.37,17.28,17.28,0.0,0.6,24.0
2025-06-05,JOB0007,WELL007,RIG002,Production,76.22,4093.59,11.18,11.18,2.05,1.07,24.0
2025-06-06,JOB0007,WELL007,RIG002,Production,28.66,4122.25,19.67,19.67,0.38,0.19,24.0
2025-06-07,JOB0007,WELL007,RIG002,Production,61.09,4183.34,15.98,15.98,0.39,0.62,24.0
2025-06-08,JOB0007,WELL007,RIG002,Production,116.66,4300.0,15.89,15.89,0.54,1.2,24.0
2025-05-11,JOB0008,WELL008,RIG003,Surface,38.98,38.98,21.08,21.08,0.98,0.59,24.0
2025-05-12,JOB0008,WELL008,RIG003,Surface,78.18,117.17,20.7,20.7,0.17,0.98,24.0
2025-05-13,JOB0008,WELL008,RIG003,Surface,83.6,200.77,17.95,17.95,0.94,0.71,24.0
2025-05-14,JOB0008,WELL008,RIG003,Surface,81.09,281.86,22.38,22.38,1.62,0.0,24.0
2025-05-15,JOB0008,WELL008,RIG003,Intermediate,25.82,307.68,18.79,18.79,1.58,1.92,24.0
2025-05-16,JOB0008,WELL008,RIG003,Intermediate,127.36,435.04,16.07,16.07,0.53,0.68,24.0
2025-05-17,JOB0008,WELL008,RIG003,Intermediate,66.39,501.43,19.55,19.55,0.04,1.05,24.0
2025-05-18,JOB0008,WELL008,RIG003,Intermediate,155.18,656.62,20.41,20.41,0.0,1.76,24.0
2025-05-19,JOB0008,WELL008,RIG003,Intermediate,68.04,724.66,21.29,21.29,0.6,1.1,24.0
2025-05-20,JOB0008,WELL008,RIG003,Intermediate,61.24,785.89,17.49,17.49,1.03,1.35,24.0
2025-05-21,JOB0008,WELL008,RIG003,Intermediate,177.42,963.31,23.81,23.81,0.0,0.19,24.0
2025-05-22,JOB0008,WELL008,RIG003,Intermediate,149.05,1112.36,16.74,16.74,0.1,1.3,24.0
2025-05-23,JOB0008,WELL008,RIG003,Intermediate,99.15,1211.51,19.69,19.69,0.44,1.85,24.0
2025-05-24,JOB0008,WELL008,RIG003,Intermediate,162.32,1373.84,22.55,22.55,0.17,0.0,24.0
2025-05-25,JOB0008,WELL008,RIG003,Intermediate,63.91,1437.75,13.16,13.16,3.42,1.83,24.0
2025-05-26,JOB0008,WELL008,RIG003,Intermediate,60.48,1498.23,18.49,18.49,1.9,1.49,24.0
2025-05-27,JOB0008,WELL008,RIG003,Intermediate,102.02,1600.25,16.94,16.94,1.23,2.54,24.0
2025-05-28,JOB0008,WELL008,RIG003,Intermediate,157.57,1757.82,19.98,19.98,0.43,0.4,24.0
2025-05-29,JOB0008,WELL008,RIG003,Intermediate,26.35,1784.17,22.22,22.22,0.36,1.18,24.0
2025-05-30,JOB0008,WELL008,RIG003,Intermediate,124.21,1908.38,9.76,9.76,1.53,1.34,24.0
2025-05-31,JOB0008,WELL008,RIG003,Intermediate,87.02,1995.4,19.22,19.22,1.77,0.82,24.0
2025-06-01,JOB0008,WELL008,RIG003,Intermediate,58.24,2053.64,18.81,18.81,0.68,1.07,24.0
2025-06-02,JOB0008,WELL008,RIG003,Intermediate,58.42,2112.06,17.2,17.2,1.4,2.07,24.0
2025-06-03,JOB0008,WELL008,RIG003,Intermediate,96.78,2208.84,22.75,22.75,0.93,0.31,24.0
2025-06-04,JOB0008,WELL008,RIG003,Intermediate,114.11,2322.95,22.63,22.63,0.26,1.11,24.0
2025-06-05,JOB0008,WELL008,RIG003,Intermediate,30.94,2353.89,20.08,20.08,0.33,1.06,24.0
2025-06-06,JOB0008,WELL008,RIG003,Intermediate,76.33,2430.21,15.94,15.94,1.41,1.22,24.0
2025-06-07,JOB0008,WELL008,RIG003,Intermediate,114.62,2544.84,9.77,9.77,1.85,0.0,24.0
2025-06-08,JOB0008,WELL008,RIG003,Intermediate,53.81,2598.65,19.73,19.73,0.83,1.7,24.0
2025-06-09,JOB0008,WELL008,RIG003,Intermediate,38.81,2637.45,22.29,22.29,0.0,0.0,24.0
2025-06-10,JOB0008,WELL008,RIG003,Production,115.46,2752.91,19.39,19.39,0.0,2.51,24.0
2025-06-11,JOB0008,WELL008,RIG003,Production,81.07,2833.98,18.62,18.62,1.85,0.3,24.0
2025-06-12,JOB0008,WELL008,RIG003,Production,107.33,2941.3,21.78,21.78,1.64,0.57,24.0
2025-06-13,JOB0008,WELL008,RIG003,Production,100.39,3041.69,13.4,13.4,1.84,3.21,24.0
2025-06-14,JOB0008,WELL008,RIG003,Production,138.83,3180.52,20.6,20.6,0.0,1.93,24.0
2025-06-15,JOB0008,WELL008,RIG003,Production,132.85,3313.37,9.28,9.28,0.39,0.74,24.0
2025-06-16,JOB0008,WELL008,RIG003,Production,61.87,3375.24,22.05,22.05,0.0,1.95,24.0
2025-06-17,JOB0008,WELL008,RIG003,Production,24.89,3400.13,18.36,18.36,1.3,0.91,24.0
2025-06-18,JOB0008,WELL008,RIG003,Production,58.82,3458.95,19.18,19.18,1.92,0.95,24.0
2025-06-19,JOB0008,WELL008,RIG003,Production,111.5,3570.45,13.49,13.49,0.53,0.0,24.0
2025-06-20,JOB0008,WELL008,RIG003,Production,136.14,3706.59,19.27,19.27,0.0,1.66,24.0
2025-06-21,JOB0008,WELL008,RIG003,Production,43.41,3750.0,20.36,20.36,1.4,1.09,24.0
