cost_id,date,job_id,contractor_id,cost_category,actual_cost_cad
COST00443,2025-02-24,JOB0002,CON006,Rentals,9738.26
COST00444,2025-02-24,JOB0002,CON002,HSE,4142.61
COST00445,2025-02-25,JOB0002,CON006,Rig,38051.27
COST00446,2025-02-25,JOB0002,CON006,Directional,15104.1
COST00447,2025-02-25,JOB0002,CON001,Fluids,13762.84
COST00448,2025-02-25,JOB0002,CON006,Cementing,7772.66
COST00449,2025-02-25,JOB0002,CON004,Rentals,10151.39
COST00450,2025-02-25,JOB0002,CON003,HSE,5398.8
COST00451,2025-02-26,JOB0002,CON006,Rig,26762.85
COST00452,2025-02-26,JOB0002,CON006,Directional,11272.87
COST00453,2025-02-26,JOB0002,CON003,Fluids,9735.15
COST00454,2025-02-26,JOB0002,CON005,Cementing,4927.81
COST00455,2025-02-26,JOB0002,CON002,Rentals,6906.79
COST00456,2025-02-26,JOB0002,CON002,HSE,4075.74
COST00457,2025-02-27,JOB0002,CON002,Rig,36491.61
COST00458,2025-02-27,JOB0002,CON004,Directional,17834.63
COST00459,2025-02-27,JOB0002,CON004,Fluids,13351.16
COST00460,2025-02-27,JOB0002,CON004,Cementing,6869.23
COST00461,2025-02-27,JOB0002,CON004,Rentals,11811.87
COST00462,2025-02-27,JOB0002,CON002,HSE,5374.64
COST00463,2025-02-28,JOB0002,CON005,Rig,32865.77
COST00464,2025-02-28,JOB0002,CON002,Directional,15121.85
COST00465,2025-02-28,JOB0002,CON004,Fluids,10503.19
COST00466,2025-02-28,JOB0002,CON004,Cementing,5223.47
COST00467,2025-02-28,JOB0002,CON001,Rentals,6650.28
COST00468,2025-02-28,JOB0002,CON006,HSE,3222.06
COST00469,2025-03-01,JOB0002,CON005,Rig,23390.77
COST00470,2025-03-01,JOB0002,CON003,Directional,11909.84
COST00471,2025-03-01,JOB0002,CON001,Fluids,9396.12
COST00472,2025-03-01,JOB0002,CON002,Cementing,4323.3
COST00473,2025-03-01,JOB0002,CON002,Rentals,8602.12
COST00474,2025-03-01,JOB0002,CON004,HSE,3700.58
COST00475,2025-02-02,JOB0003,CON003,Rig,19726.12
COST00476,2025-02-02,JOB0003,CON002,Directional,7735.84
COST00477,2025-02-02,JOB0003,CON003,Fluids,6057.51
COST00478,2025-02-02,JOB0003,CON003,Cementing,2827.22
COST00479,2025-02-02,JOB0003,CON006,Rentals,6580.15
COST00480,2025-02-02,JOB0003,CON002,HSE,2594.86
COST00481,2025-02-03,JOB0003,CON006,Rig,15262.65
COST00482,2025-02-03,JOB0003,CON002,Directional,8221.14
COST00483,2025-02-03,JOB0003,CON005,Fluids,5694.13
COST00484,2025-02-03,JOB0003,CON003,Cementing,2922.93
COST00485,2025-02-03,JOB0003,CON006,Rentals,5771.83
COST00486,2025-02-03,JOB0003,CON003,HSE,3117.02
COST00487,2025-02-04,JOB0003,CON001,Rig,20977.14
COST00488,2025-02-04,JOB0003,CON003,Directional,7762.68
COST00489,2025-02-04,JOB0003,CON006,Fluids,6127.08
COST00490,2025-02-04,JOB0003,CON006,Cementing,4328.46
COST00491,2025-02-04,JOB0003,CON002,Rentals,7183.42
COST00492,2025-02-04,JOB0003,CON001,HSE,2875.39
COST00493,2025-02-05,JOB0003,CON001,Rig,19658.32
COST00494,2025-02-05,JOB0003,CON002,Directional,9595.5
COST00495,2025-02-05,JOB0003,CON003,Fluids,7315.11
COST00496,2025-02-05,JOB0003,CON001,Cementing,3756.26
COST00497,2025-02-05,JOB0003,CON006,Rentals,5265.37
COST00498,2025-02-05,JOB0003,CON006,HSE,2554.31
COST00499,2025-02-06,JOB0003,CON003,Rig,17461.79
COST00500,2025-02-06,JOB0003,CON004,Directional,6233.88
COST00501,2025-02-06,JOB0003,CON005,Fluids,7524.99
COST00502,2025-02-06,JOB0003,CON003,Cementing,3856.12
COST00503,2025-02-06,JOB0003,CON002,Rentals,5495.49
COST00504,2025-02-06,JOB0003,CON001,HSE,2433.47
COST00505,2025-02-07,JOB0003,CON006,Rig,18940.88
COST00506,2025-02-07,JOB0003,CON005,Directional,9074.82
COST00507,2025-02-07,JOB0003,CON004,Fluids,9511.96
COST00508,2025-02-07,JOB0003,CON006,Cementing,4087.07
COST00509,2025-02-07,JOB0003,CON002,Rentals,6850.16
COST00510,2025-02-07,JOB0003,CON004,HSE,2616.58
COST00511,2025-02-08,JOB0003,CON003,Rig,18194.36
COST00512,2025-02-08,JOB0003,CON006,Directional,10090.73
COST00513,2025-02-08,JOB0003,CON004,Fluids,5428.57
COST00514,2025-02-08,JOB0003,CON004,Cementing,4272.09
COST00515,2025-02-08,JOB0003,CON005,Rentals,5789.77
COST00516,2025-02-08,JOB0003,CON003,HSE,3029.86
COST00517,2025-02-09,JOB0003,CON002,Rig,26197.86
COST00518,2025-02-09,JOB0003,CON001,Directional,9273.25
COST00519,2025-02-09,JOB0003,CON006,Fluids,8947.16
COST00520,2025-02-09,JOB0003,CON003,Cementing,4665.93
COST00521,2025-02-09,JOB0003,CON003,Rentals,5767.19
COST00522,2025-02-09,JOB0003,CON003,HSE,3533.24
COST00523,2025-02-10,JOB0003,CON005,Rig,23268.98
COST00524,2025-02-10,JOB0003,CON004,Directional,9673.31
COST00525,2025-02-10,JOB0003,CON002,Fluids,6860.82
COST00526,2025-02-10,JOB0003,CON002,Cementing,3560.41
COST00527,2025-02-10,JOB0003,CON002,Rentals,6069.97
COST00528,2025-02-10,JOB0003,CON003,HSE,3626.48
COST00529,2025-02-11,JOB0003,CON003,Rig,20458.68
COST00530,2025-02-11,JOB0003,CON003,Directional,9799.36
COST00531,2025-02-11,JOB0003,CON006,Fluids,6421.03
COST00532,2025-02-11,JOB0003,CON004,Cementing,3733.18
COST00533,2025-02-11,JOB0003,CON004,Rentals,5607.09
COST00534,2025-02-11,JOB0003,CON002,HSE,2595.63
COST00535,2025-02-12,JOB0003,CON002,Rig,20738.36
COST00536,2025-02-12,JOB0003,CON001,Directional,10973.02
COST00537,2025-02-12,JOB0003,CON004,Fluids,8529.92
COST00538,2025-02-12,JOB0003,CON004,Cementing,4161.36
COST00539,2025-02-12,JOB0003,CON006,Rentals,8339.54
COST00540,2025-02-12,JOB0003,CON006,HSE,3151.24
COST00541,2025-02-13,JOB0003,CON004,Rig,20882.73
COST00542,2025-02-13,JOB0003,CON003,Directional,8778.26
COST00543,2025-02-13,JOB0003,CON006,Fluids,7150.54
COST00544,2025-02-13,JOB0003,CON001,Cementing,4070.77
COST00545,2025-02-13,JOB0003,CON005,Rentals,5321.36
COST00546,2025-02-13,JOB0003,CON005,HSE,2926.75
COST00547,2025-02-14,JOB0003,CON002,Rig,24890.28
COST00548,2025-02-14,JOB0003,CON003,Directional,15100.01
COST00549,2025-02-14,JOB0003,CON001,Fluids,11450.69
COST00550,2025-02-14,JOB0003,CON005,Cementing,4153.3
COST00551,2025-02-14,JOB0003,CON003,Rentals,8544.66
COST00552,2025-02-14,JOB0003,CON002,HSE,4828.48
COST00553,2025-02-15,JOB0003,CON004,Rig,27008.2
COST00554,2025-02-15,JOB0003,CON003,Directional,13520.02
COST00555,2025-02-15,JOB0003,CON003,Fluids,7293.46
COST00556,2025-02-15,JOB0003,CON006,Cementing,4495.79
COST00557,2025-02-15,JOB0003,CON005,Rentals,7533.78
COST00558,2025-02-15,JOB0003,CON006,HSE,4174.5
COST00559,2025-02-16,JOB0003,CON002,Rig,19127.49
COST00560,2025-02-16,JOB0003,CON003,Directional,10758.94
COST00561,2025-02-16,JOB0003,CON005,Fluids,7022.06
COST00562,2025-02-16,JOB0003,CON003,Cementing,4569.11
COST00563,2025-02-16,JOB0003,CON003,Rentals,7528.16
COST00564,2025-02-16,JOB0003,CON003,HSE,3129.88
COST00565,2025-02-17,JOB0003,CON004,Rig,23063.51
COST00566,2025-02-17,JOB0003,CON006,Directional,9159.14
COST00567,2025-02-17,JOB0003,CON001,Fluids,7019.66
COST00568,2025-02-17,JOB0003,CON006,Cementing,2990.06
COST00569,2025-02-17,JOB0003,CON003,Rentals,5201.98
COST00570,2025-02-17,JOB0003,CON006,HSE,2242.94
COST00571,2025-02-18,JOB0003,CON001,Rig,17109.23
COST00572,2025-02-18,JOB0003,CON001,Directional,8244.25
COST00573,2025-02-18,JOB0003,CON003,Fluids,6188.6
COST00574,2025-02-18,JOB0003,CON006,Cementing,3620.62
COST00575,2025-02-18,JOB0003,CON005,Rentals,5762.74
COST00576,2025-02-18,JOB0003,CON002,HSE,3329.99
COST00577,2025-02-19,JOB0003,CON006,Rig,21148.11
COST00578,2025-02-19,JOB0003,CON002,Directional,8638.95
COST00579,2025-02-19,JOB0003,CON006,Fluids,7608.38
COST00580,2025-02-19,JOB0003,CON006,Cementing,3401.07
COST00581,2025-02-19,JOB0003,CON001,Rentals,4961.41
COST00582,2025-02-19,JOB0003,CON001,HSE,3544.67
COST00583,2025-02-20,JOB0003,CON004,Rig,30843.09
COST00584,2025-02-20,JOB0003,CON006,Directional,10793.37
COST00585,2025-02-20,JOB0003,CON003,Fluids,9727.95
COST00586,2025-02-20,JOB0003,CON005,Cementing,6602.65
COST00587,2025-02-20,JOB0003,CON006,Rentals,7134.37
COST00588,2025-02-20,JOB0003,CON001,HSE,4788.83
COST00589,2025-02-21,JOB0003,CON005,Rig,22819.41
COST00590,2025-02-21,JOB0003,CON006,Directional,10622.94
COST00591,2025-02-21,JOB0003,CON003,Fluids,6329.02
COST00592,2025-02-21,JOB0003,CON001,Cementing,4118.12
COST00593,2025-02-21,JOB0003,CON001,Rentals,6629.51
COST00594,2025-02-21,JOB0003,CON003,HSE,2447.89
COST00595,2025-02-22,JOB0003,CON006,Rig,32205.7
COST00596,2025-02-22,JOB0003,CON005,Directional,17470.28
COST00597,2025-02-22,JOB0003,CON006,Fluids,9743.53
COST00598,2025-02-22,JOB0003,CON004,Cementing,4980.13
COST00599,2025-02-22,JOB0003,CON006,Rentals,10460.5
COST00600,2025-02-22,JOB0003,CON001,HSE,5046.24
COST00601,2025-02-23,JOB0003,CON005,Rig,21431.66
COST00602,2025-02-23,JOB0003,CON003,Directional,11096.08
COST00603,2025-02-23,JOB0003,CON001,Fluids,8053.82
COST00604,2025-02-23,JOB0003,CON005,Cementing,5077.76
COST00605,2025-02-23,JOB0003,CON002,Rentals,6097.65
COST00606,2025-02-23,JOB0003,CON004,HSE,2678.83
COST00607,2025-02-24,JOB0003,CON004,Rig,20581.59
COST00608,2025-02-24,JOB0003,CON005,Directional,7676.2
COST00609,2025-02-24,JOB0003,CON002,Fluids,5516.97
COST00610,2025-02-24,JOB0003,CON001,Cementing,2962.92
COST00611,2025-02-24,JOB0003,CON001,Rentals,6385.88
COST00612,2025-02-24,JOB0003,CON005,HSE,2572.05
COST00613,2025-02-25,JOB0003,CON005,Rig,18558.1
COST00614,2025-02-25,JOB0003,CON004,Directional,7980.84
COST00615,2025-02-25,JOB0003,CON006,Fluids,7980.1
COST00616,2025-02-25,JOB0003,CON005,Cementing,3778.71
COST00617,2025-02-25,JOB0003,CON006,Rentals,5563.23
COST00618,2025-02-25,JOB0003,CON001,HSE,3322.75
COST00619,2025-02-26,JOB0003,CON003,Rig,16353.68
COST00620,2025-02-26,JOB0003,CON003,Directional,9986.52
COST00621,2025-02-26,JOB0003,CON002,Fluids,6804.57
COST00622,2025-02-26,JOB0003,CON003,Cementing,2932.18
COST00623,2025-02-26,JOB0003,CON006,Rentals,4842.09
COST00624,2025-02-26,JOB0003,CON003,HSE,2162.96
COST00625,2025-02-27,JOB0003,CON003,Rig,28008.55
COST00626,2025-02-27,JOB0003,CON003,Directional,8010.49
COST00627,2025-02-27,JOB0003,CON004,Fluids,9251.4
COST00628,2025-02-27,JOB0003,CON005,Cementing,4727.31
COST00629,2025-02-27,JOB0003,CON001,Rentals,8045.02
COST00630,2025-02-27,JOB0003,CON002,HSE,2587.66
COST00631,2025-02-28,JOB0003,CON004,Rig,23305.91
COST00632,2025-02-28,JOB0003,CON001,Directional,7945.92
COST00633,2025-02-28,JOB0003,CON003,Fluids,8084.47
COST00634,2025-02-28,JOB0003,CON006,Cementing,3600.71
COST00635,2025-02-28,JOB0003,CON002,Rentals,6081.45
COST00636,2025-02-28,JOB0003,CON004,HSE,2402.46
COST00637,2025-03-01,JOB0003,CON003,Rig,23267.84
COST00638,2025-03-01,JOB0003,CON004,Directional,8339.12
COST00639,2025-03-01,JOB0003,CON001,Fluids,6770.8
COST00640,2025-03-01,JOB0003,CON004,Cementing,4177.6
COST00641,2025-03-01,JOB0003,CON001,Rentals,5738.46
COST00642,2025-03-01,JOB0003,CON004,HSE,3686.52
COST00643,2025-03-02,JOB0003,CON004,Rig,15172.76
COST00644,2025-03-02,JOB0003,CON005,Directional,8114.32
COST00645,2025-03-02,JOB0003,CON004,Fluids,5927.43
COST00646,2025-03-02,JOB0003,CON005,Cementing,3763.08
COST00647,2025-03-02,JOB0003,CON003,Rentals,6168.56
COST00648,2025-03-02,JOB0003,CON005,HSE,2825.71
COST00649,2025-03-03,JOB0003,CON003,Rig,32349.75
COST00650,2025-03-03,JOB0003,CON002,Directional,14028.61
COST00651,2025-03-03,JOB0003,CON004,Fluids,10656.44
COST00652,2025-03-03,JOB0003,CON006,Cementing,4353.73
COST00653,2025-03-03,JOB0003,CON003,Rentals,7411.47
COST00654,2025-03-03,JOB0003,CON006,HSE,4822.43
COST00655,2025-03-04,JOB0003,CON004,Rig,24244.59
COST00656,2025-03-04,JOB0003,CON005,Directional,9806.01
COST00657,2025-03-04,JOB0003,CON006,Fluids,7779.43
COST00658,2025-03-04,JOB0003,CON005,Cementing,3821.97
COST00659,2025-03-04,JOB0003,CON004,Rentals,4883.41
COST00660,2025-03-04,JOB0003,CON001,HSE,2610.29
COST00661,2025-03-05,JOB0003,CON006,Rig,19345.23
COST00662,2025-03-05,JOB0003,CON004,Directional,7610.63
COST00663,2025-03-05,JOB0003,CON003,Fluids,7911.39
COST00664,2025-03-05,JOB0003,CON004,Cementing,3953.46
COST00665,2025-03-05,JOB0003,CON006,Rentals,5431.92
COST00666,2025-03-05,JOB0003,CON006,HSE,3013.74
COST00667,2025-03-06,JOB0003,CON006,Rig,21411.35
COST00668,2025-03-06,JOB0003,CON004,Directional,8945.28
COST00669,2025-03-06,JOB0003,CON005,Fluids,6591.2
COST00670,2025-03-06,JOB0003,CON002,Cementing,5324.86
COST00671,2025-03-06,JOB0003,CON003,Rentals,7596.22
COST00672,2025-03-06,JOB0003,CON004,HSE,3442.19
COST00673,2025-03-07,JOB0003,CON003,Rig,17072.01
COST00674,2025-03-07,JOB0003,CON002,Directional,10538.44
COST00675,2025-03-07,JOB0003,CON001,Fluids,8679.58
COST00676,2025-03-07,JOB0003,CON006,Cementing,3540.69
COST00677,2025-03-07,JOB0003,CON004,Rentals,7037.24
COST00678,2025-03-07,JOB0003,CON003,HSE,2930.25
COST00679,2025-03-08,JOB0003,CON006,Rig,16072.95
COST00680,2025-03-08,JOB0003,CON002,Directional,10211.19
COST00681,2025-03-08,JOB0003,CON002,Fluids,7358.87
COST00682,2025-03-08,JOB0003,CON006,Cementing,4705.39
COST00683,2025-03-08,JOB0003,CON002,Rentals,6591.94
COST00684,2025-03-08,JOB0003,CON001,HSE,3021.36
COST00685,2025-03-09,JOB0003,CON002,Rig,16366.69
COST00686,2025-03-09,JOB0003,CON001,Directional,7403.62
COST00687,2025-03-09,JOB0003,CON006,Fluids,6104.31
COST00688,2025-03-09,JOB0003,CON005,Cementing,2732.2
COST00689,2025-03-09,JOB0003,CON006,Rentals,4970.14
COST00690,2025-03-09,JOB0003,CON001,HSE,2288.63
COST00691,2025-03-10,JOB0003,CON005,Rig,28971.99
COST00692,2025-03-10,JOB0003,CON004,Directional,14434.46
COST00693,2025-03-10,JOB0003,CON005,Fluids,12298.56
COST00694,2025-03-10,JOB0003,CON001,Cementing,6777.81
COST00695,2025-03-10,JOB0003,CON003,Rentals,9669.78
COST00696,2025-03-10,JOB0003,CON006,HSE,4618.96
COST00697,2025-03-11,JOB0003,CON003,Rig,23243.57
COST00698,2025-03-11,JOB0003,CON005,Directional,8051.64
COST00699,2025-03-11,JOB0003,CON005,Fluids,7397.58
COST00700,2025-03-11,JOB0003,CON003,Cementing,4359.5
COST00701,2025-03-11,JOB0003,CON001,Rentals,6215.36
COST00702,2025-03-11,JOB0003,CON005,HSE,2989.54
COST00703,2025-03-12,JOB0003,CON001,Rig,36553.92
COST00704,2025-03-12,JOB0003,CON001,Directional,13730.81
COST00705,2025-03-12,JOB0003,CON003,Fluids,8530.89
COST00706,2025-03-12,JOB0003,CON003,Cementing,5667.41
COST00707,2025-03-12,JOB0003,CON004,Rentals,8307.07
COST00708,2025-03-12,JOB0003,CON004,HSE,4023.86
COST00709,2025-03-13,JOB0003,CON002,Rig,22349.97
COST00710,2025-03-13,JOB0003,CON001,Directional,8155.55
COST00711,2025-03-13,JOB0003,CON002,Fluids,7252.37
COST00712,2025-03-13,JOB0003,CON001,Cementing,2918.96
COST00713,2025-03-13,JOB0003,CON005,Rentals,5072.47
COST00714,2025-03-13,JOB0003,CON003,HSE,3402.44
COST00715,2025-03-14,JOB0003,CON003,Rig,23411.15
COST00716,2025-03-14,JOB0003,CON005,Directional,6679.51
COST00717,2025-03-14,JOB0003,CON003,Fluids,8282.15
COST00718,2025-03-14,JOB0003,CON006,Cementing,3347.16
COST00719,2025-03-14,JOB0003,CON001,Rentals,6125.78
COST00720,2025-03-14,JOB0003,CON002,HSE,2608.69
COST00721,2025-03-15,JOB0003,CON004,Rig,19183.15
COST00722,2025-03-15,JOB0003,CON001,Directional,10758.61
COST00723,2025-03-15,JOB0003,CON003,Fluids,6515.61
COST00724,2025-03-15,JOB0003,CON001,Cementing,4743.2
COST00725,2025-03-15,JOB0003,CON005,Rentals,7324.82
COST00726,2025-03-15,JOB0003,CON002,HSE,3614.59
COST00727,2025-03-16,JOB0003,CON001,Rig,20242.91
COST00728,2025-03-16,JOB0003,CON003,Directional,8579.28
COST00729,2025-03-16,JOB0003,CON001,Fluids,7065.69
COST00730,2025-03-16,JOB0003,CON004,Cementing,3796.79
COST00731,2025-03-16,JOB0003,CON001,Rentals,5948.4
COST00732,2025-03-16,JOB0003,CON001,HSE,3130.2
COST00733,2025-03-17,JOB0003,CON002,Rig,21854.56
COST00734,2025-03-17,JOB0003,CON004,Directional,10970.26
COST00735,2025-03-17,JOB0003,CON003,Fluids,8643.84
COST00736,2025-03-17,JOB0003,CON002,Cementing,3694.37
COST00737,2025-03-17,JOB0003,CON002,Rentals,6643.59
COST00738,2025-03-17,JOB0003,CON005,HSE,3270.11
COST00739,2025-03-18,JOB0003,CON005,Rig,22059.26
COST00740,2025-03-18,JOB0003,CON001,Directional,8730.64
COST00741,2025-03-18,JOB0003,CON004,Fluids,6841.25
COST00742,2025-03-18,JOB0003,CON005,Cementing,4665.99
COST00743,2025-03-18,JOB0003,CON001,Rentals,7722.03
COST00744,2025-03-18,JOB0003,CON003,HSE,3557.77
COST00745,2025-03-19,JOB0003,CON003,Rig,25830.81
COST00746,2025-03-19,JOB0003,CON005,Directional,14798.59
COST00747,2025-03-19,JOB0003,CON005,Fluids,10094.42
COST00748,2025-03-19,JOB0003,CON004,Cementing,6179.0
COST00749,2025-03-19,JOB0003,CON003,Rentals,7469.11
COST00750,2025-03-19,JOB0003,CON003,HSE,4754.33
COST00751,2025-03-20,JOB0003,CON004,Rig,22435.56
COST00752,2025-03-20,JOB0003,CON001,Directional,10717.6
COST00753,2025-03-20,JOB0003,CON003,Fluids,5987.55
COST00754,2025-03-20,JOB0003,CON006,Cementing,4796.2
COST00755,2025-03-20,JOB0003,CON003,Rentals,5776.03
COST00756,2025-03-20,JOB0003,CON004,HSE,2745.91
COST00757,2025-03-21,JOB0003,CON006,Rig,24172.29
COST00758,2025-03-21,JOB0003,CON006,Directional,9773.01
COST00759,2025-03-21,JOB0003,CON001,Fluids,7948.97
COST00760,2025-03-21,JOB0003,CON002,Cementing,4858.48
COST00761,2025-03-21,JOB0003,CON002,Rentals,7067.69
COST00762,2025-03-21,JOB0003,CON006,HSE,3891.27
COST00763,2025-03-22,JOB0003,CON003,Rig,28103.26
COST00764,2025-03-22,JOB0003,CON004,Directional,10360.09
COST00765,2025-03-22,JOB0003,CON001,Fluids,10417.06
COST00766,2025-03-22,JOB0003,CON005,Cementing,6372.22
COST00767,2025-03-22,JOB0003,CON003,Rentals,9136.73
COST00768,2025-03-22,JOB0003,CON001,HSE,4693.19
COST00769,2025-03-23,JOB0003,CON002,Rig,17095.68
COST00770,2025-03-23,JOB0003,CON005,Directional,6203.85
COST00771,2025-03-23,JOB0003,CON004,Fluids,5909.2
COST00772,2025-03-23,JOB0003,CON004,Cementing,2921.56
COST00773,2025-03-23,JOB0003,CON006,Rentals,4409.18
COST00774,2025-03-23,JOB0003,CON006,HSE,2184.48
COST00775,2025-03-24,JOB0003,CON006,Rig,23221.08
COST00776,2025-03-24,JOB0003,CON004,Directional,8694.38
COST00777,2025-03-24,JOB0003,CON002,Fluids,7647.95
COST00778,2025-03-24,JOB0003,CON006,Cementing,3885.33
COST00779,2025-03-24,JOB0003,CON004,Rentals,6435.86
COST00780,2025-03-24,JOB0003,CON004,HSE,2476.35
COST00781,2025-03-25,JOB0003,CON006,Rig,16010.86
COST00782,2025-03-25,JOB0003,CON001,Directional,7306.22
COST00783,2025-03-25,JOB0003,CON001,Fluids,7800.83
COST00784,2025-03-25,JOB0003,CON003,Cementing,2951.27
COST00785,2025-03-25,JOB0003,CON004,Rentals,6541.28
COST00786,2025-03-25,JOB0003,CON002,HSE,3033.05
COST00787,2025-03-26,JOB0003,CON003,Rig,24393.11
COST00788,2025-03-26,JOB0003,CON005,Directional,10304.3
COST00789,2025-03-26,JOB0003,CON001,Fluids,6784.13
COST00790,2025-03-26,JOB0003,CON004,Cementing,4560.61
COST00791,2025-03-26,JOB0003,CON004,Rentals,4860.78
COST00792,2025-03-26,JOB0003,CON003,HSE,2896.77
COST00793,2025-03-27,JOB0003,CON002,Rig,21267.3
COST00794,2025-03-27,JOB0003,CON004,Directional,11015.18
COST00795,2025-03-27,JOB0003,CON005,Fluids,7864.65
COST00796,2025-03-27,JOB0003,CON006,Cementing,4462.56
COST00797,2025-03-27,JOB0003,CON004,Rentals,7350.33
COST00798,2025-03-27,JOB0003,CON006,HSE,3376.2
COST00799,2025-03-28,JOB0003,CON005,Rig,44146.44
COST00800,2025-03-28,JOB0003,CON003,Directional,12140.98
COST00801,2025-03-28,JOB0003,CON003,Fluids,8738.24
COST00802,2025-03-28,JOB0003,CON003,Cementing,6893.63
COST00803,2025-03-28,JOB0003,CON002,Rentals,8267.11
COST00804,2025-03-28,JOB0003,CON004,HSE,5005.3
COST00805,2025-02-21,JOB0004,CON006,Rig,25053.52
COST00806,2025-02-21,JOB0004,CON006,Directional,13558.64
COST00807,2025-02-21,JOB0004,CON004,Fluids,9007.97
COST00808,2025-02-21,JOB0004,CON003,Cementing,6711.68
COST00809,2025-02-21,JOB0004,CON006,Rentals,8177.91
COST00810,2025-02-21,JOB0004,CON004,HSE,5111.58
COST00811,2025-02-22,JOB0004,CON004,Rig,23217.15
COST00812,2025-02-22,JOB0004,CON001,Directional,12788.83
COST00813,2025-02-22,JOB0004,CON003,Fluids,8731.69
COST00814,2025-02-22,JOB0004,CON003,Cementing,5451.91
COST00815,2025-02-22,JOB0004,CON001,Rentals,6784.09
COST00816,2025-02-22,JOB0004,CON003,HSE,3472.89
COST00817,2025-02-23,JOB0004,CON006,Rig,42348.62
COST00818,2025-02-23,JOB0004,CON001,Directional,15524.34
COST00819,2025-02-23,JOB0004,CON003,Fluids,15898.23
COST00820,2025-02-23,JOB0004,CON003,Cementing,7082.02
COST00821,2025-02-23,JOB0004,CON004,Rentals,12309.6
COST00822,2025-02-23,JOB0004,CON006,HSE,5416.78
COST00823,2025-02-24,JOB0004,CON004,Rig,22130.05
COST00824,2025-02-24,JOB0004,CON005,Directional,14675.54
COST00825,2025-02-24,JOB0004,CON006,Fluids,8268.01
COST00826,2025-02-24,JOB0004,CON002,Cementing,5637.06
COST00827,2025-02-24,JOB0004,CON005,Rentals,7887.5
COST00828,2025-02-24,JOB0004,CON005,HSE,4805.56
COST00829,2025-02-25,JOB0004,CON001,Rig,35893.94
COST00830,2025-02-25,JOB0004,CON004,Directional,11507.94
COST00831,2025-02-25,JOB0004,CON005,Fluids,10017.82
COST00832,2025-02-25,JOB0004,CON001,Cementing,5472.47
COST00833,2025-02-25,JOB0004,CON005,Rentals,8350.78
COST00834,2025-02-25,JOB0004,CON002,HSE,5567.99
COST00835,2025-02-26,JOB0004,CON003,Rig,28732.02
COST00836,2025-02-26,JOB0004,CON006,Directional,15598.01
COST00837,2025-02-26,JOB0004,CON001,Fluids,9291.24
COST00838,2025-02-26,JOB0004,CON002,Cementing,6810.2
COST00839,2025-02-26,JOB0004,CON002,Rentals,9285.85
COST00840,2025-02-26,JOB0004,CON002,HSE,5129.09
COST00841,2025-02-27,JOB0004,CON004,Rig,30334.6
COST00842,2025-02-27,JOB0004,CON005,Directional,13660.83
COST00843,2025-02-27,JOB0004,CON004,Fluids,12309.52
COST00844,2025-02-27,JOB0004,CON003,Cementing,5919.43
COST00845,2025-02-27,JOB0004,CON006,Rentals,9670.54
COST00846,2025-02-27,JOB0004,CON005,HSE,5282.92
COST00847,2025-02-28,JOB0004,CON006,Rig,32843.93
COST00848,2025-02-28,JOB0004,CON002,Directional,10228.02
COST00849,2025-02-28,JOB0004,CON004,Fluids,11656.91
COST00850,2025-02-28,JOB0004,CON006,Cementing,4825.37
COST00851,2025-02-28,JOB0004,CON005,Rentals,7266.38
COST00852,2025-02-28,JOB0004,CON006,HSE,5372.63
COST00853,2025-03-01,JOB0004,CON004,Rig,31260.67
COST00854,2025-03-01,JOB0004,CON001,Directional,14351.87
COST00855,2025-03-01,JOB0004,CON002,Fluids,9302.96
COST00856,2025-03-01,JOB0004,CON005,Cementing,5040.79
COST00857,2025-03-01,JOB0004,CON006,Rentals,7987.81
COST00858,2025-03-01,JOB0004,CON002,HSE,3925.7
COST00859,2025-03-02,JOB0004,CON003,Rig,35579.89
COST00860,2025-03-02,JOB0004,CON005,Directional,13013.56
COST00861,2025-03-02,JOB0004,CON006,Fluids,7903.61
COST00862,2025-03-02,JOB0004,CON005,Cementing,6577.77
COST00863,2025-03-02,JOB0004,CON001,Rentals,8574.39
COST00864,2025-03-02,JOB0004,CON004,HSE,5112.94
COST00865,2025-03-03,JOB0004,CON001,Rig,31483.11
COST00866,2025-03-03,JOB0004,CON003,Directional,15830.59
COST00867,2025-03-03,JOB0004,CON002,Fluids,9668.94
COST00868,2025-03-03,JOB0004,CON002,Cementing,8017.33
COST00869,2025-03-03,JOB0004,CON004,Rentals,10388.03
COST00870,2025-03-03,JOB0004,CON004,HSE,5337.39
COST00871,2025-03-04,JOB0004,CON006,Rig,33771.58
COST00872,2025-03-04,JOB0004,CON006,Directional,15009.13
COST00873,2025-03-04,JOB0004,CON002,Fluids,8625.54
COST00874,2025-03-04,JOB0004,CON004,Cementing,5625.66
COST00875,2025-03-04,JOB0004,CON005,Rentals,10345.2
COST00876,2025-03-04,JOB0004,CON004,HSE,4532.09
COST00877,2025-03-05,JOB0004,CON006,Rig,36659.93
COST00878,2025-03-05,JOB0004,CON005,Directional,12814.52
COST00879,2025-03-05,JOB0004,CON002,Fluids,12756.26
COST00880,2025-03-05,JOB0004,CON002,Cementing,4697.18
COST00881,2025-03-05,JOB0004,CON003,Rentals,7321.24
COST00882,2025-03-05,JOB0004,CON005,HSE,5150.77
COST00883,2025-03-06,JOB0004,CON004,Rig,35497.45
COST00884,2025-03-06,JOB0004,CON003,Directional,10523.28
COST00885,2025-03-06,JOB0004,CON006,Fluids,10480.84
