premium_id,month_start,policy_id,employer_id,product_id,member_count,earned_premium_cad
PREM00398,2025-02-01,POL0034,EMP012,PRD001,546,82159.75
PREM00399,2025-03-01,POL0034,EMP012,PRD001,535,80504.52
PREM00400,2025-04-01,POL0034,EMP012,PRD001,566,85169.27
PREM00401,2025-05-01,POL0034,EMP012,PRD001,532,80053.09
PREM00402,2025-06-01,POL0034,EMP012,PRD001,562,84567.37
PREM00403,2025-07-01,POL0034,EMP012,PRD001,558,83965.46
PREM00404,2025-08-01,POL0034,EMP012,PRD001,553,83213.08
PREM00405,2025-09-01,POL0034,EMP012,PRD001,564,84868.32
PREM00406,2025-10-01,POL0034,EMP012,PRD001,563,84717.84
PREM00407,2025-11-01,POL0034,EMP012,PRD001,538,80955.95
PREM00408,2025-12-01,POL0034,EMP012,PRD001,548,82460.71
PREM00409,2025-01-01,POL0035,EMP012,PRD003,469,46010.65
PREM00410,2025-02-01,POL0035,EMP012,PRD003,478,46893.59
PREM00411,2025-03-01,POL0035,EMP012,PRD003,452,44342.89
PREM00412,2025-04-01,POL0035,EMP012,PRD003,459,45029.62
PREM00413,2025-05-01,POL0035,EMP012,PRD003,451,44244.79
PREM00414,2025-06-01,POL0035,EMP012,PRD003,448,43950.48
PREM00415,2025-07-01,POL0035,EMP012,PRD003,463,45422.03
PREM00416,2025-08-01,POL0035,EMP012,PRD003,475,46599.28
PREM00417,2025-09-01,POL0035,EMP012,PRD003,459,45029.62
PREM00418,2025-10-01,POL0035,EMP012,PRD003,449,44048.58
PREM00419,2025-11-01,POL0035,EMP012,PRD003,458,44931.51
PREM00420,2025-12-01,POL0035,EMP012,PRD003,479,46991.69
PREM00421,2025-01-01,POL0036,EMP012,PRD005,443,11329.41
PREM00422,2025-02-01,POL0036,EMP012,PRD005,446,11406.14
PREM00423,2025-03-01,POL0036,EMP012,PRD005,423,10817.93
PREM00424,2025-04-01,POL0036,EMP012,PRD005,427,10920.22
PREM00425,2025-05-01,POL0036,EMP012,PRD005,421,10766.78
PREM00426,2025-06-01,POL0036,EMP012,PRD005,429,10971.37
PREM00427,2025-07-01,POL0036,EMP012,PRD005,445,11380.56
PREM00428,2025-08-01,POL0036,EMP012,PRD005,427,10920.22
PREM00429,2025-09-01,POL0036,EMP012,PRD005,439,11227.12
PREM00430,2025-10-01,POL0036,EMP012,PRD005,446,11406.14
PREM00431,2025-11-01,POL0036,EMP012,PRD005,419,10715.63
PREM00432,2025-12-01,POL0036,EMP012,PRD005,446,11406.14
