month_start,policy_id,employer_id,employer_name,industry,region_id,region_name,province,product_id,product_name,product_category,coverage_level,pricing_tier,member_count,earned_premium_cad,paid_claims_cad,incurred_claims_cad,claim_count,loss_ratio,claims_frequency,claims_severity_cad,premium_per_member_cad,claims_per_member_cad,profitability_cad
2025-09-01,POL0010,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD005,Life Basic,Life,Core,Preferred,512,13406.48,6684.03,7661.73,1.0,0.5715,0.002,7661.73,26.1845,14.9643,5744.75
2025-10-01,POL0010,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD005,Life Basic,Life,Core,Preferred,512,13406.48,4537.5,4922.43,1.0,0.3672,0.002,4922.43,26.1845,9.6141,8484.05
2025-11-01,POL0010,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD005,Life Basic,Life,Core,Preferred,504,13197.01,0.0,0.0,0.0,0.0,0.0,0.0,26.1845,0.0,13197.01
2025-12-01,POL0010,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD005,Life Basic,Life,Core,Preferred,518,13563.59,0.0,0.0,0.0,0.0,0.0,0.0,26.1845,0.0,13563.59
2025-01-01,POL0011,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD003,Dental Plus,Dental,Enhanced,Standard,512,39867.25,12534.58,14088.76,27.0,0.3534,0.0527,521.8059,77.8657,27.5171,25778.49
2025-02-01,POL0011,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD003,Dental Plus,Dental,Enhanced,Standard,500,38932.86,10836.44,12250.77,31.0,0.3147,0.062,395.1861,77.8657,24.5015,26682.09
2025-03-01,POL0011,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD003,Dental Plus,Dental,Enhanced,Standard,517,40256.58,26987.15,29710.88,54.0,0.738,0.1044,550.2015,77.8657,57.4679,10545.7
2025-04-01,POL0011,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD003,Dental Plus,Dental,Enhanced,Standard,503,39166.46,15809.84,17531.32,43.0,0.4476,0.0855,407.7051,77.8657,34.8535,21635.14
2025-05-01,POL0011,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD003,Dental Plus,Dental,Enhanced,Standard,493,38387.8,20734.29,24018.08,34.0,0.6257,0.069,706.4141,77.8657,48.7182,14369.72
2025-06-01,POL0011,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD003,Dental Plus,Dental,Enhanced,Standard,505,39322.19,15309.87,17219.16,30.0,0.4379,0.0594,573.972,77.8657,34.0973,22103.03
2025-07-01,POL0011,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD003,Dental Plus,Dental,Enhanced,Standard,485,37764.88,19688.29,21872.75,49.0,0.5792,0.101,446.3827,77.8657,45.0985,15892.13
2025-08-01,POL0011,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD003,Dental Plus,Dental,Enhanced,Standard,488,37998.48,16869.99,18883.19,26.0,0.4969,0.0533,726.2765,77.8657,38.6951,19115.29
2025-09-01,POL0011,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD003,Dental Plus,Dental,Enhanced,Standard,506,39400.06,17567.09,19489.19,37.0,0.4946,0.0731,526.7349,77.8657,38.5162,19910.87
2025-10-01,POL0011,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD003,Dental Plus,Dental,Enhanced,Standard,513,39945.12,19157.7,21305.96,29.0,0.5334,0.0565,734.6883,77.8657,41.5321,18639.16
2025-11-01,POL0011,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD003,Dental Plus,Dental,Enhanced,Standard,500,38932.86,19872.81,22090.17,39.0,0.5674,0.078,566.4146,77.8657,44.1803,16842.69
2025-12-01,POL0011,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD003,Dental Plus,Dental,Enhanced,Standard,490,38154.21,12518.21,13908.13,27.0,0.3645,0.0551,515.1159,77.8657,28.3839,24246.08
2025-01-01,POL0012,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD004,Disability Protect,Disability,Core,Preferred,395,28110.86,7371.99,8145.96,4.0,0.2898,0.0101,2036.49,71.1667,20.6227,19964.9
2025-02-01,POL0012,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD004,Disability Protect,Disability,Core,Preferred,406,28893.7,10746.52,11623.28,4.0,0.4023,0.0099,2905.82,71.1667,28.6288,17270.42
2025-03-01,POL0012,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD004,Disability Protect,Disability,Core,Preferred,394,28039.7,4244.9,4963.78,2.0,0.177,0.0051,2481.89,71.1668,12.5984,23075.92
2025-04-01,POL0012,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD004,Disability Protect,Disability,Core,Preferred,403,28680.2,14180.61,15880.85,4.0,0.5537,0.0099,3970.2125,71.1667,39.4066,12799.35
2025-05-01,POL0012,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD004,Disability Protect,Disability,Core,Preferred,384,27328.03,7635.59,8313.05,4.0,0.3042,0.0104,2078.2625,71.1667,21.6486,19014.98
2025-06-01,POL0012,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD004,Disability Protect,Disability,Core,Preferred,389,27683.86,8852.88,9584.29,5.0,0.3462,0.0129,1916.858,71.1667,24.6383,18099.57
2025-07-01,POL0012,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD004,Disability Protect,Disability,Core,Preferred,399,28395.53,9279.61,9561.05,3.0,0.3367,0.0075,3187.0167,71.1667,23.9625,18834.48
2025-08-01,POL0012,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD004,Disability Protect,Disability,Core,Preferred,388,27612.7,12463.82,13953.11,5.0,0.5053,0.0129,2790.622,71.1668,35.9616,13659.59
2025-09-01,POL0012,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD004,Disability Protect,Disability,Core,Preferred,406,28893.7,10180.04,11491.01,3.0,0.3977,0.0074,3830.3367,71.1667,28.303,17402.69
2025-10-01,POL0012,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD004,Disability Protect,Disability,Core,Preferred,388,27612.7,11739.02,13179.95,5.0,0.4773,0.0129,2635.99,71.1668,33.9689,14432.75
2025-11-01,POL0012,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD004,Disability Protect,Disability,Core,Preferred,387,27541.53,4068.17,4780.9,2.0,0.1736,0.0052,2390.45,71.1667,12.3537,22760.63
2025-12-01,POL0012,EMP004,Pacific Logistics,Transportation,REG004,British Columbia,British Columbia,PRD004,Disability Protect,Disability,Core,Preferred,387,27541.53,12821.07,14390.91,5.0,0.5225,0.0129,2878.182,71.1667,37.1858,13150.62
2025-01-01,POL0013,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD005,Life Basic,Life,Core,Standard,149,4037.3,0.0,0.0,0.0,0.0,0.0,0.0,27.096,0.0,4037.3
2025-02-01,POL0013,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD005,Life Basic,Life,Core,Standard,152,4118.59,0.0,0.0,0.0,0.0,0.0,0.0,27.096,0.0,4118.59
2025-03-01,POL0013,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD005,Life Basic,Life,Core,Standard,147,3983.11,0.0,0.0,0.0,0.0,0.0,0.0,27.096,0.0,3983.11
2025-04-01,POL0013,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD005,Life Basic,Life,Core,Standard,152,4118.59,0.0,0.0,0.0,0.0,0.0,0.0,27.096,0.0,4118.59
2025-05-01,POL0013,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD005,Life Basic,Life,Core,Standard,144,3901.82,0.0,0.0,0.0,0.0,0.0,0.0,27.096,0.0,3901.82
2025-06-01,POL0013,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD005,Life Basic,Life,Core,Standard,143,3874.72,0.0,0.0,0.0,0.0,0.0,0.0,27.0959,0.0,3874.72
2025-07-01,POL0013,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD005,Life Basic,Life,Core,Standard,151,4091.49,0.0,0.0,0.0,0.0,0.0,0.0,27.096,0.0,4091.49
2025-08-01,POL0013,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD005,Life Basic,Life,Core,Standard,150,4064.39,0.0,0.0,0.0,0.0,0.0,0.0,27.0959,0.0,4064.39
2025-09-01,POL0013,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD005,Life Basic,Life,Core,Standard,150,4064.39,0.0,0.0,0.0,0.0,0.0,0.0,27.0959,0.0,4064.39
2025-10-01,POL0013,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD005,Life Basic,Life,Core,Standard,143,3874.72,0.0,0.0,0.0,0.0,0.0,0.0,27.0959,0.0,3874.72
2025-11-01,POL0013,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD005,Life Basic,Life,Core,Standard,143,3874.72,0.0,0.0,0.0,0.0,0.0,0.0,27.0959,0.0,3874.72
2025-12-01,POL0013,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD005,Life Basic,Life,Core,Standard,149,4037.3,0.0,0.0,0.0,0.0,0.0,0.0,27.096,0.0,4037.3
2025-01-01,POL0014,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD002,Enhanced Health,Health,Enhanced,Preferred,152,35910.11,1233.0,1372.35,13.0,0.0382,0.0855,105.5654,236.2507,9.0286,34537.76
2025-02-01,POL0014,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD002,Enhanced Health,Health,Enhanced,Preferred,151,35673.86,939.29,1024.76,12.0,0.0287,0.0795,85.3967,236.2507,6.7865,34649.1
2025-03-01,POL0014,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD002,Enhanced Health,Health,Enhanced,Preferred,156,36855.12,2046.54,2183.57,20.0,0.0592,0.1282,109.1785,236.2508,13.9972,34671.55
2025-04-01,POL0014,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD002,Enhanced Health,Health,Enhanced,Preferred,153,36146.37,1103.85,1180.65,10.0,0.0327,0.0654,118.065,236.2508,7.7167,34965.72
2025-05-01,POL0014,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD002,Enhanced Health,Health,Enhanced,Preferred,156,36855.12,1947.14,2194.23,16.0,0.0595,0.1026,137.1394,236.2508,14.0656,34660.89
2025-06-01,POL0014,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD002,Enhanced Health,Health,Enhanced,Preferred,152,35910.11,2112.81,2301.8,16.0,0.0641,0.1053,143.8625,236.2507,15.1434,33608.31
2025-07-01,POL0014,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD002,Enhanced Health,Health,Enhanced,Preferred,153,36146.37,1218.22,1361.84,14.0,0.0377,0.0915,97.2743,236.2508,8.9009,34784.53
2025-08-01,POL0014,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD002,Enhanced Health,Health,Enhanced,Preferred,151,35673.86,2092.29,2340.02,18.0,0.0656,0.1192,130.0011,236.2507,15.4968,33333.84
2025-09-01,POL0014,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD002,Enhanced Health,Health,Enhanced,Preferred,155,36618.87,1228.51,1377.71,12.0,0.0376,0.0774,114.8092,236.2508,8.8885,35241.16
2025-10-01,POL0014,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD002,Enhanced Health,Health,Enhanced,Preferred,156,36855.12,2698.66,3032.36,20.0,0.0823,0.1282,151.618,236.2508,19.4382,33822.76
2025-11-01,POL0014,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD002,Enhanced Health,Health,Enhanced,Preferred,160,37800.12,2333.01,2650.2,19.0,0.0701,0.1188,139.4842,236.2508,16.5638,35149.92
2025-12-01,POL0014,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD002,Enhanced Health,Health,Enhanced,Preferred,154,36382.62,2038.1,2282.17,18.0,0.0627,0.1169,126.7872,236.2508,14.8193,34100.45
2025-01-01,POL0015,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD001,Core Health,Health,Core,Standard,171,22362.48,2885.97,3265.62,22.0,0.146,0.1287,148.4373,130.7747,19.0972,19096.86
2025-02-01,POL0015,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD001,Core Health,Health,Core,Standard,178,23277.91,3591.14,3943.3,24.0,0.1694,0.1348,164.3042,130.7748,22.1534,19334.61
2025-03-01,POL0015,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD001,Core Health,Health,Core,Standard,178,23277.91,2391.25,2602.46,24.0,0.1118,0.1348,108.4358,130.7748,14.6206,20675.45
2025-04-01,POL0015,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD001,Core Health,Health,Core,Standard,175,22885.58,4086.11,4593.11,24.0,0.2007,0.1371,191.3796,130.7747,26.2463,18292.47
2025-05-01,POL0015,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD001,Core Health,Health,Core,Standard,177,23147.13,3510.64,3943.04,22.0,0.1703,0.1243,179.2291,130.7747,22.2771,19204.09
2025-06-01,POL0015,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD001,Core Health,Health,Core,Standard,174,22754.81,2309.81,2587.62,19.0,0.1137,0.1092,136.1905,130.7748,14.8714,20167.19
2025-07-01,POL0015,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD001,Core Health,Health,Core,Standard,177,23147.13,1481.98,1658.98,16.0,0.0717,0.0904,103.6862,130.7747,9.3728,21488.15
2025-08-01,POL0015,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD001,Core Health,Health,Core,Standard,172,22493.26,2750.91,3083.39,24.0,0.1371,0.1395,128.4746,130.7748,17.9267,19409.87
2025-09-01,POL0015,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD001,Core Health,Health,Core,Standard,174,22754.81,1869.16,2069.91,13.0,0.091,0.0747,159.2238,130.7748,11.896,20684.9
2025-10-01,POL0015,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD001,Core Health,Health,Core,Standard,178,23277.91,2134.55,2307.68,22.0,0.0991,0.1236,104.8945,130.7748,12.9645,20970.23
2025-11-01,POL0015,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD001,Core Health,Health,Core,Standard,177,23147.13,1460.69,1603.64,15.0,0.0693,0.0847,106.9093,130.7747,9.0601,21543.49
2025-12-01,POL0015,EMP005,Lakeview Schools,Education,REG002,Ontario,Ontario,PRD001,Core Health,Health,Core,Standard,176,23016.36,2033.62,2257.21,16.0,0.0981,0.0909,141.0756,130.7748,12.8251,20759.15
2025-01-01,POL0016,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD002,Enhanced Health,Health,Enhanced,Standard,450,100397.1,5192.34,5776.11,44.0,0.0575,0.0978,131.2752,223.1047,12.8358,94620.99
2025-02-01,POL0016,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD002,Enhanced Health,Health,Enhanced,Standard,452,100843.3,4546.08,5046.06,45.0,0.05,0.0996,112.1347,223.1046,11.1638,95797.24
2025-03-01,POL0016,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD002,Enhanced Health,Health,Enhanced,Standard,441,98389.15,3997.63,4475.78,35.0,0.0455,0.0794,127.8794,223.1046,10.1492,93913.37
2025-04-01,POL0016,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD002,Enhanced Health,Health,Enhanced,Standard,439,97942.94,7509.07,8362.87,56.0,0.0854,0.1276,149.337,223.1046,19.0498,89580.07
2025-05-01,POL0016,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD002,Enhanced Health,Health,Enhanced,Standard,436,97273.63,7151.54,7932.34,60.0,0.0815,0.1376,132.2057,223.1047,18.1934,89341.29
2025-06-01,POL0016,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD002,Enhanced Health,Health,Enhanced,Standard,452,100843.3,6333.45,6954.83,59.0,0.069,0.1305,117.8785,223.1046,15.3868,93888.47
2025-07-01,POL0016,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD002,Enhanced Health,Health,Enhanced,Standard,448,99950.89,3756.25,4196.5,32.0,0.042,0.0714,131.1406,223.1047,9.3672,95754.39
2025-08-01,POL0016,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD002,Enhanced Health,Health,Enhanced,Standard,454,101289.51,3459.1,3910.37,33.0,0.0386,0.0727,118.4961,223.1046,8.6131,97379.14
2025-09-01,POL0016,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD002,Enhanced Health,Health,Enhanced,Standard,459,102405.04,4253.58,4650.06,37.0,0.0454,0.0806,125.6773,223.1047,10.1308,97754.98
2025-10-01,POL0016,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD002,Enhanced Health,Health,Enhanced,Standard,440,98166.05,2763.92,3066.05,30.0,0.0312,0.0682,102.2017,223.1047,6.9683,95100.0
2025-11-01,POL0016,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD002,Enhanced Health,Health,Enhanced,Standard,446,99504.68,3826.68,4307.64,34.0,0.0433,0.0762,126.6953,223.1047,9.6584,95197.04
2025-12-01,POL0016,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD002,Enhanced Health,Health,Enhanced,Standard,456,101735.72,7777.53,8579.89,63.0,0.0843,0.1382,136.1887,223.1046,18.8155,93155.83
2025-01-01,POL0017,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD003,Dental Plus,Dental,Enhanced,Standard,443,35890.82,11865.4,13073.85,28.0,0.3643,0.0632,466.9232,81.0177,29.5121,22816.97
2025-02-01,POL0017,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD003,Dental Plus,Dental,Enhanced,Standard,425,34432.5,12358.87,14051.08,24.0,0.4081,0.0565,585.4617,81.0176,33.0614,20381.42
2025-03-01,POL0017,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD003,Dental Plus,Dental,Enhanced,Standard,423,34270.47,22420.84,24975.23,41.0,0.7288,0.0969,609.152,81.0177,59.0431,9295.24
2025-04-01,POL0017,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD003,Dental Plus,Dental,Enhanced,Standard,442,35809.8,16256.4,18458.54,32.0,0.5155,0.0724,576.8294,81.0176,41.7614,17351.26
2025-05-01,POL0017,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD003,Dental Plus,Dental,Enhanced,Standard,429,34756.57,13192.97,14386.38,35.0,0.4139,0.0816,411.0394,81.0176,33.5347,20370.19
2025-06-01,POL0017,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD003,Dental Plus,Dental,Enhanced,Standard,442,35809.8,18424.21,20159.22,47.0,0.563,0.1063,428.9196,81.0176,45.6091,15650.58
2025-07-01,POL0017,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD003,Dental Plus,Dental,Enhanced,Standard,431,34918.61,17824.22,20183.81,33.0,0.578,0.0766,611.6306,81.0177,46.8302,14734.8
2025-08-01,POL0017,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD003,Dental Plus,Dental,Enhanced,Standard,446,36133.87,18703.61,20898.96,25.0,0.5784,0.0561,835.9584,81.0176,46.8587,15234.91
2025-09-01,POL0017,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD003,Dental Plus,Dental,Enhanced,Standard,441,35728.78,14398.73,16265.69,28.0,0.4553,0.0635,580.9175,81.0176,36.8837,19463.09
2025-10-01,POL0017,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD003,Dental Plus,Dental,Enhanced,Standard,424,34351.48,20498.68,23212.72,44.0,0.6757,0.1038,527.5618,81.0176,54.747,11138.76
2025-11-01,POL0017,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD003,Dental Plus,Dental,Enhanced,Standard,425,34432.5,15536.69,17622.12,40.0,0.5118,0.0941,440.553,81.0176,41.4638,16810.38
2025-12-01,POL0017,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD003,Dental Plus,Dental,Enhanced,Standard,429,34756.57,16487.84,18190.07,30.0,0.5234,0.0699,606.3357,81.0176,42.4011,16566.5
2025-01-01,POL0018,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD004,Disability Protect,Disability,Core,Preferred,440,26986.2,6223.12,6626.88,4.0,0.2456,0.0091,1656.72,61.3323,15.0611,20359.32
2025-02-01,POL0018,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD004,Disability Protect,Disability,Core,Preferred,443,27170.2,11929.02,13487.98,5.0,0.4964,0.0113,2697.596,61.3323,30.4469,13682.22
2025-03-01,POL0018,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD004,Disability Protect,Disability,Core,Preferred,454,27844.86,10727.43,11981.27,5.0,0.4303,0.011,2396.254,61.3323,26.3905,15863.59
2025-04-01,POL0018,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD004,Disability Protect,Disability,Core,Preferred,433,26556.88,7518.63,8178.38,3.0,0.308,0.0069,2726.1267,61.3323,18.8877,18378.5
2025-05-01,POL0018,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD004,Disability Protect,Disability,Core,Preferred,435,26679.54,16395.18,18229.53,3.0,0.6833,0.0069,6076.51,61.3323,41.907,8450.01
2025-06-01,POL0018,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD004,Disability Protect,Disability,Core,Preferred,436,26740.87,4160.92,4445.03,3.0,0.1662,0.0069,1481.6767,61.3323,10.195,22295.84
2025-07-01,POL0018,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD004,Disability Protect,Disability,Core,Preferred,442,27108.87,13237.12,14408.1,4.0,0.5315,0.009,3602.025,61.3323,32.5975,12700.77
2025-08-01,POL0018,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD004,Disability Protect,Disability,Core,Preferred,454,27844.86,9069.78,9887.08,5.0,0.3551,0.011,1977.416,61.3323,21.7777,17957.78
2025-09-01,POL0018,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD004,Disability Protect,Disability,Core,Preferred,437,26802.21,4618.59,5235.31,3.0,0.1953,0.0069,1745.1033,61.3323,11.9801,21566.9
2025-10-01,POL0018,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD004,Disability Protect,Disability,Core,Preferred,438,26863.54,6321.04,7124.58,5.0,0.2652,0.0114,1424.916,61.3323,16.2662,19738.96
2025-11-01,POL0018,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD004,Disability Protect,Disability,Core,Preferred,427,26188.88,2309.06,2650.38,3.0,0.1012,0.007,883.46,61.3323,6.207,23538.5
2025-12-01,POL0018,EMP006,Central Ag Foods,Food processing,REG001,Prairies,Manitoba,PRD004,Disability Protect,Disability,Core,Preferred,436,26740.87,11774.12,13147.81,5.0,0.4917,0.0115,2629.562,61.3323,30.1555,13593.06
2025-01-01,POL0019,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD004,Disability Protect,Disability,Core,Standard,306,18951.12,2805.6,3171.58,2.0,0.1674,0.0065,1585.79,61.9318,10.3646,15779.54
2025-02-01,POL0019,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD004,Disability Protect,Disability,Core,Standard,326,20189.75,7504.53,7820.45,4.0,0.3873,0.0123,1955.1125,61.9317,23.9891,12369.3
2025-03-01,POL0019,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD004,Disability Protect,Disability,Core,Standard,325,20127.82,4965.94,5458.38,2.0,0.2712,0.0062,2729.19,61.9318,16.795,14669.44
2025-04-01,POL0019,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD004,Disability Protect,Disability,Core,Standard,315,19508.51,9697.35,10618.55,3.0,0.5443,0.0095,3539.5167,61.9318,33.7097,8889.96
2025-05-01,POL0019,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD004,Disability Protect,Disability,Core,Standard,320,19818.16,4662.39,5037.8,2.0,0.2542,0.0062,2518.9,61.9318,15.7431,14780.36
2025-06-01,POL0019,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD004,Disability Protect,Disability,Core,Standard,306,18951.12,3102.53,3527.51,2.0,0.1861,0.0065,1763.755,61.9318,11.5278,15423.61
2025-07-01,POL0019,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD004,Disability Protect,Disability,Core,Standard,309,19136.91,3575.09,3687.44,2.0,0.1927,0.0065,1843.72,61.9317,11.9335,15449.47
2025-08-01,POL0019,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD004,Disability Protect,Disability,Core,Standard,322,19942.03,5479.39,6602.48,2.0,0.3311,0.0062,3301.24,61.9318,20.5046,13339.55
2025-09-01,POL0019,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD004,Disability Protect,Disability,Core,Standard,310,19198.85,3993.74,4604.09,2.0,0.2398,0.0065,2302.045,61.9318,14.8519,14594.76
2025-10-01,POL0019,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD004,Disability Protect,Disability,Core,Standard,321,19880.1,11037.79,11908.56,4.0,0.599,0.0125,2977.14,61.9318,37.0983,7971.54
2025-11-01,POL0019,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD004,Disability Protect,Disability,Core,Standard,321,19880.1,8878.99,9644.62,3.0,0.4851,0.0093,3214.8733,61.9318,30.0455,10235.48
2025-12-01,POL0019,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD004,Disability Protect,Disability,Core,Standard,324,20065.89,9278.3,10402.78,4.0,0.5184,0.0123,2600.695,61.9318,32.1073,9663.11
2025-01-01,POL0020,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD003,Dental Plus,Dental,Enhanced,Standard,292,23794.26,6598.21,7237.5,14.0,0.3042,0.0479,516.9643,81.4872,24.786,16556.76
2025-02-01,POL0020,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD003,Dental Plus,Dental,Enhanced,Standard,294,23957.23,17331.67,19154.71,29.0,0.7995,0.0986,660.5072,81.4872,65.1521,4802.52
2025-03-01,POL0020,EMP007,Atlantic Care Homes,Healthcare,REG005,Atlantic,Nova Scotia,PRD003,Dental Plus,Dental,Enhanced,Standard,278,22653.44,17318.65,19094.77,25.0,0.8429,0.0899,763.7908,81.4872,68.6862,3558.67
