date,commodity_id,contract_month,futures_price_usd_mt
2025-06-23,CANOLA,2025-03,403.01
2025-06-24,CANOLA,2025-03,397.06
2025-06-25,CANOLA,2025-03,410.26
2025-06-26,CANOLA,2025-03,407.92
2025-06-27,CANOLA,2025-03,401.19
2025-06-30,CANOLA,2025-03,411.72
2025-01-02,CANOLA,2025-05,484.6
2025-01-03,CANOLA,2025-05,475.95
2025-01-06,CANOLA,2025-05,468.29
2025-01-07,CANOLA,2025-05,478.41
2025-01-08,CANOLA,2025-05,477.28
2025-01-09,CANOLA,2025-05,481.33
2025-01-10,CANOLA,2025-05,481.38
2025-01-13,CANOLA,2025-05,481.21
2025-01-14,CANOLA,2025-05,488.11
2025-01-15,CANOLA,2025-05,488.23
2025-01-16,CANOLA,2025-05,478.7
2025-01-17,CANOLA,2025-05,475.0
2025-01-20,CANOLA,2025-05,478.56
2025-01-21,CANOLA,2025-05,475.48
2025-01-22,CANOLA,2025-05,474.46
2025-01-23,CANOLA,2025-05,470.24
2025-01-24,CANOLA,2025-05,467.89
2025-01-27,CANOLA,2025-05,468.54
2025-01-28,CANOLA,2025-05,455.88
2025-01-29,CANOLA,2025-05,453.23
2025-01-30,CANOLA,2025-05,455.57
2025-01-31,CANOLA,2025-05,458.09
2025-02-03,CANOLA,2025-05,461.85
2025-02-04,CANOLA,2025-05,459.75
2025-02-05,CANOLA,2025-05,460.79
2025-02-06,CANOLA,2025-05,462.01
2025-02-07,CANOLA,2025-05,457.58
2025-02-10,CANOLA,2025-05,451.13
2025-02-11,CANOLA,2025-05,442.94
2025-02-12,CANOLA,2025-05,447.21
2025-02-13,CANOLA,2025-05,443.65
2025-02-14,CANOLA,2025-05,442.91
2025-02-17,CANOLA,2025-05,442.21
2025-02-18,CANOLA,2025-05,439.59
2025-02-19,CANOLA,2025-05,440.14
2025-02-20,CANOLA,2025-05,440.93
2025-02-21,CANOLA,2025-05,436.49
2025-02-24,CANOLA,2025-05,437.98
2025-02-25,CANOLA,2025-05,434.6
2025-02-26,CANOLA,2025-05,428.07
2025-02-27,CANOLA,2025-05,425.39
2025-02-28,CANOLA,2025-05,433.02
2025-03-03,CANOLA,2025-05,424.88
2025-03-04,CANOLA,2025-05,425.04
2025-03-05,CANOLA,2025-05,429.92
2025-03-06,CANOLA,2025-05,428.19
2025-03-07,CANOLA,2025-05,434.45
2025-03-10,CANOLA,2025-05,426.08
2025-03-11,CANOLA,2025-05,426.37
2025-03-12,CANOLA,2025-05,421.58
2025-03-13,CANOLA,2025-05,414.85
2025-03-14,CANOLA,2025-05,412.72
2025-03-17,CANOLA,2025-05,409.49
2025-03-18,CANOLA,2025-05,406.07
2025-03-19,CANOLA,2025-05,405.9
2025-03-20,CANOLA,2025-05,398.05
2025-03-21,CANOLA,2025-05,399.16
2025-03-24,CANOLA,2025-05,399.03
2025-03-25,CANOLA,2025-05,397.29
2025-03-26,CANOLA,2025-05,400.99
2025-03-27,CANOLA,2025-05,400.89
2025-03-28,CANOLA,2025-05,404.06
2025-03-31,CANOLA,2025-05,409.35
2025-04-01,CANOLA,2025-05,402.67
2025-04-02,CANOLA,2025-05,403.71
2025-04-03,CANOLA,2025-05,410.73
2025-04-04,CANOLA,2025-05,413.86
2025-04-07,CANOLA,2025-05,404.36
2025-04-08,CANOLA,2025-05,408.09
2025-04-09,CANOLA,2025-05,408.95
2025-04-10,CANOLA,2025-05,416.78
2025-04-11,CANOLA,2025-05,416.58
2025-04-14,CANOLA,2025-05,414.02
2025-04-15,CANOLA,2025-05,412.29
2025-04-16,CANOLA,2025-05,412.48
2025-04-17,CANOLA,2025-05,413.66
2025-04-18,CANOLA,2025-05,411.0
2025-04-21,CANOLA,2025-05,412.74
2025-04-22,CANOLA,2025-05,411.74
2025-04-23,CANOLA,2025-05,410.3
2025-04-24,CANOLA,2025-05,421.11
2025-04-25,CANOLA,2025-05,413.03
2025-04-28,CANOLA,2025-05,414.56
2025-04-29,CANOLA,2025-05,409.9
2025-04-30,CANOLA,2025-05,418.13
2025-05-01,CANOLA,2025-05,420.87
2025-05-02,CANOLA,2025-05,422.83
2025-05-05,CANOLA,2025-05,420.03
2025-05-06,CANOLA,2025-05,426.36
2025-05-07,CANOLA,2025-05,432.36
2025-05-08,CANOLA,2025-05,418.95
2025-05-09,CANOLA,2025-05,426.32
2025-05-12,CANOLA,2025-05,422.76
2025-05-13,CANOLA,2025-05,432.32
2025-05-14,CANOLA,2025-05,424.46
2025-05-15,CANOLA,2025-05,424.27
2025-05-16,CANOLA,2025-05,420.64
2025-05-19,CANOLA,2025-05,425.58
2025-05-20,CANOLA,2025-05,427.81
2025-05-21,CANOLA,2025-05,427.68
2025-05-22,CANOLA,2025-05,420.07
2025-05-23,CANOLA,2025-05,421.38
2025-05-26,CANOLA,2025-05,425.89
2025-05-27,CANOLA,2025-05,424.37
2025-05-28,CANOLA,2025-05,416.46
2025-05-29,CANOLA,2025-05,423.13
2025-05-30,CANOLA,2025-05,411.91
2025-06-02,CANOLA,2025-05,412.84
2025-06-03,CANOLA,2025-05,408.54
2025-06-04,CANOLA,2025-05,412.6
2025-06-05,CANOLA,2025-05,411.05
2025-06-06,CANOLA,2025-05,413.64
2025-06-09,CANOLA,2025-05,414.75
2025-06-10,CANOLA,2025-05,407.95
2025-06-11,CANOLA,2025-05,408.91
2025-06-12,CANOLA,2025-05,413.9
2025-06-13,CANOLA,2025-05,414.44
2025-06-16,CANOLA,2025-05,415.14
2025-06-17,CANOLA,2025-05,411.38
2025-06-18,CANOLA,2025-05,408.65
2025-06-19,CANOLA,2025-05,410.18
2025-06-20,CANOLA,2025-05,395.52
2025-06-23,CANOLA,2025-05,408.01
2025-06-24,CANOLA,2025-05,398.41
2025-06-25,CANOLA,2025-05,412.99
2025-06-26,CANOLA,2025-05,412.81
2025-06-27,CANOLA,2025-05,409.24
2025-06-30,CANOLA,2025-05,413.2
2025-01-02,CANOLA,2025-07,487.09
2025-01-03,CANOLA,2025-07,484.75
2025-01-06,CANOLA,2025-07,473.73
2025-01-07,CANOLA,2025-07,487.55
2025-01-08,CANOLA,2025-07,483.6
2025-01-09,CANOLA,2025-07,484.56
2025-01-10,CANOLA,2025-07,487.05
2025-01-13,CANOLA,2025-07,485.56
2025-01-14,CANOLA,2025-07,496.06
2025-01-15,CANOLA,2025-07,494.69
2025-01-16,CANOLA,2025-07,481.03
2025-01-17,CANOLA,2025-07,480.66
2025-01-20,CANOLA,2025-07,481.96
2025-01-21,CANOLA,2025-07,488.81
2025-01-22,CANOLA,2025-07,475.73
2025-01-23,CANOLA,2025-07,479.63
2025-01-24,CANOLA,2025-07,473.26
2025-01-27,CANOLA,2025-07,469.03
2025-01-28,CANOLA,2025-07,464.37
2025-01-29,CANOLA,2025-07,461.45
2025-01-30,CANOLA,2025-07,457.29
2025-01-31,CANOLA,2025-07,463.76
2025-02-03,CANOLA,2025-07,464.0
2025-02-04,CANOLA,2025-07,461.13
2025-02-05,CANOLA,2025-07,463.76
2025-02-06,CANOLA,2025-07,460.96
2025-02-07,CANOLA,2025-07,460.06
2025-02-10,CANOLA,2025-07,454.94
2025-02-11,CANOLA,2025-07,451.18
2025-02-12,CANOLA,2025-07,455.41
2025-02-13,CANOLA,2025-07,446.11
2025-02-14,CANOLA,2025-07,447.2
2025-02-17,CANOLA,2025-07,445.35
2025-02-18,CANOLA,2025-07,441.63
2025-02-19,CANOLA,2025-07,443.8
2025-02-20,CANOLA,2025-07,439.98
2025-02-21,CANOLA,2025-07,445.93
2025-02-24,CANOLA,2025-07,440.86
2025-02-25,CANOLA,2025-07,437.27
2025-02-26,CANOLA,2025-07,431.62
2025-02-27,CANOLA,2025-07,433.51
2025-02-28,CANOLA,2025-07,435.63
2025-03-03,CANOLA,2025-07,427.88
2025-03-04,CANOLA,2025-07,429.3
2025-03-05,CANOLA,2025-07,432.75
2025-03-06,CANOLA,2025-07,435.04
2025-03-07,CANOLA,2025-07,436.62
2025-03-10,CANOLA,2025-07,433.08
2025-03-11,CANOLA,2025-07,431.81
2025-03-12,CANOLA,2025-07,428.45
2025-03-13,CANOLA,2025-07,417.1
2025-03-14,CANOLA,2025-07,420.48
2025-03-17,CANOLA,2025-07,417.74
2025-03-18,CANOLA,2025-07,419.81
2025-03-19,CANOLA,2025-07,407.45
2025-03-20,CANOLA,2025-07,407.28
2025-03-21,CANOLA,2025-07,400.32
2025-03-24,CANOLA,2025-07,402.69
2025-03-25,CANOLA,2025-07,407.28
2025-03-26,CANOLA,2025-07,406.35
2025-03-27,CANOLA,2025-07,406.77
2025-03-28,CANOLA,2025-07,405.9
2025-03-31,CANOLA,2025-07,413.13
2025-04-01,CANOLA,2025-07,408.51
2025-04-02,CANOLA,2025-07,407.04
2025-04-03,CANOLA,2025-07,412.4
2025-04-04,CANOLA,2025-07,418.29
2025-04-07,CANOLA,2025-07,410.69
2025-04-08,CANOLA,2025-07,409.44
2025-04-09,CANOLA,2025-07,413.18
2025-04-10,CANOLA,2025-07,419.25
2025-04-11,CANOLA,2025-07,420.36
2025-04-14,CANOLA,2025-07,418.78
2025-04-15,CANOLA,2025-07,419.09
2025-04-16,CANOLA,2025-07,418.08
2025-04-17,CANOLA,2025-07,417.86
2025-04-18,CANOLA,2025-07,417.49
2025-04-21,CANOLA,2025-07,416.85
2025-04-22,CANOLA,2025-07,413.26
2025-04-23,CANOLA,2025-07,421.77
2025-04-24,CANOLA,2025-07,426.51
2025-04-25,CANOLA,2025-07,419.22
2025-04-28,CANOLA,2025-07,423.06
2025-04-29,CANOLA,2025-07,419.75
2025-04-30,CANOLA,2025-07,418.0
2025-05-01,CANOLA,2025-07,424.18
2025-05-02,CANOLA,2025-07,424.19
2025-05-05,CANOLA,2025-07,426.28
2025-05-06,CANOLA,2025-07,432.49
2025-05-07,CANOLA,2025-07,435.56
2025-05-08,CANOLA,2025-07,422.01
2025-05-09,CANOLA,2025-07,435.36
2025-05-12,CANOLA,2025-07,434.16
2025-05-13,CANOLA,2025-07,436.78
2025-05-14,CANOLA,2025-07,435.82
2025-05-15,CANOLA,2025-07,429.2
2025-05-16,CANOLA,2025-07,429.32
2025-05-19,CANOLA,2025-07,427.75
2025-05-20,CANOLA,2025-07,431.8
2025-05-21,CANOLA,2025-07,435.77
2025-05-22,CANOLA,2025-07,427.82
2025-05-23,CANOLA,2025-07,429.68
2025-05-26,CANOLA,2025-07,431.89
2025-05-27,CANOLA,2025-07,430.63
2025-05-28,CANOLA,2025-07,421.96
2025-05-29,CANOLA,2025-07,423.56
2025-05-30,CANOLA,2025-07,419.22
2025-06-02,CANOLA,2025-07,414.14
2025-06-03,CANOLA,2025-07,415.21
2025-06-04,CANOLA,2025-07,413.78
2025-06-05,CANOLA,2025-07,417.58
2025-06-06,CANOLA,2025-07,417.68
2025-06-09,CANOLA,2025-07,419.75
2025-06-10,CANOLA,2025-07,414.64
2025-06-11,CANOLA,2025-07,413.96
2025-06-12,CANOLA,2025-07,420.21
2025-06-13,CANOLA,2025-07,419.39
2025-06-16,CANOLA,2025-07,421.39
2025-06-17,CANOLA,2025-07,415.77
2025-06-18,CANOLA,2025-07,412.97
2025-06-19,CANOLA,2025-07,415.91
2025-06-20,CANOLA,2025-07,408.79
2025-06-23,CANOLA,2025-07,414.54
2025-06-24,CANOLA,2025-07,408.65
2025-06-25,CANOLA,2025-07,416.09
2025-06-26,CANOLA,2025-07,412.88
2025-06-27,CANOLA,2025-07,416.42
2025-06-30,CANOLA,2025-07,422.8
2025-01-02,CANOLA,2025-09,495.67
2025-01-03,CANOLA,2025-09,485.3
2025-01-06,CANOLA,2025-09,485.72
2025-01-07,CANOLA,2025-09,487.64
2025-01-08,CANOLA,2025-09,492.15
2025-01-09,CANOLA,2025-09,499.89
2025-01-10,CANOLA,2025-09,495.03
2025-01-13,CANOLA,2025-09,495.08
2025-01-14,CANOLA,2025-09,498.62
2025-01-15,CANOLA,2025-09,494.43
2025-01-16,CANOLA,2025-09,489.36
2025-01-17,CANOLA,2025-09,484.67
2025-01-20,CANOLA,2025-09,486.25
2025-01-21,CANOLA,2025-09,495.52
2025-01-22,CANOLA,2025-09,485.2
2025-01-23,CANOLA,2025-09,482.3
2025-01-24,CANOLA,2025-09,478.16
2025-01-27,CANOLA,2025-09,476.91
2025-01-28,CANOLA,2025-09,473.73
2025-01-29,CANOLA,2025-09,468.7
2025-01-30,CANOLA,2025-09,466.97
2025-01-31,CANOLA,2025-09,468.5
2025-02-03,CANOLA,2025-09,471.57
2025-02-04,CANOLA,2025-09,468.43
2025-02-05,CANOLA,2025-09,465.41
2025-02-06,CANOLA,2025-09,470.08
2025-02-07,CANOLA,2025-09,467.39
2025-02-10,CANOLA,2025-09,459.41
2025-02-11,CANOLA,2025-09,458.48
2025-02-12,CANOLA,2025-09,456.07
2025-02-13,CANOLA,2025-09,446.08
2025-02-14,CANOLA,2025-09,449.68
2025-02-17,CANOLA,2025-09,455.8
2025-02-18,CANOLA,2025-09,449.3
2025-02-19,CANOLA,2025-09,445.74
2025-02-20,CANOLA,2025-09,447.97
2025-02-21,CANOLA,2025-09,451.4
2025-02-24,CANOLA,2025-09,450.77
2025-02-25,CANOLA,2025-09,442.86
2025-02-26,CANOLA,2025-09,436.97
2025-02-27,CANOLA,2025-09,436.7
2025-02-28,CANOLA,2025-09,443.39
2025-03-03,CANOLA,2025-09,434.01
2025-03-04,CANOLA,2025-09,436.4
2025-03-05,CANOLA,2025-09,439.9
2025-03-06,CANOLA,2025-09,440.92
2025-03-07,CANOLA,2025-09,441.38
2025-03-10,CANOLA,2025-09,440.24
2025-03-11,CANOLA,2025-09,439.98
2025-03-12,CANOLA,2025-09,429.65
2025-03-13,CANOLA,2025-09,418.26
2025-03-14,CANOLA,2025-09,429.81
2025-03-17,CANOLA,2025-09,423.0
2025-03-18,CANOLA,2025-09,416.59
2025-03-19,CANOLA,2025-09,413.75
2025-03-20,CANOLA,2025-09,412.04
2025-03-21,CANOLA,2025-09,408.9
2025-03-24,CANOLA,2025-09,405.67
2025-03-25,CANOLA,2025-09,411.59
2025-03-26,CANOLA,2025-09,407.45
2025-03-27,CANOLA,2025-09,409.23
2025-03-28,CANOLA,2025-09,412.51
2025-03-31,CANOLA,2025-09,418.83
2025-04-01,CANOLA,2025-09,415.08
2025-04-02,CANOLA,2025-09,415.86
2025-04-03,CANOLA,2025-09,418.4
2025-04-04,CANOLA,2025-09,423.88
2025-04-07,CANOLA,2025-09,416.73
2025-04-08,CANOLA,2025-09,416.32
2025-04-09,CANOLA,2025-09,421.54
2025-04-10,CANOLA,2025-09,423.74
2025-04-11,CANOLA,2025-09,425.81
2025-04-14,CANOLA,2025-09,424.45
2025-04-15,CANOLA,2025-09,421.79
2025-04-16,CANOLA,2025-09,420.85
2025-04-17,CANOLA,2025-09,421.98
2025-04-18,CANOLA,2025-09,421.59
2025-04-21,CANOLA,2025-09,422.41
2025-04-22,CANOLA,2025-09,424.62
2025-04-23,CANOLA,2025-09,420.15
2025-04-24,CANOLA,2025-09,433.6
2025-04-25,CANOLA,2025-09,428.27
2025-04-28,CANOLA,2025-09,427.21
2025-04-29,CANOLA,2025-09,429.62
2025-04-30,CANOLA,2025-09,425.37
2025-05-01,CANOLA,2025-09,427.22
2025-05-02,CANOLA,2025-09,427.49
2025-05-05,CANOLA,2025-09,433.11
2025-05-06,CANOLA,2025-09,435.3
2025-05-07,CANOLA,2025-09,441.17
2025-05-08,CANOLA,2025-09,430.75
2025-05-09,CANOLA,2025-09,439.18
2025-05-12,CANOLA,2025-09,437.44
2025-05-13,CANOLA,2025-09,441.14
2025-05-14,CANOLA,2025-09,443.53
2025-05-15,CANOLA,2025-09,434.78
2025-05-16,CANOLA,2025-09,432.71
2025-05-19,CANOLA,2025-09,432.7
2025-05-20,CANOLA,2025-09,433.22
2025-05-21,CANOLA,2025-09,441.95
2025-05-22,CANOLA,2025-09,431.93
2025-05-23,CANOLA,2025-09,436.91
2025-05-26,CANOLA,2025-09,436.49
2025-05-27,CANOLA,2025-09,437.58
2025-05-28,CANOLA,2025-09,428.09
2025-05-29,CANOLA,2025-09,429.51
2025-05-30,CANOLA,2025-09,423.3
2025-06-02,CANOLA,2025-09,426.67
2025-06-03,CANOLA,2025-09,420.37
2025-06-04,CANOLA,2025-09,417.85
2025-06-05,CANOLA,2025-09,420.94
2025-06-06,CANOLA,2025-09,422.0
2025-06-09,CANOLA,2025-09,421.84
2025-06-10,CANOLA,2025-09,418.21
2025-06-11,CANOLA,2025-09,421.62
2025-06-12,CANOLA,2025-09,424.87
2025-06-13,CANOLA,2025-09,426.85
2025-06-16,CANOLA,2025-09,426.89
2025-06-17,CANOLA,2025-09,429.71
2025-06-18,CANOLA,2025-09,413.04
2025-06-19,CANOLA,2025-09,416.81
2025-06-20,CANOLA,2025-09,410.53
2025-06-23,CANOLA,2025-09,412.77
2025-06-24,CANOLA,2025-09,412.71
2025-06-25,CANOLA,2025-09,423.57
2025-06-26,CANOLA,2025-09,417.22
2025-06-27,CANOLA,2025-09,420.51
2025-06-30,CANOLA,2025-09,426.69
2025-01-02,CORN,2025-03,183.33
2025-01-03,CORN,2025-03,185.87
2025-01-06,CORN,2025-03,189.01
2025-01-07,CORN,2025-03,187.77
2025-01-08,CORN,2025-03,189.79
2025-01-09,CORN,2025-03,190.2
2025-01-10,CORN,2025-03,188.64
2025-01-13,CORN,2025-03,192.06
2025-01-14,CORN,2025-03,190.15
2025-01-15,CORN,2025-03,185.29
2025-01-16,CORN,2025-03,182.99
2025-01-17,CORN,2025-03,180.63
2025-01-20,CORN,2025-03,181.54
2025-01-21,CORN,2025-03,182.85
2025-01-22,CORN,2025-03,181.4
2025-01-23,CORN,2025-03,184.86
2025-01-24,CORN,2025-03,183.73
2025-01-27,CORN,2025-03,184.45
2025-01-28,CORN,2025-03,185.2
2025-01-29,CORN,2025-03,182.22
2025-01-30,CORN,2025-03,183.75
2025-01-31,CORN,2025-03,179.54
2025-02-03,CORN,2025-03,184.26
2025-02-04,CORN,2025-03,180.4
2025-02-05,CORN,2025-03,186.03
2025-02-06,CORN,2025-03,184.14
2025-02-07,CORN,2025-03,188.33
2025-02-10,CORN,2025-03,186.93
2025-02-11,CORN,2025-03,185.38
2025-02-12,CORN,2025-03,184.87
2025-02-13,CORN,2025-03,186.27
2025-02-14,CORN,2025-03,187.05
2025-02-17,CORN,2025-03,184.7
2025-02-18,CORN,2025-03,184.6
2025-02-19,CORN,2025-03,184.25
2025-02-20,CORN,2025-03,187.51
2025-02-21,CORN,2025-03,186.04
2025-02-24,CORN,2025-03,189.11
2025-02-25,CORN,2025-03,189.75
2025-02-26,CORN,2025-03,191.09
2025-02-27,CORN,2025-03,189.21
2025-02-28,CORN,2025-03,187.69
2025-03-03,CORN,2025-03,187.59
2025-03-04,CORN,2025-03,190.71
2025-03-05,CORN,2025-03,189.78
2025-03-06,CORN,2025-03,192.64
2025-03-07,CORN,2025-03,193.14
2025-03-10,CORN,2025-03,195.6
2025-03-11,CORN,2025-03,196.96
2025-03-12,CORN,2025-03,201.1
2025-03-13,CORN,2025-03,200.69
2025-03-14,CORN,2025-03,199.19
2025-03-17,CORN,2025-03,196.75
2025-03-18,CORN,2025-03,201.2
2025-03-19,CORN,2025-03,202.14
2025-03-20,CORN,2025-03,201.95
2025-03-21,CORN,2025-03,203.18
2025-03-24,CORN,2025-03,205.46
2025-03-25,CORN,2025-03,209.4
2025-03-26,CORN,2025-03,205.27
2025-03-27,CORN,2025-03,205.45
2025-03-28,CORN,2025-03,203.97
2025-03-31,CORN,2025-03,200.46
2025-04-01,CORN,2025-03,201.83
2025-04-02,CORN,2025-03,203.55
2025-04-03,CORN,2025-03,204.72
2025-04-04,CORN,2025-03,208.6
2025-04-07,CORN,2025-03,209.26
2025-04-08,CORN,2025-03,206.48
2025-04-09,CORN,2025-03,209.68
2025-04-10,CORN,2025-03,208.52
2025-04-11,CORN,2025-03,207.9
2025-04-14,CORN,2025-03,206.12
2025-04-15,CORN,2025-03,208.8
2025-04-16,CORN,2025-03,209.94
2025-04-17,CORN,2025-03,205.25
2025-04-18,CORN,2025-03,204.75
2025-04-21,CORN,2025-03,206.09
2025-04-22,CORN,2025-03,206.87
2025-04-23,CORN,2025-03,204.36
2025-04-24,CORN,2025-03,205.28
2025-04-25,CORN,2025-03,204.79
2025-04-28,CORN,2025-03,205.71
2025-04-29,CORN,2025-03,203.05
2025-04-30,CORN,2025-03,204.7
2025-05-01,CORN,2025-03,202.49
2025-05-02,CORN,2025-03,201.2
2025-05-05,CORN,2025-03,202.94
2025-05-06,CORN,2025-03,201.3
2025-05-07,CORN,2025-03,202.51
2025-05-08,CORN,2025-03,204.5
2025-05-09,CORN,2025-03,205.52
2025-05-12,CORN,2025-03,204.55
2025-05-13,CORN,2025-03,205.28
2025-05-14,CORN,2025-03,202.63
2025-05-15,CORN,2025-03,202.73
2025-05-16,CORN,2025-03,204.77
2025-05-19,CORN,2025-03,204.3
2025-05-20,CORN,2025-03,204.74
2025-05-21,CORN,2025-03,203.5
2025-05-22,CORN,2025-03,204.13
2025-05-23,CORN,2025-03,202.59
2025-05-26,CORN,2025-03,204.15
2025-05-27,CORN,2025-03,202.76
2025-05-28,CORN,2025-03,206.84
2025-05-29,CORN,2025-03,208.85
2025-05-30,CORN,2025-03,211.15
2025-06-02,CORN,2025-03,209.16
2025-06-03,CORN,2025-03,206.21
2025-06-04,CORN,2025-03,205.59
2025-06-05,CORN,2025-03,205.48
2025-06-06,CORN,2025-03,204.56
2025-06-09,CORN,2025-03,203.87
2025-06-10,CORN,2025-03,201.09
2025-06-11,CORN,2025-03,200.23
2025-06-12,CORN,2025-03,199.9
2025-06-13,CORN,2025-03,202.38
2025-06-16,CORN,2025-03,201.81
2025-06-17,CORN,2025-03,206.32
2025-06-18,CORN,2025-03,207.2
2025-06-19,CORN,2025-03,207.5
2025-06-20,CORN,2025-03,206.33
2025-06-23,CORN,2025-03,207.79
2025-06-24,CORN,2025-03,209.7
2025-06-25,CORN,2025-03,211.46
2025-06-26,CORN,2025-03,210.86
2025-06-27,CORN,2025-03,213.63
2025-06-30,CORN,2025-03,212.69
2025-01-02,CORN,2025-05,186.47
2025-01-03,CORN,2025-05,188.46
2025-01-06,CORN,2025-05,189.81
2025-01-07,CORN,2025-05,191.84
2025-01-08,CORN,2025-05,192.47
2025-01-09,CORN,2025-05,193.78
2025-01-10,CORN,2025-05,192.52
2025-01-13,CORN,2025-05,193.68
2025-01-14,CORN,2025-05,193.81
2025-01-15,CORN,2025-05,188.05
2025-01-16,CORN,2025-05,185.01
2025-01-17,CORN,2025-05,183.23
2025-01-20,CORN,2025-05,184.82
2025-01-21,CORN,2025-05,183.41
2025-01-22,CORN,2025-05,185.6
2025-01-23,CORN,2025-05,188.36
2025-01-24,CORN,2025-05,184.57
2025-01-27,CORN,2025-05,186.87
2025-01-28,CORN,2025-05,188.33
2025-01-29,CORN,2025-05,185.96
2025-01-30,CORN,2025-05,186.39
2025-01-31,CORN,2025-05,182.51
2025-02-03,CORN,2025-05,183.22
2025-02-04,CORN,2025-05,181.92
2025-02-05,CORN,2025-05,187.25
2025-02-06,CORN,2025-05,186.42
2025-02-07,CORN,2025-05,187.86
2025-02-10,CORN,2025-05,188.56
2025-02-11,CORN,2025-05,189.13
2025-02-12,CORN,2025-05,186.23
2025-02-13,CORN,2025-05,187.36
2025-02-14,CORN,2025-05,189.71
2025-02-17,CORN,2025-05,185.99
2025-02-18,CORN,2025-05,187.58
2025-02-19,CORN,2025-05,185.3
2025-02-20,CORN,2025-05,190.14
2025-02-21,CORN,2025-05,190.5
2025-02-24,CORN,2025-05,192.82
2025-02-25,CORN,2025-05,192.65
2025-02-26,CORN,2025-05,191.18
2025-02-27,CORN,2025-05,191.0
2025-02-28,CORN,2025-05,188.42
2025-03-03,CORN,2025-05,189.81
2025-03-04,CORN,2025-05,192.54
2025-03-05,CORN,2025-05,193.13
2025-03-06,CORN,2025-05,195.41
2025-03-07,CORN,2025-05,195.45
2025-03-10,CORN,2025-05,197.87
2025-03-11,CORN,2025-05,199.82
2025-03-12,CORN,2025-05,203.51
2025-03-13,CORN,2025-05,203.51
2025-03-14,CORN,2025-05,201.02
2025-03-17,CORN,2025-05,197.59
2025-03-18,CORN,2025-05,203.99
2025-03-19,CORN,2025-05,204.26
2025-03-20,CORN,2025-05,204.31
2025-03-21,CORN,2025-05,205.7
2025-03-24,CORN,2025-05,209.1
2025-03-25,CORN,2025-05,210.47
2025-03-26,CORN,2025-05,208.05
2025-03-27,CORN,2025-05,207.96
2025-03-28,CORN,2025-05,205.99
2025-03-31,CORN,2025-05,203.67
2025-04-01,CORN,2025-05,206.8
2025-04-02,CORN,2025-05,204.35
2025-04-03,CORN,2025-05,206.54
2025-04-04,CORN,2025-05,208.05
2025-04-07,CORN,2025-05,209.89
2025-04-08,CORN,2025-05,208.85
2025-04-09,CORN,2025-05,208.61
2025-04-10,CORN,2025-05,212.24
2025-04-11,CORN,2025-05,209.85
2025-04-14,CORN,2025-05,208.8
2025-04-15,CORN,2025-05,210.61
2025-04-16,CORN,2025-05,209.91
2025-04-17,CORN,2025-05,206.78
2025-04-18,CORN,2025-05,206.44
2025-04-21,CORN,2025-05,206.39
2025-04-22,CORN,2025-05,208.39
2025-04-23,CORN,2025-05,207.29
2025-04-24,CORN,2025-05,208.96
2025-04-25,CORN,2025-05,208.08
2025-04-28,CORN,2025-05,208.23
2025-04-29,CORN,2025-05,207.42
2025-04-30,CORN,2025-05,203.97
2025-05-01,CORN,2025-05,206.1
2025-05-02,CORN,2025-05,203.72
2025-05-05,CORN,2025-05,207.03
2025-05-06,CORN,2025-05,203.39
2025-05-07,CORN,2025-05,203.47
2025-05-08,CORN,2025-05,206.24
2025-05-09,CORN,2025-05,207.61
2025-05-12,CORN,2025-05,207.15
2025-05-13,CORN,2025-05,207.94
2025-05-14,CORN,2025-05,205.34
2025-05-15,CORN,2025-05,206.31
2025-05-16,CORN,2025-05,208.5
2025-05-19,CORN,2025-05,207.81
2025-05-20,CORN,2025-05,205.8
2025-05-21,CORN,2025-05,205.43
2025-05-22,CORN,2025-05,206.18
2025-05-23,CORN,2025-05,206.89
2025-05-26,CORN,2025-05,206.74
2025-05-27,CORN,2025-05,207.75
2025-05-28,CORN,2025-05,211.37
2025-05-29,CORN,2025-05,211.67
2025-05-30,CORN,2025-05,213.55
2025-06-02,CORN,2025-05,211.97
2025-06-03,CORN,2025-05,208.67
2025-06-04,CORN,2025-05,209.05
2025-06-05,CORN,2025-05,208.15
2025-06-06,CORN,2025-05,207.09
2025-06-09,CORN,2025-05,205.51
2025-06-10,CORN,2025-05,204.92
2025-06-11,CORN,2025-05,204.56
2025-06-12,CORN,2025-05,203.78
2025-06-13,CORN,2025-05,204.99
2025-06-16,CORN,2025-05,204.89
2025-06-17,CORN,2025-05,211.18
2025-06-18,CORN,2025-05,211.17
2025-06-19,CORN,2025-05,208.42
2025-06-20,CORN,2025-05,209.62
2025-06-23,CORN,2025-05,210.55
2025-06-24,CORN,2025-05,211.95
2025-06-25,CORN,2025-05,216.05
2025-06-26,CORN,2025-05,213.85
2025-06-27,CORN,2025-05,215.77
2025-06-30,CORN,2025-05,215.7
2025-01-02,CORN,2025-07,188.59
2025-01-03,CORN,2025-07,189.36
2025-01-06,CORN,2025-07,192.37
2025-01-07,CORN,2025-07,193.05
2025-01-08,CORN,2025-07,192.61
2025-01-09,CORN,2025-07,196.04
2025-01-10,CORN,2025-07,194.41
2025-01-13,CORN,2025-07,195.42
2025-01-14,CORN,2025-07,194.93
2025-01-15,CORN,2025-07,191.24
2025-01-16,CORN,2025-07,186.17
2025-01-17,CORN,2025-07,183.95
2025-01-20,CORN,2025-07,186.03
