date,commodity_id,commodity_name,metric,value,threshold,severity,explanation
2025-02-18,CANOLA,Canola,Hedge ratio below target,0.22,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-18,CANOLA,Canola,Large net open exposure,6752141.95,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-19,CANOLA,Canola,Hedge ratio below target,0.21,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-19,CANOLA,Canola,Large net open exposure,5448571.18,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-20,CANOLA,Canola,Hedge ratio below target,0.21,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-20,CANOLA,Canola,Large net open exposure,5460492.06,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-21,CANOLA,Canola,Hedge ratio below target,0.22,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-21,CANOLA,Canola,Large net open exposure,4575679.73,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-21,CANOLA,Canola,High margin requirement,1016337.1,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-24,CANOLA,Canola,Hedge ratio below target,0.25,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-02-24,CANOLA,Canola,Large net open exposure,3859814.91,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-02-25,CANOLA,Canola,Hedge ratio above target,3.48,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-02-26,CANOLA,Canola,Hedge ratio above target,3.48,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-02-26,CANOLA,Canola,High margin requirement,1016833.2,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-02-27,CANOLA,Canola,Hedge ratio above target,3.48,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-02-28,CANOLA,Canola,Large net open exposure,-3245083.61,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-03,CANOLA,Canola,Hedge ratio below target,0.57,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-04,CANOLA,Canola,Hedge ratio below target,0.57,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-05,CANOLA,Canola,Hedge ratio below target,0.58,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-06,CANOLA,Canola,Hedge ratio below target,0.21,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-06,CANOLA,Canola,Large net open exposure,2755504.79,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-06,CANOLA,Canola,High margin requirement,1126409.86,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-07,CANOLA,Canola,Hedge ratio below target,0.21,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-07,CANOLA,Canola,Large net open exposure,2783403.89,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-07,CANOLA,Canola,High margin requirement,1064180.11,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-10,CANOLA,Canola,Hedge ratio below target,0.2,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-10,CANOLA,Canola,Large net open exposure,3002023.61,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-10,CANOLA,Canola,High margin requirement,1233047.59,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-11,CANOLA,Canola,Hedge ratio below target,0.32,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-11,CANOLA,Canola,High margin requirement,1050874.8,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-12,CANOLA,Canola,Hedge ratio below target,0.32,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-12,CANOLA,Canola,High margin requirement,1043347.34,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-13,CANOLA,Canola,Hedge ratio below target,0.32,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-13,CANOLA,Canola,High margin requirement,1121022.64,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-14,CANOLA,Canola,Hedge ratio below target,0.32,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-14,CANOLA,Canola,High margin requirement,1165804.95,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-17,CANOLA,Canola,Hedge ratio below target,0.21,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-17,CANOLA,Canola,Large net open exposure,-2836591.49,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-17,CANOLA,Canola,High margin requirement,1175614.34,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-18,CANOLA,Canola,Hedge ratio below target,0.41,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-18,CANOLA,Canola,Large net open exposure,-3619417.56,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-18,CANOLA,Canola,High margin requirement,1311040.27,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-19,CANOLA,Canola,Hedge ratio below target,0.41,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-03-19,CANOLA,Canola,Large net open exposure,-3576199.95,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-19,CANOLA,Canola,High margin requirement,1187189.73,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-20,CANOLA,Canola,Hedge ratio above target,96.77,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-20,CANOLA,Canola,Large net open exposure,-1601814.7,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-20,CANOLA,Canola,High margin requirement,1309942.6,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-21,CANOLA,Canola,Hedge ratio above target,96.77,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-21,CANOLA,Canola,Large net open exposure,-1622495.49,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-21,CANOLA,Canola,High margin requirement,1288609.07,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-24,CANOLA,Canola,Hedge ratio above target,96.77,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-24,CANOLA,Canola,Large net open exposure,-1588092.57,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-24,CANOLA,Canola,High margin requirement,1244376.15,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-25,CANOLA,Canola,Hedge ratio above target,121.94,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-25,CANOLA,Canola,Large net open exposure,-2020217.19,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-25,CANOLA,Canola,High margin requirement,1425207.49,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-26,CANOLA,Canola,Hedge ratio above target,121.94,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-26,CANOLA,Canola,Large net open exposure,-2060298.83,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-03-26,CANOLA,Canola,High margin requirement,1291305.32,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-27,CANOLA,Canola,High margin requirement,1343540.09,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-28,CANOLA,Canola,Hedge ratio above target,2.05,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-28,CANOLA,Canola,High margin requirement,1388083.08,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-03-31,CANOLA,Canola,Hedge ratio above target,1.32,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-03-31,CANOLA,Canola,High margin requirement,1371396.54,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-01,CANOLA,Canola,High margin requirement,1221240.6,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-02,CANOLA,Canola,Hedge ratio above target,1.53,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-02,CANOLA,Canola,High margin requirement,1312345.61,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-03,CANOLA,Canola,Hedge ratio above target,1.7,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-03,CANOLA,Canola,Large net open exposure,-3517317.34,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-03,CANOLA,Canola,High margin requirement,1342856.56,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-04,CANOLA,Canola,Hedge ratio below target,0.7,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-04-04,CANOLA,Canola,Large net open exposure,-5088415.38,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-04,CANOLA,Canola,High margin requirement,1335519.33,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-07,CANOLA,Canola,Large net open exposure,-3876776.3,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-07,CANOLA,Canola,High margin requirement,1355658.29,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-08,CANOLA,Canola,Hedge ratio below target,0.56,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-04-08,CANOLA,Canola,Large net open exposure,-5644206.99,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-08,CANOLA,Canola,High margin requirement,1296403.46,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-09,CANOLA,Canola,Hedge ratio below target,0.61,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-04-09,CANOLA,Canola,Large net open exposure,-5894352.69,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-09,CANOLA,Canola,High margin requirement,1345935.14,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-10,CANOLA,Canola,Hedge ratio below target,0.39,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-04-10,CANOLA,Canola,Large net open exposure,-7818301.25,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-10,CANOLA,Canola,High margin requirement,1362659.05,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-11,CANOLA,Canola,Hedge ratio below target,0.39,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-04-11,CANOLA,Canola,Large net open exposure,-7779179.28,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-11,CANOLA,Canola,High margin requirement,1333103.69,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-14,CANOLA,Canola,Hedge ratio below target,0.51,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-04-14,CANOLA,Canola,Large net open exposure,-6642358.73,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-14,CANOLA,Canola,High margin requirement,1304529.82,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-15,CANOLA,Canola,Hedge ratio below target,0.61,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-04-15,CANOLA,Canola,Large net open exposure,-6149423.9,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-15,CANOLA,Canola,High margin requirement,1322459.24,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-16,CANOLA,Canola,Hedge ratio below target,0.49,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-04-16,CANOLA,Canola,Large net open exposure,-6963033.55,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-16,CANOLA,Canola,High margin requirement,1296447.88,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-17,CANOLA,Canola,Hedge ratio below target,0.56,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-04-17,CANOLA,Canola,Large net open exposure,-6515808.01,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-17,CANOLA,Canola,High margin requirement,1372907.28,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-18,CANOLA,Canola,Hedge ratio below target,0.56,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-04-18,CANOLA,Canola,Large net open exposure,-6462747.9,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-18,CANOLA,Canola,High margin requirement,1335236.58,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-21,CANOLA,Canola,Hedge ratio above target,1.74,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-21,CANOLA,Canola,Large net open exposure,-3956595.19,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-21,CANOLA,Canola,High margin requirement,1304727.83,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-22,CANOLA,Canola,Hedge ratio above target,2.55,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-22,CANOLA,Canola,Large net open exposure,-2000419.07,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-22,CANOLA,Canola,High margin requirement,1314371.42,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-23,CANOLA,Canola,High margin requirement,1284768.46,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-24,CANOLA,Canola,High margin requirement,1403000.29,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-25,CANOLA,Canola,High margin requirement,1354385.42,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-28,CANOLA,Canola,Hedge ratio above target,2.07,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-28,CANOLA,Canola,Large net open exposure,-1791655.57,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-28,CANOLA,Canola,High margin requirement,1294025.45,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-29,CANOLA,Canola,Hedge ratio above target,2.07,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-29,CANOLA,Canola,Large net open exposure,-1765702.9,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-29,CANOLA,Canola,High margin requirement,1383625.65,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-04-30,CANOLA,Canola,Hedge ratio above target,2.69,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-04-30,CANOLA,Canola,Large net open exposure,-2658284.64,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-04-30,CANOLA,Canola,High margin requirement,1443056.51,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-01,CANOLA,Canola,Hedge ratio above target,2.69,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-01,CANOLA,Canola,Large net open exposure,-2681251.52,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-01,CANOLA,Canola,High margin requirement,1393097.23,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-02,CANOLA,Canola,Hedge ratio above target,2.69,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-02,CANOLA,Canola,Large net open exposure,-2692255.12,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-02,CANOLA,Canola,High margin requirement,1536447.22,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-05,CANOLA,Canola,Hedge ratio above target,2.69,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-05,CANOLA,Canola,Large net open exposure,-2655309.96,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-05,CANOLA,Canola,High margin requirement,1444434.24,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-06,CANOLA,Canola,Hedge ratio above target,35.78,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-06,CANOLA,Canola,Large net open exposure,-3657486.98,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-06,CANOLA,Canola,High margin requirement,1452000.84,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-07,CANOLA,Canola,Hedge ratio above target,5.35,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-07,CANOLA,Canola,Large net open exposure,-3263104.43,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-07,CANOLA,Canola,High margin requirement,1478571.44,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-08,CANOLA,Canola,Hedge ratio above target,5.35,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-08,CANOLA,Canola,Large net open exposure,-3161990.16,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-08,CANOLA,Canola,High margin requirement,1543609.25,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-09,CANOLA,Canola,Hedge ratio above target,3.13,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-09,CANOLA,Canola,Large net open exposure,-2863868.07,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-09,CANOLA,Canola,High margin requirement,1477324.92,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-12,CANOLA,Canola,Hedge ratio above target,4.87,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-12,CANOLA,Canola,Large net open exposure,-4273244.66,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-12,CANOLA,Canola,High margin requirement,1405343.76,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-13,CANOLA,Canola,Hedge ratio above target,5.33,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-13,CANOLA,Canola,Large net open exposure,-4711122.96,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-13,CANOLA,Canola,High margin requirement,1564536.63,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-14,CANOLA,Canola,Hedge ratio above target,7.15,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-14,CANOLA,Canola,Large net open exposure,-4486347.57,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-14,CANOLA,Canola,High margin requirement,1501518.25,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-15,CANOLA,Canola,Hedge ratio above target,7.15,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-15,CANOLA,Canola,Large net open exposure,-4451105.62,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-15,CANOLA,Canola,High margin requirement,1634750.5,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-16,CANOLA,Canola,Hedge ratio above target,1.73,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-16,CANOLA,Canola,Large net open exposure,-2382318.76,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-16,CANOLA,Canola,High margin requirement,1554523.41,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-19,CANOLA,Canola,Hedge ratio above target,1.73,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-19,CANOLA,Canola,Large net open exposure,-2436962.0,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-19,CANOLA,Canola,High margin requirement,1415611.93,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-20,CANOLA,Canola,Hedge ratio above target,1.47,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-20,CANOLA,Canola,Large net open exposure,-2126323.16,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-20,CANOLA,Canola,High margin requirement,1576817.42,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-21,CANOLA,Canola,Hedge ratio above target,13.97,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-21,CANOLA,Canola,Large net open exposure,-4056065.53,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-21,CANOLA,Canola,High margin requirement,1675516.77,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-22,CANOLA,Canola,Hedge ratio above target,1.44,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-22,CANOLA,Canola,Large net open exposure,-6387947.73,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-22,CANOLA,Canola,High margin requirement,1652589.4,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-23,CANOLA,Canola,Hedge ratio above target,1.44,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-05-23,CANOLA,Canola,Large net open exposure,-6431289.72,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-23,CANOLA,Canola,High margin requirement,1668446.25,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-26,CANOLA,Canola,Hedge ratio below target,0.68,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-05-26,CANOLA,Canola,Large net open exposure,-8928007.16,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-26,CANOLA,Canola,High margin requirement,1491176.64,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-27,CANOLA,Canola,Hedge ratio below target,0.68,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-05-27,CANOLA,Canola,Large net open exposure,-8873725.16,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-27,CANOLA,Canola,High margin requirement,1611317.85,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-28,CANOLA,Canola,Hedge ratio below target,0.68,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-05-28,CANOLA,Canola,Large net open exposure,-8731040.73,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-28,CANOLA,Canola,High margin requirement,1509693.57,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-29,CANOLA,Canola,Hedge ratio below target,0.68,>= 0.75,Medium,Open physical exposure is under-hedged.
2025-05-29,CANOLA,Canola,Large net open exposure,-8824181.19,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-29,CANOLA,Canola,High margin requirement,1568537.77,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-05-30,CANOLA,Canola,Large net open exposure,-8267462.91,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-05-30,CANOLA,Canola,High margin requirement,1541765.78,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-02,CANOLA,Canola,Hedge ratio above target,149.84,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-02,CANOLA,Canola,Large net open exposure,-5265163.96,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-02,CANOLA,Canola,High margin requirement,1223083.39,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-03,CANOLA,Canola,Hedge ratio above target,149.84,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-03,CANOLA,Canola,Large net open exposure,-5317393.5,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-03,CANOLA,Canola,High margin requirement,1230599.41,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-04,CANOLA,Canola,Hedge ratio above target,149.84,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-04,CANOLA,Canola,Large net open exposure,-5260052.17,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-04,CANOLA,Canola,High margin requirement,1300567.66,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-05,CANOLA,Canola,Hedge ratio above target,149.84,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-05,CANOLA,Canola,Large net open exposure,-5308312.05,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-05,CANOLA,Canola,High margin requirement,1295657.47,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-06,CANOLA,Canola,Hedge ratio above target,149.84,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-06,CANOLA,Canola,Large net open exposure,-5309970.88,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-06,CANOLA,Canola,High margin requirement,1269348.9,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-09,CANOLA,Canola,Hedge ratio above target,149.84,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-09,CANOLA,Canola,Large net open exposure,-5335823.67,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-09,CANOLA,Canola,High margin requirement,1187633.32,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-10,CANOLA,Canola,Hedge ratio above target,2.14,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-10,CANOLA,Canola,Large net open exposure,-7062968.27,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-10,CANOLA,Canola,High margin requirement,1239794.77,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-11,CANOLA,Canola,Hedge ratio above target,4.3,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-11,CANOLA,Canola,Large net open exposure,-6141010.23,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-11,CANOLA,Canola,High margin requirement,1217977.91,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-12,CANOLA,Canola,Hedge ratio above target,4.3,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-12,CANOLA,Canola,Large net open exposure,-6228245.07,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-12,CANOLA,Canola,High margin requirement,1299116.92,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-13,CANOLA,Canola,Hedge ratio above target,5.61,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-13,CANOLA,Canola,Large net open exposure,-6005641.83,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-13,CANOLA,Canola,High margin requirement,1314610.06,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-16,CANOLA,Canola,Hedge ratio above target,2.13,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-16,CANOLA,Canola,Large net open exposure,-7181095.11,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-16,CANOLA,Canola,High margin requirement,1308490.92,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-17,CANOLA,Canola,Hedge ratio above target,2.13,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-17,CANOLA,Canola,Large net open exposure,-7108201.31,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-17,CANOLA,Canola,High margin requirement,1217522.23,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-18,CANOLA,Canola,Hedge ratio above target,1.64,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-18,CANOLA,Canola,Large net open exposure,-7582728.91,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-18,CANOLA,Canola,High margin requirement,1117877.02,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-19,CANOLA,Canola,Large net open exposure,-10057762.74,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-19,CANOLA,Canola,High margin requirement,1166709.22,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-20,CANOLA,Canola,Large net open exposure,-8470621.11,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-20,CANOLA,Canola,High margin requirement,1326839.03,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-23,CANOLA,Canola,Hedge ratio above target,2.55,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-23,CANOLA,Canola,Large net open exposure,-6757538.8,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-23,CANOLA,Canola,High margin requirement,1235293.77,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-24,CANOLA,Canola,Hedge ratio above target,2.55,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-24,CANOLA,Canola,Large net open exposure,-6670928.68,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-24,CANOLA,Canola,High margin requirement,1217745.42,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-25,CANOLA,Canola,Hedge ratio above target,2.55,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-25,CANOLA,Canola,Large net open exposure,-6790713.67,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-25,CANOLA,Canola,High margin requirement,1337933.45,"<= 1,000,000",Medium,Collateral requirement is elevated.
2025-06-26,CANOLA,Canola,Hedge ratio above target,2.55,<= 1.25,Medium,Futures quantity is high relative to physical exposure.
2025-06-26,CANOLA,Canola,Large net open exposure,-6791605.68,"abs <= 1,500,000",High,Residual price exposure needs review.
2025-06-26,CANOLA,Canola,High margin requirement,1328824.01,"<= 1,000,000",Medium,Collateral requirement is elevated.
