date,commodity_id,commodity_name,contract_month,avg_cash_price_cad_mt,futures_price_cad_mt,usd_cad,basis_cad_mt,physical_quantity_mt,futures_quantity_mt,net_open_quantity_mt,physical_exposure_cad,futures_exposure_cad,net_open_exposure_cad,hedge_ratio,daily_pnl_cad,cumulative_pnl_cad,basis_risk_cad,margin_requirement_cad,var_95_cad,var_99_cad,stress_down_5pct_cad,stress_up_5pct_cad,physical_transaction_count,futures_position_count
2025-05-26,BARLEY,Feed Barley,2025-05,254.91,332.4,1.35,-77.49,1899.0,-1800.0,99.0,484077.89,-598314.6,-114236.71,0.95,8350.92,-355784.6,5304.64,994377.38,44383.27,62674.55,10552.61,-10552.61,6.0,20.0
2025-05-27,BARLEY,Feed Barley,2025-05,252.25,333.91,1.35,-81.66,1899.0,4700.0,6599.0,479030.35,1569372.3,2048402.65,2.47,-7769.14,-363553.74,4899.11,1164951.1,33590.05,47433.23,-97629.83,97629.83,6.0,21.0
2025-05-28,BARLEY,Feed Barley,2025-05,252.35,335.46,1.35,-83.12,1899.0,-1700.0,199.0,479205.05,-570284.55,-91079.5,0.9,7471.46,-356082.28,4938.47,1204546.92,31648.81,44691.96,9346.03,-9346.03,6.0,22.0
2025-05-29,BARLEY,Feed Barley,2025-05,247.72,329.18,1.35,-81.47,1899.0,-1700.0,199.0,470412.68,-559612.8,-89200.12,0.9,1879.38,-354202.9,4515.56,1193428.63,25663.22,36239.58,9164.13,-9164.13,6.0,22.0
2025-05-30,BARLEY,Feed Barley,2025-05,244.4,325.82,1.34,-81.42,1899.0,-1700.0,199.0,464111.8,-553895.7,-89783.9,0.9,-583.78,-354786.69,4220.81,1283406.52,25624.19,36184.46,9130.31,-9130.31,6.0,22.0
2025-06-02,BARLEY,Feed Barley,2025-07,250.2,333.3,1.34,-83.09,7860.0,-10100.0,-2240.0,1966603.44,-3366311.82,-1399708.38,1.28,-1685.65,-356472.33,17379.14,1020164.93,24594.18,34729.97,89651.45,-89651.45,5.0,19.0
2025-06-03,BARLEY,Feed Barley,2025-07,248.32,337.58,1.35,-89.26,7860.0,-10100.0,-2240.0,1951826.64,-3409568.1,-1457741.46,1.28,-58033.08,-414505.41,21882.27,1044126.22,28840.82,40726.73,92405.34,-92405.34,5.0,19.0
2025-06-04,BARLEY,Feed Barley,2025-07,256.54,339.02,1.34,-82.48,7860.0,-10100.0,-2240.0,2016388.68,-3424102.0,-1407713.32,1.28,50028.14,-364477.27,21897.08,1014920.6,34936.96,49335.22,90549.55,-90549.55,5.0,19.0
2025-06-05,BARLEY,Feed Barley,2025-07,256.26,340.65,1.34,-84.39,7860.0,-10100.0,-2240.0,2014203.6,-3440613.48,-1426409.88,1.28,-18696.56,-383173.83,22231.04,979825.38,35214.13,49726.62,91462.53,-91462.53,5.0,19.0
2025-06-06,BARLEY,Feed Barley,2025-07,260.67,349.2,1.34,-88.54,6374.0,-10100.0,-3726.0,1661497.83,-3526960.4,-1865462.57,1.58,-51700.04,-434873.87,19626.4,1021960.54,39608.23,55931.62,109888.11,-109888.11,4.0,19.0
2025-06-09,BARLEY,Feed Barley,2025-07,263.46,346.9,1.34,-83.44,252.0,-10100.0,-9848.0,66392.93,-3503681.92,-3437288.99,40.08,41100.18,-393773.69,728.11,1045816.55,43098.36,60860.11,172528.38,-172528.38,3.0,19.0
2025-06-10,BARLEY,Feed Barley,2025-07,260.03,348.57,1.34,-88.54,252.0,-10100.0,-9848.0,65528.06,-3520599.42,-3455071.36,40.08,-17782.36,-411556.05,811.56,1002940.34,43424.79,61321.07,173408.85,-173408.85,3.0,19.0
2025-06-11,BARLEY,Feed Barley,2025-07,256.93,343.03,1.34,-86.09,252.0,-10100.0,-9848.0,64747.37,-3464568.66,-3399821.29,40.08,55250.06,-356305.99,823.58,1069454.04,48389.24,68331.48,170638.54,-170638.54,3.0,19.0
2025-06-12,BARLEY,Feed Barley,2025-07,259.48,346.67,1.34,-87.2,252.0,-10100.0,-9848.0,65387.95,-3501381.14,-3435993.19,40.08,-36171.9,-392477.88,849.85,1031499.14,50017.55,70630.85,172453.54,-172453.54,3.0,19.0
2025-06-13,BARLEY,Feed Barley,2025-07,257.26,345.68,1.34,-88.42,252.0,-10100.0,-9848.0,64829.02,-3491365.98,-3426536.96,40.08,9456.22,-383021.66,898.37,1006018.53,49883.53,70441.59,171975.14,-171975.14,3.0,19.0
2025-06-16,BARLEY,Feed Barley,2025-07,258.81,345.09,1.34,-86.28,252.0,-10100.0,-9848.0,65220.12,-3485411.02,-3420190.9,40.08,6346.06,-376675.6,835.0,1007595.63,49839.1,70378.86,171661.75,-171661.75,3.0,19.0
2025-06-17,BARLEY,Feed Barley,2025-07,259.18,348.0,1.34,-88.82,252.0,-10100.0,-9848.0,65312.86,-3514779.8,-3449466.94,40.08,-29276.04,-405951.64,852.3,1003035.35,49931.35,70509.11,173126.48,-173126.48,3.0,19.0
2025-06-18,BARLEY,Feed Barley,2025-07,266.63,351.2,1.34,-84.57,252.0,-10100.0,-9848.0,67191.77,-3547126.06,-3479934.29,40.08,-30467.35,-436418.99,839.54,947637.35,50723.27,71627.4,174668.63,-174668.63,3.0,19.0
2025-06-19,BARLEY,Feed Barley,2025-07,265.28,355.76,1.34,-90.48,252.0,-10100.0,-9848.0,66849.55,-3593141.66,-3526292.11,40.08,-46357.82,-482776.8,869.69,993971.77,52866.48,74653.88,176983.1,-176983.1,3.0,19.0
2025-06-20,BARLEY,Feed Barley,2025-07,265.06,352.97,1.34,-87.91,252.0,-10100.0,-9848.0,66795.62,-3564990.94,-3498195.32,40.08,28096.79,-454680.01,865.25,1006389.06,53393.37,75397.92,175577.72,-175577.72,3.0,19.0
2025-06-23,BARLEY,Feed Barley,2025-07,264.8,354.97,1.34,-90.17,252.0,-10100.0,-9848.0,66729.1,-3585156.6,-3518427.5,40.08,-20232.19,-474912.2,776.25,980955.95,53446.95,75473.58,176588.67,-176588.67,3.0,19.0
2025-06-24,BARLEY,Feed Barley,2025-07,265.73,355.73,1.34,-90.0,252.0,-10100.0,-9848.0,66964.97,-3592870.98,-3525906.01,40.08,-7478.51,-482390.71,767.22,1011034.85,53445.65,75471.73,176964.95,-176964.95,3.0,19.0
2025-06-25,BARLEY,Feed Barley,2025-07,268.06,356.59,1.34,-88.53,252.0,-10100.0,-9848.0,67551.12,-3601532.74,-3533981.62,40.08,-8075.61,-490466.32,753.0,998408.55,53193.78,75116.06,177374.59,-177374.59,3.0,19.0
2025-06-26,BARLEY,Feed Barley,2025-07,271.99,364.14,1.35,-92.14,4597.0,-10100.0,-5503.0,1250356.42,-3677768.55,-2427412.13,2.2,-75244.44,-565710.76,13722.03,1036114.88,58730.01,82933.9,133874.17,-133874.17,2.0,19.0
2025-06-27,BARLEY,Feed Barley,2025-07,273.21,366.13,1.35,-92.92,4597.0,-10100.0,-5503.0,1255955.56,-3697948.35,-2441992.79,2.2,-14580.65,-580291.41,13531.23,1031664.13,58615.74,82772.52,134659.19,-134659.19,2.0,19.0
2025-06-30,BARLEY,Feed Barley,2025-07,277.55,369.37,1.35,-91.82,4597.0,-10100.0,-5503.0,1275897.35,-3730672.35,-2454775.0,2.2,-12782.21,-593073.63,13224.68,1011726.69,58498.47,82606.93,135497.72,-135497.72,2.0,19.0
2025-01-02,CANOLA,Canola,2025-03,486.59,654.21,1.36,-167.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2025-01-03,CANOLA,Canola,2025-03,476.81,638.33,1.36,-161.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2025-01-06,CANOLA,Canola,2025-03,476.15,635.95,1.36,-159.8,0.0,160.0,160.0,0.0,101751.94,101751.94,0.0,-0.0,0.0,0.0,15130.38,0.0,0.0,-5087.6,5087.6,0.0,1.0
2025-01-07,CANOLA,Canola,2025-03,480.17,643.96,1.36,-163.79,0.0,160.0,160.0,0.0,103033.6,103033.6,0.0,1281.66,1281.66,0.0,15183.37,0.0,0.0,-5151.68,5151.68,0.0,1.0
2025-01-08,CANOLA,Canola,2025-03,482.39,643.36,1.36,-160.97,1893.0,-200.0,1693.0,913160.48,-128672.32,784488.16,0.11,-95.74,1185.92,5850.96,44794.05,965.83,1363.87,-30092.8,30092.8,1.0,2.0
2025-01-09,CANOLA,Canola,2025-03,482.74,640.32,1.35,-157.57,5496.0,-200.0,5296.0,2653161.02,-128063.7,2525097.32,0.04,1282.53,2468.45,19110.05,47951.51,1114.49,1573.8,-99723.26,99723.26,2.0,2.0
2025-01-10,CANOLA,Canola,2025-03,485.44,643.65,1.35,-158.21,5496.0,-720.0,4776.0,2667978.24,-463430.16,2204548.08,0.13,14150.32,16618.76,19034.99,97332.3,8628.34,12184.27,-83547.62,83547.62,2.0,3.0
2025-01-13,CANOLA,Canola,2025-03,484.17,638.2,1.35,-154.03,10399.0,-720.0,9679.0,5034925.43,-459503.28,4575422.15,0.07,-3031.06,13587.71,42874.64,90861.26,8588.09,12127.43,-178421.85,178421.85,3.0,3.0
2025-01-14,CANOLA,Canola,2025-03,488.33,651.7,1.35,-163.37,10399.0,-720.0,9679.0,5078122.87,-469223.28,4608899.59,0.07,33477.45,47065.15,41373.1,94805.1,19236.21,27163.86,-179663.75,179663.75,3.0,3.0
2025-01-15,CANOLA,Canola,2025-03,489.61,651.33,1.35,-161.73,10399.0,-720.0,9679.0,5091412.79,-468960.84,4622451.95,0.07,13552.36,60617.52,39135.41,94329.14,18648.76,26334.3,-180208.47,180208.47,3.0,3.0
2025-01-16,CANOLA,Canola,2025-03,482.59,638.82,1.35,-156.23,7105.0,-720.0,6385.0,3428816.16,-459950.4,2968865.76,0.1,-63928.15,-3310.63,27239.45,101753.5,39056.35,55152.3,-114155.13,114155.13,4.0,3.0
2025-01-17,CANOLA,Canola,2025-03,477.86,634.43,1.36,-156.56,7105.0,-720.0,6385.0,3395223.72,-456787.01,2938436.71,0.1,-30429.05,-33739.68,27162.28,102821.22,39908.15,56355.15,-112969.6,112969.6,4.0,3.0
2025-01-20,CANOLA,Canola,2025-03,483.77,646.03,1.36,-162.26,7105.0,-720.0,6385.0,3437171.64,-465139.58,2972032.06,0.1,33595.34,-144.33,26346.3,89115.69,41683.6,58862.3,-114229.89,114229.89,4.0,3.0
2025-01-21,CANOLA,Canola,2025-03,483.65,646.3,1.36,-162.65,7105.0,-720.0,6385.0,3436347.46,-465335.42,2971012.04,0.1,-1020.02,-1164.35,25708.14,104995.86,40050.78,56556.56,-114187.13,114187.13,4.0,3.0
2025-01-22,CANOLA,Canola,2025-03,477.59,633.75,1.36,-156.16,8697.0,-1320.0,7377.0,4153582.84,-836545.25,3317037.59,0.15,-34046.7,-35211.06,31818.81,145040.68,41217.15,58203.61,-124316.05,124316.05,5.0,4.0
2025-01-23,CANOLA,Canola,2025-03,471.8,631.04,1.36,-159.24,8697.0,-2040.0,6657.0,4103227.21,-1287321.6,2815905.61,0.23,-46783.18,-81994.24,30805.26,225147.02,43835.79,61901.45,-99763.01,99763.01,5.0,5.0
2025-01-24,CANOLA,Canola,2025-03,469.12,623.82,1.36,-154.7,7160.0,-2640.0,4520.0,3358884.88,-1646880.58,1712004.3,0.37,-8575.9,-90570.14,26289.44,282277.08,42466.28,59967.54,-52011.37,52011.37,7.0,6.0
2025-01-27,CANOLA,Canola,2025-03,468.71,623.27,1.36,-154.56,7160.0,-2640.0,4520.0,3355963.6,-1645444.42,1710519.18,0.37,-1485.12,-92055.26,26985.53,260905.17,41225.44,58215.32,-51966.32,51966.32,7.0,6.0
2025-01-28,CANOLA,Canola,2025-03,464.22,617.14,1.36,-152.92,2262.0,-2640.0,-378.0,1050056.59,-1629251.71,-579195.12,1.17,-15984.34,-108039.59,8959.96,277090.1,40274.67,56872.72,39460.32,-39460.32,8.0,6.0
2025-01-29,CANOLA,Canola,2025-03,456.7,619.36,1.36,-162.66,968.0,-4080.0,-3112.0,442085.6,-2526979.01,-2084893.41,4.21,-22853.54,-130893.14,3808.39,402181.65,39708.9,56073.77,108665.53,-108665.53,10.0,7.0
2025-01-30,CANOLA,Canola,2025-03,454.56,609.29,1.36,-154.73,968.0,-4080.0,-3112.0,440016.02,-2485917.89,-2045901.87,4.21,38991.54,-91901.6,3427.06,412875.06,43091.57,60850.52,106695.25,-106695.25,10.0,7.0
2025-01-31,CANOLA,Canola,2025-03,460.32,617.7,1.36,-157.38,968.0,-4080.0,-3112.0,445587.82,-2520209.47,-2074621.65,4.21,-28719.78,-120621.38,3374.92,407648.03,43947.05,62058.56,108186.96,-108186.96,10.0,7.0
2025-02-03,CANOLA,Canola,2025-03,460.78,618.38,1.36,-157.59,968.0,-5260.0,-4292.0,446038.91,-3252670.38,-2806631.47,5.43,-2323.31,-122944.69,3366.12,536755.82,43909.71,62005.83,144791.96,-144791.96,10.0,8.0
2025-02-04,CANOLA,Canola,2025-03,464.02,620.12,1.36,-156.1,7021.0,-5260.0,1761.0,3257856.34,-3261826.99,-3970.66,0.75,-6028.03,-128972.72,22918.82,513788.32,43815.22,61872.41,32777.1,-32777.1,11.0,8.0
2025-02-05,CANOLA,Canola,2025-03,461.78,616.66,1.36,-154.89,7021.0,-5260.0,1761.0,3242143.34,-3243656.85,-1513.51,0.75,2457.15,-126515.57,22849.55,508802.48,43878.87,61962.29,32497.11,-32497.11,11.0,8.0
2025-02-06,CANOLA,Canola,2025-03,461.6,620.72,1.36,-159.12,7021.0,-4660.0,2361.0,3240879.56,-2892544.02,348335.54,0.66,-22581.51,-149097.08,22959.94,691855.92,44163.78,62364.61,14992.02,-14992.02,11.0,11.0
2025-02-07,CANOLA,Canola,2025-03,456.05,611.66,1.36,-155.61,7021.0,-4660.0,2361.0,3201913.01,-2850335.6,351577.41,0.66,3241.87,-145855.22,23187.29,678182.69,43574.2,61532.06,14440.26,-14440.26,11.0,11.0
2025-02-10,CANOLA,Canola,2025-03,452.48,602.02,1.36,-149.54,7021.0,-4660.0,2361.0,3176862.08,-2805402.02,371460.06,0.66,19882.66,-125972.56,25905.66,682198.74,44761.85,63209.16,13195.62,-13195.62,11.0,11.0
2025-02-11,CANOLA,Canola,2025-03,450.23,597.52,1.36,-147.28,10194.0,-4660.0,5534.0,4589685.4,-2784424.56,1805260.84,0.46,5208.29,-120764.27,41339.67,645175.45,42245.28,59655.45,-44366.19,44366.19,13.0,11.0
2025-02-12,CANOLA,Canola,2025-03,446.62,596.82,1.36,-150.2,10194.0,-4660.0,5534.0,4552823.89,-2781192.38,1771631.51,0.46,-33629.33,-154393.6,41857.07,635086.22,42320.02,59761.0,-43053.34,43053.34,13.0,11.0
2025-02-13,CANOLA,Canola,2025-03,442.0,592.59,1.37,-150.59,14076.0,-4660.0,9416.0,6221648.3,-2761485.71,3460162.59,0.33,-27328.44,-181722.04,60257.31,652505.98,37623.99,53129.64,-110791.65,110791.65,14.0,11.0
2025-02-14,CANOLA,Canola,2025-03,443.67,598.85,1.37,-155.18,14076.0,-4660.0,9416.0,6245155.22,-2790661.5,3454493.72,0.33,-5668.87,-187390.91,60217.1,651091.51,36693.32,51815.42,-110273.13,110273.13,14.0,11.0
2025-02-17,CANOLA,Canola,2025-03,448.89,595.57,1.36,-146.69,21597.0,-4660.0,16937.0,9694590.94,-2775361.79,6919229.15,0.22,88663.82,-98727.09,95674.08,683637.25,49098.16,69332.56,-249015.55,249015.55,16.0,11.0
2025-02-18,CANOLA,Canola,2025-03,441.3,596.28,1.36,-154.98,21597.0,-4660.0,16937.0,9530799.29,-2778657.34,6752141.95,0.22,-167087.2,-265814.29,87202.7,688669.59,77321.97,109187.99,-242299.1,242299.1,16.0,11.0
2025-02-19,CANOLA,Canola,2025-03,438.55,583.13,1.36,-144.58,17344.0,-3700.0,13644.0,7606141.82,-2157570.64,5448571.18,0.21,1763.26,-264051.03,79464.59,746262.71,77069.08,108830.89,-196367.14,196367.14,17.0,12.0
2025-02-20,CANOLA,Canola,2025-03,441.24,592.55,1.37,-151.31,17344.0,-3700.0,13644.0,7652935.94,-2192443.88,5460492.06,0.21,11920.87,-252130.16,76982.35,799742.2,76250.88,107675.48,-196495.24,196495.24,17.0,12.0
2025-02-21,CANOLA,Canola,2025-03,443.84,590.05,1.37,-146.21,14590.0,-3220.0,11370.0,6475625.6,-1899945.87,4575679.73,0.22,54301.29,-197828.86,68841.68,1016337.1,79693.96,112537.53,-164027.73,164027.73,18.0,14.0
2025-02-24,CANOLA,Canola,2025-03,441.74,587.72,1.36,-145.99,13022.0,-3220.0,9802.0,5752286.19,-1892471.28,3859814.91,0.25,-23222.77,-221051.64,64619.57,965866.48,79945.56,112892.82,-135467.88,135467.88,18.0,14.0
2025-02-25,CANOLA,Canola,2025-03,429.93,582.12,1.36,-152.19,925.0,-3220.0,-2295.0,397683.4,-1874428.98,-1476745.58,3.48,-135721.47,-356773.11,4590.88,925110.11,93113.28,131487.24,77814.11,-77814.11,20.0,14.0
2025-02-26,CANOLA,Canola,2025-03,430.27,567.58,1.36,-137.31,925.0,-3220.0,-2295.0,397999.75,-1827615.33,-1429615.58,3.48,47130.0,-309643.11,5068.77,1016833.2,95539.85,134913.85,75460.78,-75460.78,20.0,14.0
2025-02-27,CANOLA,Canola,2025-03,432.13,580.24,1.37,-148.11,925.0,-3220.0,-2295.0,399720.25,-1868360.24,-1468639.99,3.48,-39024.41,-348667.53,5056.34,961241.2,94259.23,133105.45,77429.2,-77429.2,20.0,14.0
2025-02-28,CANOLA,Canola,2025-03,433.84,591.06,1.37,-157.22,-3093.0,-3220.0,-6313.0,-1341873.31,-1903210.3,-3245083.61,1.04,-33266.46,-381933.99,16876.82,968450.27,94383.84,133281.42,148835.45,-148835.45,21.0,14.0
2025-03-03,CANOLA,Canola,2025-03,423.29,571.84,1.37,-148.55,5694.0,-3220.0,2474.0,2410190.48,-1841318.36,568872.12,0.57,94541.65,-287392.34,29922.98,950498.96,102390.17,144587.33,-4341.7,4341.7,19.0,14.0
2025-03-04,CANOLA,Canola,2025-03,424.4,575.96,1.37,-151.56,5694.0,-3220.0,2474.0,2416533.6,-1854596.67,561936.93,0.57,-6935.2,-294327.53,29038.7,929292.85,102387.93,144584.17,-3931.51,3931.51,19.0,14.0
2025-03-05,CANOLA,Canola,2025-03,433.49,584.63,1.37,-151.15,5694.0,-3300.0,2394.0,2468269.28,-1929291.54,538977.74,0.58,23811.52,-270516.01,28426.75,913943.78,103009.69,145462.16,-2266.19,2266.19,19.0,15.0
2025-03-06,CANOLA,Canola,2025-03,429.99,579.96,1.37,-149.97,8998.0,-1920.0,7078.0,3869032.02,-1113527.23,2755504.79,0.21,-4501.0,-275017.01,40728.8,1126409.86,102838.69,145220.7,-99084.92,99084.92,20.0,16.0
2025-03-07,CANOLA,Canola,2025-03,433.42,581.5,1.37,-148.08,8998.0,-1920.0,7078.0,3899877.17,-1116473.28,2783403.89,0.21,27899.1,-247117.92,38854.54,1064180.11,103566.18,146248.01,-100171.42,100171.42,20.0,16.0
2025-03-10,CANOLA,Canola,2025-03,429.5,572.3,1.37,-142.81,9548.0,-1920.0,7628.0,4100846.9,-1098823.3,3002023.61,0.2,-17604.18,-264722.1,43512.0,1233047.59,103195.23,145724.17,-109092.71,109092.71,18.0,16.0
2025-03-11,CANOLA,Canola,2025-03,430.34,581.17,1.37,-150.83,5945.0,-1920.0,4025.0,2558371.3,-1115841.98,1442529.32,0.32,-8979.27,-273701.37,27084.83,1050874.8,103088.66,145573.68,-46542.75,46542.75,17.0,16.0
2025-03-12,CANOLA,Canola,2025-03,422.15,570.32,1.37,-148.17,5945.0,-1920.0,4025.0,2509681.75,-1095009.22,1414672.53,0.32,-27856.78,-301558.15,27076.17,1043347.34,102902.02,145310.12,-45636.81,45636.81,17.0,16.0
2025-03-13,CANOLA,Canola,2025-03,415.05,555.48,1.37,-140.43,5945.0,-1920.0,4025.0,2467460.36,-1066521.98,1400938.38,0.32,-13734.16,-315292.31,29293.86,1121022.64,102645.9,144948.46,-45372.32,45372.32,17.0,16.0
2025-03-14,CANOLA,Canola,2025-03,419.0,563.95,1.37,-144.95,5945.0,-1920.0,4025.0,2490943.11,-1082777.86,1408165.25,0.32,7226.88,-308065.43,28130.35,1165804.95,102774.27,145129.72,-45498.83,45498.83,17.0,16.0
2025-03-17,CANOLA,Canola,2025-03,415.53,556.66,1.37,-141.12,-5326.0,-1120.0,-6446.0,-2213134.08,-623457.41,-2836591.49,0.21,-6599.75,-314665.18,26489.39,1175614.34,95982.35,135538.71,119698.23,-119698.23,13.0,17.0
2025-03-18,CANOLA,Canola,2025-03,413.83,554.55,1.37,-140.71,-5664.0,-2300.0,-7964.0,-2343955.78,-1275461.78,-3619417.56,0.41,11417.18,-303248.01,27803.45,1311040.27,74531.53,105247.56,157531.32,-157531.32,14.0,18.0
2025-03-19,CANOLA,Canola,2025-03,407.5,551.36,1.37,-143.86,-5664.0,-2300.0,-7964.0,-2308080.0,-1268119.95,-3576199.95,0.41,43217.61,-260030.4,27927.53,1187189.73,76367.91,107840.75,155729.2,-155729.2,14.0,18.0
2025-03-20,CANOLA,Canola,2025-03,402.26,538.09,1.37,-135.84,31.0,-3000.0,-2969.0,12470.0,-1614284.7,-1601814.7,96.77,60192.37,-199838.03,167.82,1309942.6,79444.17,112184.79,80215.44,-80215.44,15.0,19.0
2025-03-21,CANOLA,Canola,2025-03,404.67,545.01,1.37,-140.35,31.0,-3000.0,-2969.0,12544.71,-1635040.2,-1622495.49,96.77,-20680.79,-220518.82,172.75,1288609.07,77240.24,109072.58,81250.22,-81250.22,15.0,19.0
2025-03-24,CANOLA,Canola,2025-03,402.09,533.52,1.37,-131.43,31.0,-3000.0,-2969.0,12464.73,-1600557.3,-1588092.57,96.77,34402.92,-186115.9,199.95,1244376.15,77803.05,109867.34,79529.28,-79529.28,15.0,19.0
2025-03-25,CANOLA,Canola,2025-03,401.13,537.74,1.37,-136.61,31.0,-3780.0,-3749.0,12435.09,-2032652.29,-2020217.19,121.94,-12688.44,-198804.34,201.69,1425207.49,57156.87,80712.42,101135.21,-101135.21,15.0,20.0
2025-03-26,CANOLA,Canola,2025-03,402.83,548.36,1.37,-145.53,31.0,-3780.0,-3749.0,12487.61,-2072786.44,-2060298.83,121.94,-40081.64,-238885.98,194.91,1291305.32,57634.55,81386.97,103139.82,-103139.82,15.0,20.0
2025-03-27,CANOLA,Canola,2025-03,405.96,547.34,1.37,-141.38,3885.0,-3780.0,105.0,1577170.14,-2068954.27,-491784.13,0.97,3929.44,-234956.53,24415.82,1343540.09,55217.47,77973.76,40360.91,-40360.91,15.0,20.0
2025-03-28,CANOLA,Canola,2025-03,405.45,545.15,1.37,-139.7,1848.0,-3780.0,-1932.0,749264.21,-2060668.51,-1311404.3,2.05,6273.33,-228683.2,10361.64,1388083.08,53107.53,74994.28,73062.86,-73062.86,16.0,20.0
2025-03-31,CANOLA,Canola,2025-03,413.17,549.58,1.37,-136.41,2864.0,-3780.0,-916.0,1183318.88,-2077395.39,-894076.51,1.32,-2452.93,-231136.13,16339.58,1371396.54,41062.43,57985.12,56537.01,-56537.01,14.0,20.0
2025-04-01,CANOLA,Canola,2025-05,407.79,551.66,1.37,-143.87,2864.0,-3360.0,-496.0,1167910.56,-1853570.54,-685659.98,1.17,-23279.79,-254415.92,15319.14,1221240.6,42049.35,59378.78,45962.1,-45962.1,14.0,15.0
2025-04-02,CANOLA,Canola,2025-05,404.96,553.08,1.37,-148.12,2864.0,-4380.0,-1516.0,1159811.17,-2422502.23,-1262691.06,1.53,-12886.72,-267302.64,14705.38,1312345.61,41497.45,58599.44,74732.66,-74732.66,14.0,16.0
2025-04-03,CANOLA,Canola,2025-05,408.81,562.7,1.37,-153.89,-2575.0,-4380.0,-6955.0,-1052690.9,-2464626.44,-3517317.34,1.7,-31097.81,-298400.45,14152.13,1342856.56,43056.52,60801.03,165338.96,-165338.96,13.0,16.0
2025-04-04,CANOLA,Canola,2025-05,414.74,566.99,1.37,-152.24,-6281.0,-4380.0,-10661.0,-2605007.06,-2483408.32,-5088415.38,0.7,-34056.78,-332457.23,36315.44,1335519.33,43130.84,60905.98,228370.7,-228370.7,12.0,16.0
2025-04-07,CANOLA,Canola,2025-05,411.8,553.97,1.37,-142.17,-3522.0,-4380.0,-7902.0,-1450373.69,-2426402.62,-3876776.3,1.24,75471.84,-256985.39,20371.81,1355658.29,51805.29,73155.35,179335.08,-179335.08,13.0,16.0
2025-04-08,CANOLA,Canola,2025-05,409.51,559.08,1.37,-149.57,-7803.0,-4380.0,-12183.0,-3195422.14,-2448784.85,-5644206.99,0.56,-14309.81,-271295.21,44473.21,1296403.46,51980.42,73402.65,250256.13,-250256.13,11.0,16.0
2025-04-09,CANOLA,Canola,2025-05,415.06,560.26,1.37,-145.2,-7803.0,-4740.0,-12543.0,-3238713.18,-2655639.51,-5894352.69,0.61,-48451.56,-319746.77,43622.8,1345935.14,54081.63,76369.81,262330.5,-262330.5,11.0,17.0
2025-04-10,CANOLA,Canola,2025-05,415.65,570.99,1.37,-155.34,-12216.0,-4800.0,-17016.0,-5077555.97,-2740745.28,-7818301.25,0.39,-55434.62,-375181.38,76148.73,1362659.05,57574.26,81301.84,340139.5,-340139.5,12.0,18.0
2025-04-11,CANOLA,Canola,2025-05,414.19,566.55,1.36,-152.36,-12216.0,-4800.0,-17016.0,-5059745.04,-2719434.24,-7779179.28,0.39,39121.97,-336059.42,79918.34,1333103.69,59554.2,84097.75,338361.51,-338361.51,12.0,18.0
2025-04-14,CANOLA,Canola,2025-05,416.36,563.07,1.36,-146.7,-9462.0,-4800.0,-14262.0,-3939636.17,-2702722.56,-6642358.73,0.51,-9845.9,-345905.32,61896.93,1304529.82,59606.84,84172.08,292721.57,-292721.57,11.0,18.0
2025-04-15,CANOLA,Canola,2025-05,414.05,560.71,1.36,-146.67,-8135.0,-4960.0,-13095.0,-3368280.48,-2781143.42,-6149423.9,0.61,33207.43,-312697.89,53012.43,1322459.24,60816.6,85880.42,273788.39,-273788.39,12.0,19.0
2025-04-16,CANOLA,Canola,2025-05,416.19,560.97,1.36,-144.78,-10045.0,-4960.0,-15005.0,-4180608.46,-2782425.09,-6963033.55,0.49,-18690.56,-331388.45,65454.29,1296447.88,58696.2,82886.14,306345.59,-306345.59,14.0,19.0
2025-04-17,CANOLA,Canola,2025-05,416.19,566.71,1.37,-150.53,-8902.0,-4960.0,-13862.0,-3704905.58,-2810902.43,-6515808.01,0.56,-28477.34,-359865.8,56298.23,1372907.28,53807.97,75983.37,288741.34,-288741.34,15.0,19.0
2025-04-18,CANOLA,Canola,2025-05,414.55,558.96,1.36,-144.41,-8902.0,-4960.0,-13862.0,-3690306.3,-2772441.6,-6462747.9,0.56,53060.11,-306805.68,55428.31,1335236.58,58030.67,81946.34,286234.33,-286234.33,15.0,19.0
2025-04-21,CANOLA,Canola,2025-05,412.24,561.33,1.36,-149.08,-2844.0,-4960.0,-7804.0,-1172416.25,-2784178.94,-3956595.19,1.74,8790.67,-298015.02,15181.43,1304727.83,56326.48,79539.82,186105.6,-186105.6,14.0,19.0
2025-04-22,CANOLA,Canola,2025-05,410.2,564.08,1.37,-153.88,1944.0,-4960.0,-3016.0,797436.58,-2797855.65,-2000419.07,2.55,-7880.63,-305895.65,9897.0,1314371.42,56267.63,79456.71,107995.32,-107995.32,15.0,19.0
2025-04-23,CANOLA,Canola,2025-05,414.89,562.11,1.37,-147.22,5901.0,-4960.0,941.0,2448265.89,-2788070.56,-339804.67,0.84,18894.67,-287000.98,29963.93,1284768.46,55250.17,78019.94,41472.89,-41472.89,13.0,19.0
