date,commodity_id,region,cash_price_cad_mt
2025-05-14,WHEAT,British Columbia,309.38
2025-05-15,WHEAT,British Columbia,305.98
2025-05-16,WHEAT,British Columbia,306.98
2025-05-19,WHEAT,British Columbia,306.06
2025-05-20,WHEAT,British Columbia,313.1
2025-05-21,WHEAT,British Columbia,322.84
2025-05-22,WHEAT,British Columbia,319.55
2025-05-23,WHEAT,British Columbia,302.41
2025-05-26,WHEAT,British Columbia,308.75
2025-05-27,WHEAT,British Columbia,307.81
2025-05-28,WHEAT,British Columbia,302.28
2025-05-29,WHEAT,British Columbia,312.85
2025-05-30,WHEAT,British Columbia,313.37
2025-06-02,WHEAT,British Columbia,302.33
2025-06-03,WHEAT,British Columbia,304.6
2025-06-04,WHEAT,British Columbia,297.08
2025-06-05,WHEAT,British Columbia,295.36
2025-06-06,WHEAT,British Columbia,302.62
2025-06-09,WHEAT,British Columbia,292.35
2025-06-10,WHEAT,British Columbia,296.13
2025-06-11,WHEAT,British Columbia,282.47
2025-06-12,WHEAT,British Columbia,293.84
2025-06-13,WHEAT,British Columbia,293.99
2025-06-16,WHEAT,British Columbia,287.7
2025-06-17,WHEAT,British Columbia,288.07
2025-06-18,WHEAT,British Columbia,284.6
2025-06-19,WHEAT,British Columbia,302.17
2025-06-20,WHEAT,British Columbia,293.21
2025-06-23,WHEAT,British Columbia,292.78
2025-06-24,WHEAT,British Columbia,292.48
2025-06-25,WHEAT,British Columbia,296.46
2025-06-26,WHEAT,British Columbia,301.15
2025-06-27,WHEAT,British Columbia,298.78
2025-06-30,WHEAT,British Columbia,302.32
2025-01-02,CANOLA,Manitoba,486.13
2025-01-03,CANOLA,Manitoba,479.04
2025-01-06,CANOLA,Manitoba,475.49
2025-01-07,CANOLA,Manitoba,478.01
2025-01-08,CANOLA,Manitoba,486.87
2025-01-09,CANOLA,Manitoba,482.91
2025-01-10,CANOLA,Manitoba,475.54
2025-01-13,CANOLA,Manitoba,478.53
2025-01-14,CANOLA,Manitoba,481.46
2025-01-15,CANOLA,Manitoba,487.47
2025-01-16,CANOLA,Manitoba,479.25
2025-01-17,CANOLA,Manitoba,474.46
2025-01-20,CANOLA,Manitoba,486.71
2025-01-21,CANOLA,Manitoba,482.55
2025-01-22,CANOLA,Manitoba,476.61
2025-01-23,CANOLA,Manitoba,466.95
2025-01-24,CANOLA,Manitoba,464.25
2025-01-27,CANOLA,Manitoba,466.88
2025-01-28,CANOLA,Manitoba,461.75
2025-01-29,CANOLA,Manitoba,451.06
2025-01-30,CANOLA,Manitoba,454.81
2025-01-31,CANOLA,Manitoba,458.73
2025-02-03,CANOLA,Manitoba,461.11
2025-02-04,CANOLA,Manitoba,458.13
2025-02-05,CANOLA,Manitoba,457.61
2025-02-06,CANOLA,Manitoba,459.63
2025-02-07,CANOLA,Manitoba,457.38
2025-02-10,CANOLA,Manitoba,454.81
2025-02-11,CANOLA,Manitoba,452.95
2025-02-12,CANOLA,Manitoba,444.92
2025-02-13,CANOLA,Manitoba,439.7
2025-02-14,CANOLA,Manitoba,443.9
2025-02-17,CANOLA,Manitoba,447.47
2025-02-18,CANOLA,Manitoba,437.06
2025-02-19,CANOLA,Manitoba,442.06
2025-02-20,CANOLA,Manitoba,441.96
2025-02-21,CANOLA,Manitoba,444.54
2025-02-24,CANOLA,Manitoba,446.43
2025-02-25,CANOLA,Manitoba,430.22
2025-02-26,CANOLA,Manitoba,428.92
2025-02-27,CANOLA,Manitoba,429.02
2025-02-28,CANOLA,Manitoba,432.52
2025-03-03,CANOLA,Manitoba,421.88
2025-03-04,CANOLA,Manitoba,419.85
2025-03-05,CANOLA,Manitoba,430.68
2025-03-06,CANOLA,Manitoba,426.65
2025-03-07,CANOLA,Manitoba,432.17
2025-03-10,CANOLA,Manitoba,425.96
2025-03-11,CANOLA,Manitoba,424.29
2025-03-12,CANOLA,Manitoba,423.5
2025-03-13,CANOLA,Manitoba,414.47
2025-03-14,CANOLA,Manitoba,419.66
2025-03-17,CANOLA,Manitoba,422.45
2025-03-18,CANOLA,Manitoba,413.15
2025-03-19,CANOLA,Manitoba,408.95
2025-03-20,CANOLA,Manitoba,397.64
2025-03-21,CANOLA,Manitoba,396.18
2025-03-24,CANOLA,Manitoba,405.08
2025-03-25,CANOLA,Manitoba,396.39
2025-03-26,CANOLA,Manitoba,397.51
2025-03-27,CANOLA,Manitoba,402.68
2025-03-28,CANOLA,Manitoba,403.33
2025-03-31,CANOLA,Manitoba,405.77
2025-04-01,CANOLA,Manitoba,404.3
2025-04-02,CANOLA,Manitoba,410.24
2025-04-03,CANOLA,Manitoba,406.19
2025-04-04,CANOLA,Manitoba,408.46
2025-04-07,CANOLA,Manitoba,412.61
2025-04-08,CANOLA,Manitoba,409.68
2025-04-09,CANOLA,Manitoba,410.17
2025-04-10,CANOLA,Manitoba,408.19
2025-04-11,CANOLA,Manitoba,412.26
2025-04-14,CANOLA,Manitoba,414.21
2025-04-15,CANOLA,Manitoba,417.69
2025-04-16,CANOLA,Manitoba,409.93
2025-04-17,CANOLA,Manitoba,412.82
2025-04-18,CANOLA,Manitoba,415.7
2025-04-21,CANOLA,Manitoba,403.76
2025-04-22,CANOLA,Manitoba,414.95
2025-04-23,CANOLA,Manitoba,408.02
2025-04-24,CANOLA,Manitoba,424.89
2025-04-25,CANOLA,Manitoba,417.93
2025-04-28,CANOLA,Manitoba,422.48
2025-04-29,CANOLA,Manitoba,417.53
2025-04-30,CANOLA,Manitoba,407.95
2025-05-01,CANOLA,Manitoba,414.49
2025-05-02,CANOLA,Manitoba,421.02
2025-05-05,CANOLA,Manitoba,424.09
2025-05-06,CANOLA,Manitoba,427.51
2025-05-07,CANOLA,Manitoba,433.06
2025-05-08,CANOLA,Manitoba,423.48
2025-05-09,CANOLA,Manitoba,426.17
2025-05-12,CANOLA,Manitoba,421.07
2025-05-13,CANOLA,Manitoba,430.75
2025-05-14,CANOLA,Manitoba,429.59
2025-05-15,CANOLA,Manitoba,420.41
2025-05-16,CANOLA,Manitoba,427.85
2025-05-19,CANOLA,Manitoba,428.89
2025-05-20,CANOLA,Manitoba,426.84
2025-05-21,CANOLA,Manitoba,418.19
2025-05-22,CANOLA,Manitoba,418.65
2025-05-23,CANOLA,Manitoba,434.98
2025-05-26,CANOLA,Manitoba,425.28
2025-05-27,CANOLA,Manitoba,418.76
2025-05-28,CANOLA,Manitoba,426.1
2025-05-29,CANOLA,Manitoba,423.1
2025-05-30,CANOLA,Manitoba,418.5
2025-06-02,CANOLA,Manitoba,417.58
2025-06-03,CANOLA,Manitoba,412.83
2025-06-04,CANOLA,Manitoba,412.64
2025-06-05,CANOLA,Manitoba,413.55
2025-06-06,CANOLA,Manitoba,424.15
2025-06-09,CANOLA,Manitoba,418.26
2025-06-10,CANOLA,Manitoba,405.52
2025-06-11,CANOLA,Manitoba,411.78
2025-06-12,CANOLA,Manitoba,419.22
2025-06-13,CANOLA,Manitoba,421.44
2025-06-16,CANOLA,Manitoba,413.49
2025-06-17,CANOLA,Manitoba,418.99
2025-06-18,CANOLA,Manitoba,412.32
2025-06-19,CANOLA,Manitoba,420.31
2025-06-20,CANOLA,Manitoba,400.68
2025-06-23,CANOLA,Manitoba,404.35
2025-06-24,CANOLA,Manitoba,405.62
2025-06-25,CANOLA,Manitoba,413.58
2025-06-26,CANOLA,Manitoba,407.95
2025-06-27,CANOLA,Manitoba,400.08
2025-06-30,CANOLA,Manitoba,416.0
2025-01-02,CANOLA,Saskatchewan,482.19
2025-01-03,CANOLA,Saskatchewan,471.54
2025-01-06,CANOLA,Saskatchewan,477.32
2025-01-07,CANOLA,Saskatchewan,476.05
2025-01-08,CANOLA,Saskatchewan,480.05
2025-01-09,CANOLA,Saskatchewan,479.52
2025-01-10,CANOLA,Saskatchewan,482.8
2025-01-13,CANOLA,Saskatchewan,480.16
2025-01-14,CANOLA,Saskatchewan,490.4
2025-01-15,CANOLA,Saskatchewan,484.12
2025-01-16,CANOLA,Saskatchewan,478.22
2025-01-17,CANOLA,Saskatchewan,474.3
2025-01-20,CANOLA,Saskatchewan,474.02
2025-01-21,CANOLA,Saskatchewan,478.47
2025-01-22,CANOLA,Saskatchewan,479.15
2025-01-23,CANOLA,Saskatchewan,466.09
2025-01-24,CANOLA,Saskatchewan,466.43
2025-01-27,CANOLA,Saskatchewan,468.26
2025-01-28,CANOLA,Saskatchewan,462.12
2025-01-29,CANOLA,Saskatchewan,455.04
2025-01-30,CANOLA,Saskatchewan,442.5
2025-01-31,CANOLA,Saskatchewan,457.24
2025-02-03,CANOLA,Saskatchewan,449.59
2025-02-04,CANOLA,Saskatchewan,463.76
2025-02-05,CANOLA,Saskatchewan,456.95
2025-02-06,CANOLA,Saskatchewan,460.84
2025-02-07,CANOLA,Saskatchewan,449.91
2025-02-10,CANOLA,Saskatchewan,442.68
2025-02-11,CANOLA,Saskatchewan,446.17
2025-02-12,CANOLA,Saskatchewan,442.47
2025-02-13,CANOLA,Saskatchewan,436.05
2025-02-14,CANOLA,Saskatchewan,438.99
2025-02-17,CANOLA,Saskatchewan,452.6
2025-02-18,CANOLA,Saskatchewan,438.64
2025-02-19,CANOLA,Saskatchewan,439.6
2025-02-20,CANOLA,Saskatchewan,437.92
2025-02-21,CANOLA,Saskatchewan,441.79
2025-02-24,CANOLA,Saskatchewan,435.06
2025-02-25,CANOLA,Saskatchewan,421.97
2025-02-26,CANOLA,Saskatchewan,424.61
2025-02-27,CANOLA,Saskatchewan,428.72
2025-02-28,CANOLA,Saskatchewan,425.53
2025-03-03,CANOLA,Saskatchewan,420.27
2025-03-04,CANOLA,Saskatchewan,419.52
2025-03-05,CANOLA,Saskatchewan,432.82
2025-03-06,CANOLA,Saskatchewan,429.22
2025-03-07,CANOLA,Saskatchewan,430.94
2025-03-10,CANOLA,Saskatchewan,428.13
2025-03-11,CANOLA,Saskatchewan,425.04
2025-03-12,CANOLA,Saskatchewan,419.85
2025-03-13,CANOLA,Saskatchewan,405.63
2025-03-14,CANOLA,Saskatchewan,405.09
2025-03-17,CANOLA,Saskatchewan,410.81
2025-03-18,CANOLA,Saskatchewan,409.84
2025-03-19,CANOLA,Saskatchewan,408.35
2025-03-20,CANOLA,Saskatchewan,404.74
2025-03-21,CANOLA,Saskatchewan,404.11
2025-03-24,CANOLA,Saskatchewan,391.26
2025-03-25,CANOLA,Saskatchewan,395.17
2025-03-26,CANOLA,Saskatchewan,400.11
2025-03-27,CANOLA,Saskatchewan,409.47
2025-03-28,CANOLA,Saskatchewan,406.11
2025-03-31,CANOLA,Saskatchewan,410.36
2025-04-01,CANOLA,Saskatchewan,400.47
2025-04-02,CANOLA,Saskatchewan,398.29
2025-04-03,CANOLA,Saskatchewan,409.07
2025-04-04,CANOLA,Saskatchewan,406.13
2025-04-07,CANOLA,Saskatchewan,404.39
2025-04-08,CANOLA,Saskatchewan,403.75
2025-04-09,CANOLA,Saskatchewan,415.52
2025-04-10,CANOLA,Saskatchewan,409.6
2025-04-11,CANOLA,Saskatchewan,401.98
2025-04-14,CANOLA,Saskatchewan,412.95
2025-04-15,CANOLA,Saskatchewan,406.73
2025-04-16,CANOLA,Saskatchewan,410.75
2025-04-17,CANOLA,Saskatchewan,409.31
2025-04-18,CANOLA,Saskatchewan,408.41
2025-04-21,CANOLA,Saskatchewan,412.95
2025-04-22,CANOLA,Saskatchewan,401.18
2025-04-23,CANOLA,Saskatchewan,407.18
2025-04-24,CANOLA,Saskatchewan,422.8
2025-04-25,CANOLA,Saskatchewan,410.98
2025-04-28,CANOLA,Saskatchewan,408.2
2025-04-29,CANOLA,Saskatchewan,414.5
2025-04-30,CANOLA,Saskatchewan,418.45
2025-05-01,CANOLA,Saskatchewan,413.95
2025-05-02,CANOLA,Saskatchewan,409.13
2025-05-05,CANOLA,Saskatchewan,424.19
2025-05-06,CANOLA,Saskatchewan,415.46
2025-05-07,CANOLA,Saskatchewan,427.64
2025-05-08,CANOLA,Saskatchewan,414.0
2025-05-09,CANOLA,Saskatchewan,418.89
2025-05-12,CANOLA,Saskatchewan,423.19
2025-05-13,CANOLA,Saskatchewan,428.34
2025-05-14,CANOLA,Saskatchewan,421.84
2025-05-15,CANOLA,Saskatchewan,423.62
2025-05-16,CANOLA,Saskatchewan,420.04
2025-05-19,CANOLA,Saskatchewan,425.68
2025-05-20,CANOLA,Saskatchewan,423.95
2025-05-21,CANOLA,Saskatchewan,424.16
2025-05-22,CANOLA,Saskatchewan,416.8
2025-05-23,CANOLA,Saskatchewan,417.35
2025-05-26,CANOLA,Saskatchewan,425.13
2025-05-27,CANOLA,Saskatchewan,421.78
2025-05-28,CANOLA,Saskatchewan,408.17
2025-05-29,CANOLA,Saskatchewan,417.41
2025-05-30,CANOLA,Saskatchewan,406.98
2025-06-02,CANOLA,Saskatchewan,419.27
2025-06-03,CANOLA,Saskatchewan,400.69
2025-06-04,CANOLA,Saskatchewan,401.92
2025-06-05,CANOLA,Saskatchewan,411.7
2025-06-06,CANOLA,Saskatchewan,416.97
2025-06-09,CANOLA,Saskatchewan,407.9
2025-06-10,CANOLA,Saskatchewan,405.81
2025-06-11,CANOLA,Saskatchewan,408.95
2025-06-12,CANOLA,Saskatchewan,401.84
2025-06-13,CANOLA,Saskatchewan,405.69
2025-06-16,CANOLA,Saskatchewan,410.58
2025-06-17,CANOLA,Saskatchewan,417.03
2025-06-18,CANOLA,Saskatchewan,403.37
2025-06-19,CANOLA,Saskatchewan,406.92
2025-06-20,CANOLA,Saskatchewan,404.72
2025-06-23,CANOLA,Saskatchewan,411.31
2025-06-24,CANOLA,Saskatchewan,401.03
2025-06-25,CANOLA,Saskatchewan,411.97
2025-06-26,CANOLA,Saskatchewan,415.3
2025-06-27,CANOLA,Saskatchewan,401.54
2025-06-30,CANOLA,Saskatchewan,418.35
2025-01-02,CANOLA,Alberta,472.64
2025-01-03,CANOLA,Alberta,469.92
2025-01-06,CANOLA,Alberta,464.61
2025-01-07,CANOLA,Alberta,468.17
2025-01-08,CANOLA,Alberta,466.96
2025-01-09,CANOLA,Alberta,475.58
2025-01-10,CANOLA,Alberta,479.47
2025-01-13,CANOLA,Alberta,474.52
2025-01-14,CANOLA,Alberta,481.2
2025-01-15,CANOLA,Alberta,482.18
2025-01-16,CANOLA,Alberta,468.35
2025-01-17,CANOLA,Alberta,471.79
2025-01-20,CANOLA,Alberta,474.45
2025-01-21,CANOLA,Alberta,483.26
2025-01-22,CANOLA,Alberta,464.71
2025-01-23,CANOLA,Alberta,461.34
2025-01-24,CANOLA,Alberta,463.83
2025-01-27,CANOLA,Alberta,462.51
2025-01-28,CANOLA,Alberta,451.42
2025-01-29,CANOLA,Alberta,449.38
2025-01-30,CANOLA,Alberta,450.19
2025-01-31,CANOLA,Alberta,447.86
2025-02-03,CANOLA,Alberta,452.83
2025-02-04,CANOLA,Alberta,454.24
2025-02-05,CANOLA,Alberta,456.25
2025-02-06,CANOLA,Alberta,450.42
2025-02-07,CANOLA,Alberta,442.15
2025-02-10,CANOLA,Alberta,437.22
2025-02-11,CANOLA,Alberta,436.09
2025-02-12,CANOLA,Alberta,433.35
2025-02-13,CANOLA,Alberta,433.4
2025-02-14,CANOLA,Alberta,429.89
2025-02-17,CANOLA,Alberta,434.72
2025-02-18,CANOLA,Alberta,428.2
2025-02-19,CANOLA,Alberta,429.64
2025-02-20,CANOLA,Alberta,435.83
2025-02-21,CANOLA,Alberta,434.52
2025-02-24,CANOLA,Alberta,431.88
2025-02-25,CANOLA,Alberta,424.35
2025-02-26,CANOLA,Alberta,419.63
2025-02-27,CANOLA,Alberta,422.78
2025-02-28,CANOLA,Alberta,427.75
2025-03-03,CANOLA,Alberta,413.35
2025-03-04,CANOLA,Alberta,418.44
2025-03-05,CANOLA,Alberta,414.68
2025-03-06,CANOLA,Alberta,423.07
2025-03-07,CANOLA,Alberta,427.38
2025-03-10,CANOLA,Alberta,420.52
2025-03-11,CANOLA,Alberta,428.46
2025-03-12,CANOLA,Alberta,411.54
2025-03-13,CANOLA,Alberta,407.24
2025-03-14,CANOLA,Alberta,409.7
2025-03-17,CANOLA,Alberta,405.81
2025-03-18,CANOLA,Alberta,404.08
2025-03-19,CANOLA,Alberta,399.94
2025-03-20,CANOLA,Alberta,397.84
2025-03-21,CANOLA,Alberta,399.34
2025-03-24,CANOLA,Alberta,391.24
2025-03-25,CANOLA,Alberta,395.84
2025-03-26,CANOLA,Alberta,391.38
2025-03-27,CANOLA,Alberta,398.4
2025-03-28,CANOLA,Alberta,393.14
2025-03-31,CANOLA,Alberta,406.24
2025-04-01,CANOLA,Alberta,406.86
2025-04-02,CANOLA,Alberta,397.33
2025-04-03,CANOLA,Alberta,393.14
2025-04-04,CANOLA,Alberta,404.34
2025-04-07,CANOLA,Alberta,406.27
2025-04-08,CANOLA,Alberta,402.42
2025-04-09,CANOLA,Alberta,406.15
2025-04-10,CANOLA,Alberta,411.05
2025-04-11,CANOLA,Alberta,409.68
2025-04-14,CANOLA,Alberta,411.8
2025-04-15,CANOLA,Alberta,409.21
2025-04-16,CANOLA,Alberta,412.67
2025-04-17,CANOLA,Alberta,407.1
2025-04-18,CANOLA,Alberta,409.12
2025-04-21,CANOLA,Alberta,404.56
2025-04-22,CANOLA,Alberta,400.9
2025-04-23,CANOLA,Alberta,412.08
2025-04-24,CANOLA,Alberta,416.92
2025-04-25,CANOLA,Alberta,412.66
2025-04-28,CANOLA,Alberta,411.13
2025-04-29,CANOLA,Alberta,405.48
2025-04-30,CANOLA,Alberta,410.0
2025-05-01,CANOLA,Alberta,415.87
2025-05-02,CANOLA,Alberta,415.19
2025-05-05,CANOLA,Alberta,410.52
2025-05-06,CANOLA,Alberta,417.24
2025-05-07,CANOLA,Alberta,429.53
2025-05-08,CANOLA,Alberta,412.69
2025-05-09,CANOLA,Alberta,412.33
2025-05-12,CANOLA,Alberta,428.53
2025-05-13,CANOLA,Alberta,427.8
2025-05-14,CANOLA,Alberta,420.14
2025-05-15,CANOLA,Alberta,415.78
2025-05-16,CANOLA,Alberta,422.15
2025-05-19,CANOLA,Alberta,415.59
2025-05-20,CANOLA,Alberta,423.42
2025-05-21,CANOLA,Alberta,425.12
2025-05-22,CANOLA,Alberta,417.24
2025-05-23,CANOLA,Alberta,420.52
2025-05-26,CANOLA,Alberta,419.27
2025-05-27,CANOLA,Alberta,423.38
2025-05-28,CANOLA,Alberta,410.2
2025-05-29,CANOLA,Alberta,409.06
2025-05-30,CANOLA,Alberta,409.04
2025-06-02,CANOLA,Alberta,411.49
2025-06-03,CANOLA,Alberta,405.42
2025-06-04,CANOLA,Alberta,405.32
2025-06-05,CANOLA,Alberta,401.98
2025-06-06,CANOLA,Alberta,410.69
2025-06-09,CANOLA,Alberta,406.7
2025-06-10,CANOLA,Alberta,402.39
2025-06-11,CANOLA,Alberta,401.24
2025-06-12,CANOLA,Alberta,415.23
2025-06-13,CANOLA,Alberta,402.19
2025-06-16,CANOLA,Alberta,409.7
2025-06-17,CANOLA,Alberta,400.11
2025-06-18,CANOLA,Alberta,400.68
2025-06-19,CANOLA,Alberta,400.79
2025-06-20,CANOLA,Alberta,387.84
2025-06-23,CANOLA,Alberta,400.44
2025-06-24,CANOLA,Alberta,397.82
2025-06-25,CANOLA,Alberta,399.64
2025-06-26,CANOLA,Alberta,407.37
2025-06-27,CANOLA,Alberta,409.37
2025-06-30,CANOLA,Alberta,416.2
2025-01-02,CANOLA,Ontario,490.65
2025-01-03,CANOLA,Ontario,482.19
2025-01-06,CANOLA,Ontario,483.39
2025-01-07,CANOLA,Ontario,491.23
2025-01-08,CANOLA,Ontario,487.92
2025-01-09,CANOLA,Ontario,483.2
2025-01-10,CANOLA,Ontario,488.8
2025-01-13,CANOLA,Ontario,489.3
2025-01-14,CANOLA,Ontario,486.18
2025-01-15,CANOLA,Ontario,494.28
2025-01-16,CANOLA,Ontario,493.83
2025-01-17,CANOLA,Ontario,483.89
2025-01-20,CANOLA,Ontario,489.56
2025-01-21,CANOLA,Ontario,486.08
2025-01-22,CANOLA,Ontario,478.42
2025-01-23,CANOLA,Ontario,477.2
2025-01-24,CANOLA,Ontario,469.99
2025-01-27,CANOLA,Ontario,467.87
2025-01-28,CANOLA,Ontario,471.13
2025-01-29,CANOLA,Ontario,468.98
2025-01-30,CANOLA,Ontario,456.57
2025-01-31,CANOLA,Ontario,467.54
2025-02-03,CANOLA,Ontario,466.62
2025-02-04,CANOLA,Ontario,467.74
2025-02-05,CANOLA,Ontario,466.61
2025-02-06,CANOLA,Ontario,469.32
2025-02-07,CANOLA,Ontario,462.35
2025-02-10,CANOLA,Ontario,463.03
2025-02-11,CANOLA,Ontario,454.87
2025-02-12,CANOLA,Ontario,453.6
2025-02-13,CANOLA,Ontario,443.19
2025-02-14,CANOLA,Ontario,455.78
2025-02-17,CANOLA,Ontario,451.91
2025-02-18,CANOLA,Ontario,446.65
2025-02-19,CANOLA,Ontario,437.47
2025-02-20,CANOLA,Ontario,439.75
2025-02-21,CANOLA,Ontario,449.32
2025-02-24,CANOLA,Ontario,445.47
2025-02-25,CANOLA,Ontario,431.03
2025-02-26,CANOLA,Ontario,438.01
2025-02-27,CANOLA,Ontario,431.79
2025-02-28,CANOLA,Ontario,443.56
2025-03-03,CANOLA,Ontario,429.13
2025-03-04,CANOLA,Ontario,431.61
2025-03-05,CANOLA,Ontario,440.03
2025-03-06,CANOLA,Ontario,431.13
2025-03-07,CANOLA,Ontario,432.86
2025-03-10,CANOLA,Ontario,433.35
2025-03-11,CANOLA,Ontario,437.0
2025-03-12,CANOLA,Ontario,422.24
2025-03-13,CANOLA,Ontario,412.2
2025-03-14,CANOLA,Ontario,425.63
2025-03-17,CANOLA,Ontario,416.3
2025-03-18,CANOLA,Ontario,415.47
2025-03-19,CANOLA,Ontario,404.58
2025-03-20,CANOLA,Ontario,404.23
2025-03-21,CANOLA,Ontario,406.3
2025-03-24,CANOLA,Ontario,407.47
2025-03-25,CANOLA,Ontario,402.0
2025-03-26,CANOLA,Ontario,413.32
2025-03-27,CANOLA,Ontario,405.1
2025-03-28,CANOLA,Ontario,405.96
2025-03-31,CANOLA,Ontario,420.53
2025-04-01,CANOLA,Ontario,411.37
2025-04-02,CANOLA,Ontario,408.11
2025-04-03,CANOLA,Ontario,413.79
2025-04-04,CANOLA,Ontario,424.44
2025-04-07,CANOLA,Ontario,419.7
2025-04-08,CANOLA,Ontario,409.44
2025-04-09,CANOLA,Ontario,417.48
2025-04-10,CANOLA,Ontario,419.88
2025-04-11,CANOLA,Ontario,416.3
2025-04-14,CANOLA,Ontario,419.21
2025-04-15,CANOLA,Ontario,418.05
2025-04-16,CANOLA,Ontario,423.64
2025-04-17,CANOLA,Ontario,422.99
2025-04-18,CANOLA,Ontario,416.68
2025-04-21,CANOLA,Ontario,417.43
2025-04-22,CANOLA,Ontario,418.47
2025-04-23,CANOLA,Ontario,415.41
2025-04-24,CANOLA,Ontario,430.91
2025-04-25,CANOLA,Ontario,421.59
2025-04-28,CANOLA,Ontario,419.26
2025-04-29,CANOLA,Ontario,416.5
2025-04-30,CANOLA,Ontario,428.25
2025-05-01,CANOLA,Ontario,422.0
2025-05-02,CANOLA,Ontario,432.03
2025-05-05,CANOLA,Ontario,427.82
2025-05-06,CANOLA,Ontario,431.76
2025-05-07,CANOLA,Ontario,444.47
2025-05-08,CANOLA,Ontario,421.82
2025-05-09,CANOLA,Ontario,424.44
2025-05-12,CANOLA,Ontario,438.61
2025-05-13,CANOLA,Ontario,434.26
2025-05-14,CANOLA,Ontario,432.84
2025-05-15,CANOLA,Ontario,427.43
2025-05-16,CANOLA,Ontario,431.39
2025-05-19,CANOLA,Ontario,426.46
2025-05-20,CANOLA,Ontario,430.61
2025-05-21,CANOLA,Ontario,437.25
2025-05-22,CANOLA,Ontario,424.73
2025-05-23,CANOLA,Ontario,429.64
2025-05-26,CANOLA,Ontario,431.08
2025-05-27,CANOLA,Ontario,425.98
2025-05-28,CANOLA,Ontario,424.47
2025-05-29,CANOLA,Ontario,428.53
2025-05-30,CANOLA,Ontario,417.48
2025-06-02,CANOLA,Ontario,420.38
2025-06-03,CANOLA,Ontario,415.92
2025-06-04,CANOLA,Ontario,413.57
2025-06-05,CANOLA,Ontario,418.52
2025-06-06,CANOLA,Ontario,425.78
2025-06-09,CANOLA,Ontario,417.52
2025-06-10,CANOLA,Ontario,418.78
2025-06-11,CANOLA,Ontario,414.03
2025-06-12,CANOLA,Ontario,421.11
2025-06-13,CANOLA,Ontario,427.89
2025-06-16,CANOLA,Ontario,422.23
2025-06-17,CANOLA,Ontario,412.24
2025-06-18,CANOLA,Ontario,415.43
2025-06-19,CANOLA,Ontario,419.95
2025-06-20,CANOLA,Ontario,407.79
2025-06-23,CANOLA,Ontario,415.36
2025-06-24,CANOLA,Ontario,409.08
2025-06-25,CANOLA,Ontario,414.6
2025-06-26,CANOLA,Ontario,417.07
2025-06-27,CANOLA,Ontario,409.1
2025-06-30,CANOLA,Ontario,421.78
2025-01-02,CANOLA,British Columbia,501.36
2025-01-03,CANOLA,British Columbia,481.37
2025-01-06,CANOLA,British Columbia,479.96
2025-01-07,CANOLA,British Columbia,487.37
2025-01-08,CANOLA,British Columbia,490.14
2025-01-09,CANOLA,British Columbia,492.51
2025-01-10,CANOLA,British Columbia,500.59
2025-01-13,CANOLA,British Columbia,498.36
2025-01-14,CANOLA,British Columbia,502.4
2025-01-15,CANOLA,British Columbia,499.98
2025-01-16,CANOLA,British Columbia,493.31
2025-01-17,CANOLA,British Columbia,484.88
2025-01-20,CANOLA,British Columbia,494.1
2025-01-21,CANOLA,British Columbia,487.9
2025-01-22,CANOLA,British Columbia,489.05
2025-01-23,CANOLA,British Columbia,487.41
2025-01-24,CANOLA,British Columbia,481.09
2025-01-27,CANOLA,British Columbia,478.03
2025-01-28,CANOLA,British Columbia,474.66
2025-01-29,CANOLA,British Columbia,459.04
2025-01-30,CANOLA,British Columbia,468.74
2025-01-31,CANOLA,British Columbia,470.22
2025-02-03,CANOLA,British Columbia,473.77
2025-02-04,CANOLA,British Columbia,476.21
2025-02-05,CANOLA,British Columbia,471.47
2025-02-06,CANOLA,British Columbia,467.78
2025-02-07,CANOLA,British Columbia,468.45
2025-02-10,CANOLA,British Columbia,464.66
2025-02-11,CANOLA,British Columbia,461.09
2025-02-12,CANOLA,British Columbia,458.75
2025-02-13,CANOLA,British Columbia,457.68
2025-02-14,CANOLA,British Columbia,449.81
2025-02-17,CANOLA,British Columbia,457.73
2025-02-18,CANOLA,British Columbia,455.96
2025-02-19,CANOLA,British Columbia,443.96
2025-02-20,CANOLA,British Columbia,450.76
2025-02-21,CANOLA,British Columbia,449.03
2025-02-24,CANOLA,British Columbia,449.84
2025-02-25,CANOLA,British Columbia,442.07
2025-02-26,CANOLA,British Columbia,440.18
2025-02-27,CANOLA,British Columbia,448.34
2025-02-28,CANOLA,British Columbia,439.85
2025-03-03,CANOLA,British Columbia,431.8
2025-03-04,CANOLA,British Columbia,432.58
2025-03-05,CANOLA,British Columbia,449.22
2025-03-06,CANOLA,British Columbia,439.87
2025-03-07,CANOLA,British Columbia,443.73
2025-03-10,CANOLA,British Columbia,439.53
2025-03-11,CANOLA,British Columbia,436.91
2025-03-12,CANOLA,British Columbia,433.62
2025-03-13,CANOLA,British Columbia,435.7
2025-03-14,CANOLA,British Columbia,434.91
2025-03-17,CANOLA,British Columbia,422.3
2025-03-18,CANOLA,British Columbia,426.63
2025-03-19,CANOLA,British Columbia,415.68
2025-03-20,CANOLA,British Columbia,406.84
2025-03-21,CANOLA,British Columbia,417.41
2025-03-24,CANOLA,British Columbia,415.39
2025-03-25,CANOLA,British Columbia,416.26
2025-03-26,CANOLA,British Columbia,411.81
2025-03-27,CANOLA,British Columbia,414.17
