date,commodity_id,exchange,initial_margin_usd_per_contract,maintenance_margin_usd_per_contract
2025-02-25,BARLEY,ICE,1011.68,829.58
2025-02-26,BARLEY,ICE,1064.13,872.59
2025-02-27,BARLEY,ICE,1101.55,903.27
2025-02-28,BARLEY,ICE,1093.64,896.79
2025-03-03,BARLEY,ICE,1044.33,856.35
2025-03-04,BARLEY,ICE,1086.78,891.16
2025-03-05,BARLEY,ICE,1086.46,890.9
2025-03-06,BARLEY,ICE,1046.33,857.99
2025-03-07,BARLEY,ICE,1020.89,837.13
2025-03-10,BARLEY,ICE,1023.32,839.12
2025-03-11,BARLEY,ICE,1085.19,889.86
2025-03-12,BARLEY,ICE,1048.23,859.55
2025-03-13,BARLEY,ICE,1006.06,824.97
2025-03-14,BARLEY,ICE,979.24,802.97
2025-03-17,BARLEY,ICE,1084.94,889.65
2025-03-18,BARLEY,ICE,1027.04,842.17
2025-03-19,BARLEY,ICE,1063.88,872.38
2025-03-20,BARLEY,ICE,1102.07,903.7
2025-03-21,BARLEY,ICE,995.03,815.92
2025-03-24,BARLEY,ICE,1048.1,859.45
2025-03-25,BARLEY,ICE,1042.83,855.12
2025-03-26,BARLEY,ICE,1065.95,874.08
2025-03-27,BARLEY,ICE,1102.04,903.68
2025-03-28,BARLEY,ICE,994.16,815.21
2025-03-31,BARLEY,ICE,1073.93,880.62
2025-04-01,BARLEY,ICE,1093.32,896.53
2025-04-02,BARLEY,ICE,1042.17,854.58
2025-04-03,BARLEY,ICE,1044.23,856.27
2025-04-04,BARLEY,ICE,1067.57,875.41
2025-04-07,BARLEY,ICE,1064.48,872.88
2025-04-08,BARLEY,ICE,1074.46,881.06
2025-04-09,BARLEY,ICE,1073.57,880.33
2025-04-10,BARLEY,ICE,1008.76,827.18
2025-04-11,BARLEY,ICE,1091.59,895.1
2025-04-14,BARLEY,ICE,1099.0,901.18
2025-04-15,BARLEY,ICE,1057.82,867.41
2025-04-16,BARLEY,ICE,987.25,809.54
2025-04-17,BARLEY,ICE,1045.18,857.05
2025-04-18,BARLEY,ICE,1058.17,867.7
2025-04-21,BARLEY,ICE,1001.93,821.58
2025-04-22,BARLEY,ICE,1034.87,848.6
2025-04-23,BARLEY,ICE,990.81,812.46
2025-04-24,BARLEY,ICE,1075.51,881.92
2025-04-25,BARLEY,ICE,1056.97,866.72
2025-04-28,BARLEY,ICE,980.88,804.32
2025-04-29,BARLEY,ICE,1064.76,873.1
2025-04-30,BARLEY,ICE,1047.63,859.05
2025-05-01,BARLEY,ICE,1071.69,878.79
2025-05-02,BARLEY,ICE,1033.56,847.52
2025-05-05,BARLEY,ICE,1016.34,833.4
2025-05-06,BARLEY,ICE,1017.62,834.45
2025-05-07,BARLEY,ICE,1027.4,842.47
2025-05-08,BARLEY,ICE,1050.79,861.65
2025-05-09,BARLEY,ICE,1056.21,866.1
2025-05-12,BARLEY,ICE,1041.99,854.43
2025-05-13,BARLEY,ICE,1032.22,846.42
2025-05-14,BARLEY,ICE,1035.24,848.9
2025-05-15,BARLEY,ICE,1155.32,947.37
2025-05-16,BARLEY,ICE,1017.63,834.46
2025-05-19,BARLEY,ICE,1026.57,841.78
2025-05-20,BARLEY,ICE,1188.34,974.44
2025-05-21,BARLEY,ICE,1067.68,875.5
2025-05-22,BARLEY,ICE,992.04,813.47
2025-05-23,BARLEY,ICE,1085.39,890.02
2025-05-26,BARLEY,ICE,1011.78,829.66
2025-05-27,BARLEY,ICE,1088.18,892.31
2025-05-28,BARLEY,ICE,1041.14,853.73
2025-05-29,BARLEY,ICE,1031.53,845.85
2025-05-30,BARLEY,ICE,1117.58,916.42
2025-06-02,BARLEY,ICE,1073.79,880.51
2025-06-03,BARLEY,ICE,1090.87,894.51
2025-06-04,BARLEY,ICE,1068.27,875.98
2025-06-05,BARLEY,ICE,1031.33,845.69
2025-06-06,BARLEY,ICE,1075.68,882.06
2025-06-09,BARLEY,ICE,1100.79,902.65
2025-06-10,BARLEY,ICE,1055.66,865.64
2025-06-11,BARLEY,ICE,1125.67,923.05
2025-06-12,BARLEY,ICE,1085.72,890.29
2025-06-13,BARLEY,ICE,1058.9,868.3
2025-06-16,BARLEY,ICE,1060.56,869.66
2025-06-17,BARLEY,ICE,1055.76,865.73
2025-06-18,BARLEY,ICE,997.45,817.91
2025-06-19,BARLEY,ICE,1046.22,857.9
2025-06-20,BARLEY,ICE,1059.29,868.62
2025-06-23,BARLEY,ICE,1032.52,846.67
2025-06-24,BARLEY,ICE,1064.18,872.63
2025-06-25,BARLEY,ICE,1050.89,861.73
2025-06-26,BARLEY,ICE,1082.5,887.65
2025-06-27,BARLEY,ICE,1077.85,883.84
2025-06-30,BARLEY,ICE,1057.02,866.76
